track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
0,0,baya,0,0,0,VID_20220217_102733_F0.png,648,289,24.5871,2.46103,2.5528,-nan,-nan,-1,-nan,-nan,NULL,NULL
0,1,baya,0,0,0,VID_20220217_102733_F3.png,616,363,0,0,0,568.988,2283.84,1921.41,520.506,2300.84,NULL,NULL
1,0,baya,0.719261,-5.42786,54.1847,VID_20220217_102733_F0.png,984,392,22.4554,2.66951,2.85258,983.802,392.3,0.359555,980.078,418.522,NULL,NULL
1,1,baya,0.719261,-5.42786,54.1847,VID_20220217_102733_F3.png,888,454,0,0,0,888.08,454.058,0.0992029,879.641,474.156,NULL,NULL
2,0,keypoint,0,0,0,VID_20220217_102733_F0.png,942,623,0,2.97116,3.2531,-nan,-nan,-1,-nan,-nan,NULL,NULL
2,1,keypoint,0,0,0,VID_20220217_102733_F3.png,822,638,0,0,0,568.988,2283.84,1665.17,520.506,2300.84,NULL,NULL
3,0,baya,-0.202249,-6.91974,54.1149,VID_20220217_102733_F0.png,959,352,23.3038,2.33639,2.64367,957.672,352.601,1.45759,958.501,379.075,NULL,NULL
3,1,baya,-0.202249,-6.91974,54.1149,VID_20220217_102733_F3.png,871,426,0,0,0,872.464,426.359,1.50722,864.328,446.963,NULL,NULL
4,0,baya,0,0,0,VID_20220217_102733_F0.png,683,366,20.972,2.03901,2.91749,-nan,-nan,-1,-nan,-nan,NULL,NULL
4,1,baya,0,0,0,VID_20220217_102733_F3.png,660,439,0,0,0,568.988,2283.84,1847.08,520.506,2300.84,NULL,NULL
5,0,baya,-5.56149,-7.30203,52.0617,VID_20220217_102733_F0.png,799,334,25.986,3.17864,3.1559,799.331,334.848,0.910063,817.207,356.749,NULL,NULL
5,1,baya,-5.56149,-7.30203,52.0617,VID_20220217_102733_F3.png,740,425,0,0,0,740.645,425.361,0.739328,734.617,447.418,NULL,NULL
6,0,baya,-1.37856,-9.08441,55.6812,VID_20220217_102733_F0.png,925,301,22.1168,3.42724,3.68591,925.384,302.035,1.10405,929.523,327.485,NULL,NULL
6,1,baya,-1.37856,-9.08441,55.6812,VID_20220217_102733_F3.png,857,363,0,0,0,856.636,363.4,0.540832,849.136,384.35,NULL,NULL
