track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
0,0,baya,-9.9132,-12.2452,56.3924,VID_20220217_103823_F0.png,692,222,24.0147,2.35924,3.24324,693.402,224.648,2.99609,710.54,244.402,NULL,NULL
0,1,baya,-9.9132,-12.2452,56.3924,VID_20220217_103823_F-1.png,624,337,0,0,0,626.271,338.456,2.69758,622.596,362.058,NULL,NULL
1,0,baya,-11.4607,-5.71128,53.175,VID_20220217_103823_F0.png,631,381,25.8927,2.65474,3.13728,632.364,381.934,1.65348,658.218,393.956,NULL,NULL
1,1,baya,-11.4607,-5.71128,53.175,VID_20220217_103823_F-1.png,570,500,0,0,0,572.547,500.238,2.55773,569.732,523.225,NULL,NULL
2,0,baya,0,0,0,VID_20220217_103823_F0.png,573,282,24.0001,3.17622,3.38246,-nan,-nan,-1,-nan,-nan,NULL,NULL
2,1,baya,0,0,0,VID_20220217_103823_F-1.png,514,389,0,0,0,383.838,2707.5,2322.15,339.759,2745,NULL,NULL
3,0,baya,0.904775,-7.12309,57.9109,VID_20220217_103823_F0.png,987,359,23.0745,3.33948,3.77177,987.41,359.581,0.711188,984.068,384.134,NULL,NULL
3,1,baya,0.904775,-7.12309,57.9109,VID_20220217_103823_F-1.png,894,450,0,0,0,893.326,449.898,0.681633,885.536,470.814,NULL,NULL
4,0,baya,0,0,0,VID_20220217_103823_F0.png,757,321,25.3342,1.89622,2.47008,-nan,-nan,-1,-nan,-nan,NULL,NULL
4,1,baya,0,0,0,VID_20220217_103823_F-1.png,681,465,0,0,0,383.838,2707.5,2262.1,339.759,2745,NULL,NULL
5,0,baya,-0.0889405,-9.05875,56.7398,VID_20220217_103823_F0.png,961,306,24.3931,2.52322,2.94423,961.005,307.046,1.04609,961.271,332.306,NULL,NULL
5,1,baya,-0.0889405,-9.05875,56.7398,VID_20220217_103823_F-1.png,870,428,0,0,0,869.805,428.071,0.207181,862.184,449.849,NULL,NULL
6,0,baya,-10.7314,-9.87346,54.2522,VID_20220217_103823_F0.png,658,273,23.0275,0,0,659.586,275.03,2.57601,680.421,292.918,NULL,NULL
