nube1,tamaño_nube1,nube2,tamaño_nube2,matcheos,rmse,radio,giros
0.0,31.0,0.0,34.0,30.0,0.008742824691850417,0.4,4.0
0.0,31.0,1.0,13.0,5.0,0.21719581428550513,0.4,4.0
0.0,31.0,2.0,16.0,0.0,inf,0.4,4.0
0.0,31.0,3.0,12.0,5.0,0.2754431455768584,0.4,4.0
0.0,31.0,4.0,19.0,5.0,0.31316136390225247,0.4,4.0
0.0,31.0,5.0,29.0,6.0,0.3420448789506576,0.4,4.0
0.0,31.0,6.0,31.0,5.0,0.24500215943230919,0.4,4.0
0.0,31.0,7.0,24.0,6.0,0.2798412810920337,0.4,4.0
0.0,31.0,8.0,24.0,0.0,inf,0.4,4.0
0.0,31.0,9.0,16.0,6.0,0.1711734405883408,0.4,4.0
0.0,31.0,10.0,14.0,5.0,0.2559339151431164,0.4,4.0
0.0,31.0,11.0,15.0,5.0,0.24195859149286847,0.4,4.0
0.0,31.0,12.0,19.0,5.0,0.2149142890934711,0.4,4.0
0.0,31.0,13.0,15.0,5.0,0.24217695850260595,0.4,4.0
0.0,31.0,14.0,24.0,6.0,0.2615635337530676,0.4,4.0
0.0,31.0,15.0,15.0,5.0,0.20588948451156708,0.4,4.0
0.0,31.0,16.0,15.0,5.0,0.14773141851257246,0.4,4.0
0.0,31.0,17.0,12.0,5.0,0.2628813273478937,0.4,4.0
0.0,31.0,18.0,23.0,6.0,0.3110200915017798,0.4,4.0
0.0,31.0,19.0,21.0,6.0,0.34849407670085464,0.4,4.0
0.0,31.0,20.0,26.0,7.0,0.29859182449550176,0.4,4.0
0.0,31.0,21.0,28.0,7.0,0.2511865332692947,0.4,4.0
0.0,31.0,22.0,23.0,5.0,0.3165067624947864,0.4,4.0
0.0,31.0,23.0,16.0,5.0,0.1997227115153785,0.4,4.0
0.0,31.0,24.0,11.0,5.0,0.2813680869044375,0.4,4.0
0.0,31.0,25.0,20.0,5.0,0.2155034621740772,0.4,4.0
0.0,31.0,26.0,23.0,6.0,0.34656225011499947,0.4,4.0
0.0,31.0,27.0,23.0,6.0,0.25301468285257633,0.4,4.0
0.0,31.0,28.0,22.0,7.0,0.31467464979639237,0.4,4.0
0.0,31.0,29.0,34.0,8.0,0.3920336547013852,0.4,4.0
0.0,31.0,30.0,18.0,6.0,0.30978011235415426,0.4,4.0
0.0,31.0,31.0,14.0,6.0,0.22300372464596313,0.4,4.0
0.0,31.0,32.0,29.0,9.0,0.2813716498975315,0.4,4.0
0.0,31.0,33.0,24.0,6.0,0.2793846744912756,0.4,4.0
0.0,31.0,34.0,23.0,5.0,0.30881306935607405,0.4,4.0
0.0,31.0,35.0,24.0,6.0,0.2977015208400997,0.4,4.0
0.0,31.0,36.0,28.0,7.0,0.36866281209249263,0.4,4.0
0.0,31.0,37.0,27.0,6.0,0.2373787340509237,0.4,4.0
0.0,31.0,38.0,37.0,0.0,inf,0.4,4.0
0.0,31.0,39.0,15.0,6.0,0.3114165064357897,0.4,4.0
0.0,31.0,40.0,16.0,6.0,0.26012177056408786,0.4,4.0
0.0,31.0,41.0,16.0,5.0,0.26163923104041087,0.4,4.0
0.0,31.0,42.0,30.0,7.0,0.2976899577714711,0.4,4.0
0.0,31.0,43.0,19.0,7.0,0.30126476299640875,0.4,4.0
0.0,31.0,44.0,12.0,0.0,inf,0.4,4.0
0.0,31.0,45.0,15.0,6.0,0.3440382508490631,0.4,4.0
0.0,31.0,46.0,14.0,6.0,0.3319493092216557,0.4,4.0
0.0,31.0,47.0,15.0,7.0,0.3200785722474943,0.4,4.0
0.0,31.0,48.0,14.0,6.0,0.15124850759480074,0.4,4.0
0.0,31.0,49.0,24.0,7.0,0.2929606508345982,0.4,4.0
0.0,31.0,50.0,11.0,4.0,0.2718957696121874,0.4,4.0
0.0,31.0,51.0,10.0,5.0,0.2500901914596127,0.4,4.0
0.0,31.0,52.0,22.0,6.0,0.2877035180089975,0.4,4.0
0.0,31.0,53.0,13.0,5.0,0.3296331949170814,0.4,4.0
0.0,31.0,54.0,25.0,8.0,0.31626930763974426,0.4,4.0
