nube1,tamaño_nube1,nube2,tamaño_nube2,matcheos,rmse,radio,giros
0.0,31.0,0.0,34.0,30.0,0.008742824691851201,0.1,4.0
0.0,31.0,1.0,13.0,2.0,0.08055048102682194,0.1,4.0
0.0,31.0,2.0,16.0,0.0,inf,0.1,4.0
0.0,31.0,3.0,12.0,3.0,0.035138782394424105,0.1,4.0
0.0,31.0,4.0,19.0,3.0,0.07052264377088999,0.1,4.0
0.0,31.0,5.0,29.0,3.0,0.10230016681984887,0.1,4.0
0.0,31.0,6.0,31.0,3.0,0.013369269813998068,0.1,4.0
0.0,31.0,7.0,24.0,3.0,0.08111009459595027,0.1,4.0
0.0,31.0,8.0,24.0,0.0,inf,0.1,4.0
0.0,31.0,9.0,16.0,3.0,0.07582180084393834,0.1,4.0
0.0,31.0,10.0,14.0,3.0,0.06290749791791261,0.1,4.0
0.0,31.0,11.0,15.0,3.0,0.050127766961785954,0.1,4.0
0.0,31.0,12.0,19.0,3.0,0.031262875848093695,0.1,4.0
0.0,31.0,13.0,15.0,3.0,0.034512270544806066,0.1,4.0
0.0,31.0,14.0,24.0,3.0,0.016774547753892453,0.1,4.0
0.0,31.0,15.0,15.0,2.0,0.10012342897383075,0.1,4.0
0.0,31.0,16.0,15.0,3.0,0.11036702893369199,0.1,4.0
0.0,31.0,17.0,12.0,2.0,0.09954155821484861,0.1,4.0
0.0,31.0,18.0,23.0,3.0,0.0410924498819728,0.1,4.0
0.0,31.0,19.0,21.0,3.0,0.02214417504783772,0.1,4.0
0.0,31.0,20.0,26.0,3.0,0.0397004041665738,0.1,4.0
0.0,31.0,21.0,28.0,3.0,0.0631254989754439,0.1,4.0
0.0,31.0,22.0,23.0,3.0,0.050762749690538254,0.1,4.0
0.0,31.0,23.0,16.0,3.0,0.05404510066919387,0.1,4.0
0.0,31.0,24.0,11.0,3.0,0.022817746955789926,0.1,4.0
0.0,31.0,25.0,20.0,3.0,0.06782677576673606,0.1,4.0
0.0,31.0,26.0,23.0,3.0,0.09132731780816844,0.1,4.0
0.0,31.0,27.0,23.0,4.0,0.11368607563107572,0.1,4.0
0.0,31.0,28.0,22.0,3.0,0.06075442131697882,0.1,4.0
0.0,31.0,29.0,34.0,3.0,0.05296186593589415,0.1,4.0
0.0,31.0,30.0,18.0,3.0,0.020906376216476393,0.1,4.0
0.0,31.0,31.0,14.0,3.0,0.10017968911063177,0.1,4.0
0.0,31.0,32.0,29.0,3.0,0.06319053583196726,0.1,4.0
0.0,31.0,33.0,24.0,3.0,0.0338281127265172,0.1,4.0
0.0,31.0,34.0,23.0,3.0,0.04866763582797565,0.1,4.0
0.0,31.0,35.0,24.0,3.0,0.061607142689509425,0.1,4.0
0.0,31.0,36.0,28.0,3.0,0.07749593496874746,0.1,4.0
0.0,31.0,37.0,27.0,3.0,0.07779336807980283,0.1,4.0
0.0,31.0,38.0,37.0,0.0,inf,0.1,4.0
0.0,31.0,39.0,15.0,3.0,0.10041897388763919,0.1,4.0
0.0,31.0,40.0,16.0,3.0,0.07775048915658928,0.1,4.0
0.0,31.0,41.0,16.0,3.0,0.09591514167651687,0.1,4.0
0.0,31.0,42.0,30.0,3.0,0.07954780933372282,0.1,4.0
0.0,31.0,43.0,19.0,3.0,0.10554255556053226,0.1,4.0
0.0,31.0,44.0,12.0,0.0,inf,0.1,4.0
0.0,31.0,45.0,15.0,3.0,0.04305869654045187,0.1,4.0
0.0,31.0,46.0,14.0,3.0,0.06790985014504755,0.1,4.0
0.0,31.0,47.0,15.0,3.0,0.0690950970681859,0.1,4.0
0.0,31.0,48.0,14.0,3.0,0.06743800862743177,0.1,4.0
0.0,31.0,49.0,24.0,3.0,0.08586473106224096,0.1,4.0
0.0,31.0,50.0,11.0,3.0,0.04442830109978976,0.1,4.0
0.0,31.0,51.0,10.0,2.0,0.08649380159449055,0.1,4.0
0.0,31.0,52.0,22.0,3.0,0.06254407941777425,0.1,4.0
0.0,31.0,53.0,13.0,3.0,0.09176182814660726,0.1,4.0
0.0,31.0,54.0,25.0,3.0,0.09193419398317589,0.1,4.0
0.0,31.0,55.0,20.0,3.0,0.09119012049217562,0.1,4.0
0.0,31.0,56.0,18.0,3.0,0.07154394228983156,0.1,4.0
0.0,31.0,57.0,22.0,3.0,0.06307141384923894,0.1,4.0
0.0,31.0,58.0,24.0,3.0,0.056478598532533016,0.1,4.0
0.0,31.0,59.0,19.0,3.0,0.038460546277273376,0.1,4.0
0.0,31.0,60.0,22.0,3.0,0.053358026128141715,0.1,4.0
0.0,31.0,61.0,29.0,3.0,0.03521999652581987,0.1,4.0
0.0,31.0,62.0,17.0,4.0,0.07413878138547157,0.1,4.0
0.0,31.0,63.0,27.0,3.0,0.08452226500936781,0.1,4.0
0.0,31.0,64.0,21.0,3.0,0.02885836078334683,0.1,4.0
0.0,31.0,65.0,24.0,4.0,0.049889419884511337,0.1,4.0
0.0,31.0,66.0,23.0,3.0,0.05920441986366898,0.1,4.0
0.0,31.0,67.0,29.0,3.0,0.045483548425587744,0.1,4.0
0.0,31.0,68.0,21.0,3.0,0.10497978692472212,0.1,4.0
0.0,31.0,69.0,20.0,3.0,0.07531783343531084,0.1,4.0
0.0,31.0,70.0,20.0,3.0,0.05045719621796325,0.1,4.0
0.0,31.0,71.0,22.0,3.0,0.044526318598628566,0.1,4.0
0.0,31.0,72.0,24.0,3.0,0.09473648312209675,0.1,4.0
0.0,31.0,73.0,13.0,3.0,0.06502342453555796,0.1,4.0
0.0,31.0,74.0,12.0,3.0,0.06754058621568121,0.1,4.0
0.0,31.0,75.0,23.0,3.0,0.04726983754604838,0.1,4.0
0.0,31.0,76.0,28.0,3.0,0.08589246610840878,0.1,4.0
0.0,31.0,77.0,24.0,3.0,0.04632386302698434,0.1,4.0
0.0,31.0,78.0,25.0,3.0,0.09447656596492622,0.1,4.0
