track_id,X,Y,Z
0,-0.889473,1.46494,3.18212
1,-0.928426,1.20709,3.46443
2,-0.927145,1.34064,3.30455
3,-0.767591,1.55855,3.06244
4,-0.839368,1.45608,3.31067
5,-0.743855,1.19793,3.54181
6,-0.924651,1.04289,3.62586
7,-0.661552,1.50941,3.2181
8,-0.505036,1.50655,3.15676
9,-0.498333,0.66785,2.81498
10,-1.01788,1.3145,4.07305
11,-0.634994,0.927433,2.54381
12,-0.613101,1.58197,3.00274
13,-0.572851,1.66313,2.93098
14,-1.23731,1.61834,7.05951
15,-0.4604,0.893378,3.01268
16,-0.538446,1.58721,3.05482
17,-0.747649,1.19793,4.5801
18,-0.612616,1.37083,2.89886
19,-0.50225,1.37265,3.42851
20,-0.978094,0.728495,3.72665
21,-0.750277,0.957982,3.84227
22,-0.733585,0.707861,3.58546
23,-0.650818,1.61464,2.8886
24,-0.351138,0.735864,2.97254
27,-0.845416,1.57257,3.15253
32,-1.28538,1.21865,4.53243
33,-0.637449,1.34968,3.3492
35,-0.436852,1.1266,2.76488
36,-3.38469,3.73508,16.7251
37,-0.471972,1.59263,2.76285
38,-1.32072,1.51843,8.02935
39,-0.305738,0.893783,1.71243
40,-1.1799,1.392,8.84483
