track_id,X,Y,Z
0,-0.113959,1.09084,0.337098
1,-0.121215,1.07991,0.344287
2,-0.119149,1.08699,0.336719
3,-0.117647,1.08601,0.340084
4,-0.112481,1.08587,0.334134
5,-0.11909,1.07924,0.337893
6,-0.116823,1.0809,0.335925
7,-0.114845,1.06779,0.351047
8,-0.114127,1.08424,0.334228
9,-0.127155,1.12848,0.311227
10,-0.110695,1.09059,0.336036
11,-0.110955,1.08642,0.335601
12,-0.121483,1.08313,0.341701
13,-0.754539,-6.50136,5.08344
14,-0.112055,1.0903,0.339274
15,-0.120281,1.08207,0.338538
16,-0.120115,1.07269,0.343057
17,-0.114774,1.0844,0.33512
18,-0.108915,1.08894,0.336272
19,-0.118418,1.07552,0.341507
20,-0.11233,1.09069,0.333602
21,-0.119285,1.08726,0.340414
23,-0.125632,1.06453,0.345296
28,-0.120926,1.08661,0.338633
32,0.0443743,0.665175,0.651663
40,-0.116863,1.06366,0.353427
45,-0.116804,1.06273,0.351352
48,-0.113357,-0.0441174,1.24586
53,-0.245118,-0.281815,1.40713
54,-0.116715,1.0708,0.345739
55,-0.114935,1.04403,0.366627
56,-0.116392,1.04276,0.368059
