track_id,X,Y,Z
0,-0.237886,-0.0828075,5.18769
1,0.366364,0.658324,5.26386
2,-0.0290909,0.862328,5.1957
3,-0.0879554,0.00846697,0.204199
4,-0.06829,0.0125869,0.243729
5,-2.04621,-0.116114,4.95265
6,-0.0551923,-0.00945403,0.311942
7,-0.0743392,0.0171316,0.251074
8,0.00876019,0.0443288,0.374999
9,0.0208226,0.00543744,0.382345
10,-0.0800487,0.0129745,0.230013
11,-0.0353334,0.0111829,0.304163
12,-0.0902983,0.0170159,0.283672
13,-0.0839639,-0.0187433,0.278163
14,-0.121951,-0.00982976,0.529917
15,-0.0258072,0.0141632,0.33707
16,0.0229489,-0.0125473,0.401854
17,-1.10212,-1.04341,31.4355
18,-0.041363,0.0336946,0.276876
19,-0.0291748,0.0341758,0.298739
20,-0.0179035,0.00516141,0.240315
21,-0.086397,0.00278957,0.214152
22,-0.0260532,-0.0290559,0.358463
23,-0.0422279,0.00704605,0.165591
24,-0.0430114,3.48063e-05,0.178121
25,-0.0914033,-0.00882465,0.238043
26,-0.0241396,0.0460442,0.321928
27,-0.0533323,0.0255545,0.295599
28,0.00747248,0.0455566,0.445021
29,-0.115957,-0.046329,0.621375
30,-0.138115,0.0265673,0.665657
31,-0.00366139,-0.02002,0.378071
32,-0.0807491,0.013349,0.195192
33,-0.778752,0.234863,7.68823
39,-0.0337664,-0.00576929,0.0911696
41,-0.185545,-0.153899,2.07567
42,-0.210989,-0.177309,1.87709
46,-0.0375293,-0.00349979,-0.0298352
50,-0.143466,-0.0103956,0.555248
53,-0.0155221,-0.00223698,0.123994
71,-0.026686,0.0117452,0.321898
73,-0.0228573,-0.0037164,0.157077
76,-0.637707,0.204396,3.50738
77,-0.0333833,0.00442433,0.0891547
78,0.0230532,0.00928126,0.377241
79,-0.0802554,0.0234428,0.215499
80,-0.00035227,0.0295561,0.215979
81,-1.2691,-0.0160537,4.39555
82,-0.0439905,0.00667465,0.150584
83,0.000812906,0.0701051,0.367937
84,-0.0146733,0.00966657,0.854985
85,-0.0712442,-0.0041551,0.196807
86,-0.0609721,0.0179,0.262706
87,-0.125776,-0.0273975,0.575181
