track_id,X,Y,Z
0,16.4474,2.62884,-55.1735
1,-0.869736,0.421803,15.4572
2,0.880311,0.193797,-3.36828
3,1.08025,-0.319445,-4.46187
4,0.57728,-0.364399,-3.87311
5,0.694365,0.0947762,-3.31061
6,0.477022,0.172379,-3.22645
7,0.0159554,-0.0502155,-3.34939
8,0.110161,0.249899,-3.12229
9,0.347172,0.0538738,-3.43891
10,1.19109,-0.173399,-4.12482
11,0.0769295,-0.422084,-3.69092
12,-10.4404,5.25988,85.632
13,0.800789,0.652844,-11.8714
14,0.228232,-0.0490631,-1.2563
15,0.10992,0.0797736,-3.09812
16,1.08441,-0.0211014,-3.41295
17,2.72678,-0.741252,-11.6129
18,0.285933,-0.379378,-3.67291
19,1.48911,-0.0615773,-3.59628
20,0.491024,-0.112567,-3.70782
21,0.977089,-0.18002,-4.15332
22,0.186173,0.0327455,-1.33279
23,-1.5859,0.496512,7.45989
24,0.267506,0.00987603,-1.19068
25,0.740916,0.123729,-2.15621
26,0.0,0.0,0.0
52,0.794246,-0.211814,-7.49607
53,0.904645,-0.107599,-3.88385
56,0.996591,0.169138,-3.67865
