track_id,X,Y,Z
0,-0.872403,1.42943,3.13396
1,-0.905025,1.1809,3.39303
2,-0.897983,1.30868,3.23493
3,-0.742813,1.51484,2.97607
4,-0.81196,1.41555,3.21374
5,-0.725717,1.17135,3.46418
6,-0.90317,1.02129,3.55761
7,-0.646575,1.4697,3.13961
8,-0.494318,1.46841,3.08724
9,-0.512446,0.667175,2.86016
10,-0.975776,1.26855,3.9122
11,-0.635149,0.927076,2.57383
12,-0.602463,1.54365,2.95524
13,-0.549709,1.6177,2.85376
14,-1.07858,1.47191,6.20895
15,-0.483656,0.888865,3.0325
16,-0.516555,1.54487,2.97665
17,-0.739358,1.15476,4.38709
18,-0.601069,1.34586,2.84948
19,-0.488362,1.34089,3.35117
20,-0.955321,0.713435,3.67921
21,-0.732951,0.939244,3.74577
22,-0.711163,0.695744,3.56104
23,-0.641749,1.57855,2.86689
24,-0.363503,0.730275,3.02713
27,-0.833749,1.53542,3.12777
32,-1.09854,1.16861,3.95421
33,-0.639432,1.31993,3.31254
35,-0.416545,1.11881,2.64806
36,-2.15193,2.60795,10.4691
37,-0.486793,1.57375,2.83982
38,-2.35271,2.68521,14.1379
39,-0.221166,0.607257,1.08174
40,-1.88536,2.28963,14.317
