track_id,X,Y,Z
0,-0.917651,1.61067,2.95118
1,-0.7365,1.75488,2.88124
2,-0.95329,0.841849,2.92686
3,-0.823938,1.58132,2.82324
4,-0.953944,1.21776,3.02796
5,-0.715911,1.4407,3.03328
6,-0.691117,1.76168,2.95656
7,-0.504562,0.962481,3.09391
8,-0.434748,0.925183,3.14249
9,-0.807621,0.977515,3.0482
10,-0.339112,0.717947,3.20813
11,-0.292069,0.570273,3.14961
12,-0.657566,1.01615,2.65224
13,-0.650406,0.365352,2.90355
14,-0.536869,0.425209,2.99585
15,-0.799837,1.60443,3.01382
16,-0.941924,1.06033,3.02804
17,-0.647145,1.40525,3.07069
18,-0.661375,1.58631,3.04726
19,-0.695825,1.67177,2.98681
20,-0.909103,0.674092,2.92148
21,-0.344941,0.4818,3.16182
22,-0.496757,0.867395,3.10129
23,-0.871595,0.500844,2.86167
24,-0.786608,0.271985,2.73856
25,-1.09086,1.40357,3.54486
26,-0.371288,0.610285,3.53072
27,-0.724296,0.283764,2.80425
28,-0.837061,1.48961,3.0479
29,-0.607944,1.26055,3.13099
30,-0.703821,0.46635,2.97268
31,-0.559827,0.789877,3.10359
32,-0.753487,1.41605,2.9097
33,-0.630392,1.0786,3.09847
35,-0.669374,1.09314,3.11858
36,-0.359767,0.57182,3.03867
37,-0.53054,1.0801,2.07946
38,-0.966122,1.35795,3.03142
40,0.173395,2.6652,0.838925
41,-0.952731,0.897634,2.86036
42,-6.41054,-5.63592,12.8703
52,-0.794393,0.140984,2.89744
58,0.157765,2.2974,1.24587
59,-0.525186,0.372735,3.02755
61,-0.811213,0.929665,3.14211
62,-1.28515,0.810121,4.27448
64,-1.55857,0.676648,5.2259
66,-0.606289,1.57832,2.80245
67,-0.645382,1.26593,3.12487
68,-0.34937,0.917239,3.18782
70,-0.502994,0.971382,3.19861
71,-0.427197,0.412539,3.04837
73,-0.786078,0.545114,3.37522
74,-0.827134,0.26093,2.77212
75,-0.906044,1.2747,2.90306
77,-0.519612,1.15295,3.14702
78,-0.530559,0.680043,3.06601
80,-0.389259,0.678138,3.08493
