track_id,X,Y,Z
0,-0.00202636,-0.0089405,0.00549655
1,-0.00202633,-0.00894061,0.00549647
2,-0.00202604,-0.0089404,0.00549633
3,-0.00202589,-0.00894055,0.00549657
4,-0.00202661,-0.00894071,0.00549698
5,-0.00202602,-0.00894033,0.00549668
6,-0.00202685,-0.00894068,0.00549701
7,-0.00202611,-0.00894053,0.00549664
8,-0.00202641,-0.00893998,0.00549653
9,-0.0346877,0.00375633,0.132684
10,-0.00202591,-0.00894084,0.0054963
11,-0.00202559,-0.00894031,0.00549626
12,-0.00202674,-0.00894044,0.00549706
13,-0.00202587,-0.00894015,0.00549682
14,-0.00202457,-0.00894068,0.00549631
15,-0.00202699,-0.00894051,0.0054973
16,-0.00202543,-0.00894078,0.00549592
17,-0.0020271,-0.00894036,0.0054969
18,-0.00202436,-0.00894058,0.0054962
19,-0.00202616,-0.0089405,0.00549635
20,-0.00202526,-0.0089403,0.00549671
21,-0.00202547,-0.00894011,0.00549691
22,-0.00202495,-0.00894014,0.00549631
23,-0.0020252,-0.00894057,0.00549657
24,-0.00202575,-0.00894076,0.00549623
25,-0.00202621,-0.00894078,0.00549658
26,-0.00202492,-0.00894061,0.0054964
27,-0.00202539,-0.00894055,0.00549644
28,-0.0020267,-0.0089406,0.00549682
29,-0.00202705,-0.00894024,0.00549699
30,-0.00202549,-0.00894067,0.00549611
31,-0.00202646,-0.00894032,0.00549656
32,-0.00202615,-0.0089401,0.00549657
33,-0.00202632,-0.00894022,0.00549692
34,-0.00202578,-0.00894019,0.00549831
35,-0.126455,0.0164156,1.5153
36,-0.0463704,0.00612677,0.129708
37,-0.00202661,-0.00893993,0.00549659
38,-0.00202672,-0.00894081,0.00549653
39,-0.00202572,-0.00894035,0.00549672
40,-0.00202484,-0.00894049,0.00549616
41,-0.00202559,-0.0089401,0.00549665
42,-0.00202478,-0.00894019,0.00549682
43,-0.00202451,-0.00894038,0.00549669
44,-0.00202522,-0.00894074,0.00549603
45,-0.00202463,-0.00894036,0.00549669
46,-0.00202695,-0.00894003,0.00549682
47,-0.00202669,-0.00894014,0.00549708
50,-0.0020247,-0.0089406,0.00549652
51,-0.00202553,-0.00894026,0.00549682
53,-0.00202592,-0.00894015,0.0054962
61,-0.00202573,-0.00894054,0.00549676
62,-0.00202652,-0.00894018,0.00549705
65,-0.00202519,-0.0089401,0.00549693
76,-0.00202677,-0.00894029,0.0054971
80,-0.00202629,-0.00894055,0.00549616
81,0.249035,-0.131145,-1.50555
83,-0.00202539,-0.00894067,0.00549651
84,-0.00202629,-0.00894037,0.00549696
86,-0.00202698,-0.00893998,0.00549725
87,-0.00202584,-0.0089404,0.00549752
88,-0.00202648,-0.00893994,0.00549702
91,-0.00202568,-0.00894006,0.0054969
93,-0.00202624,-0.00893999,0.00549692
94,-0.00202614,-0.00894059,0.00549703
95,-0.00193636,-0.00897945,0.00507504
97,-0.00202597,-0.00894026,0.00549832
98,-0.0020256,-0.00894077,0.00549655
100,-0.00202566,-0.00894056,0.00549665
101,-0.00202712,-0.00894029,0.0054975
102,-5.03763,2.80962,39.3818
103,-0.00202615,-0.00894006,0.00549702
105,-0.00202457,-0.00894066,0.00549659
106,-0.00203802,-0.00892382,0.00565063
107,-0.00202447,-0.00894061,0.00549622
108,-0.002027,-0.0089402,0.00549776
109,-0.00202691,-0.00894039,0.00549723
110,-0.00202652,-0.00894068,0.00549705
111,-0.00202696,-0.0089402,0.00549627
112,-0.00202664,-0.00894086,0.00549712
113,-0.00202682,-0.00894088,0.00549727
114,-0.00202521,-0.00894041,0.00549666
115,-0.00202644,-0.00894034,0.00549698
