track_id,X,Y,Z
0,-0.281426,0.487476,0.890981
1,-0.217978,0.517418,0.84661
2,-0.298251,0.259058,0.896611
3,-0.243688,0.463894,0.826876
4,-0.297698,0.377283,0.936564
5,-0.21325,0.436722,0.921704
6,-0.205598,0.525447,0.881617
7,-0.15194,0.298901,0.963648
8,-0.12666,0.284117,0.966453
9,-0.250894,0.304383,0.949514
10,-0.102648,0.225645,1.00945
11,-0.0908139,0.178349,0.986095
12,-0.191007,0.290058,0.75609
13,-0.210338,0.115651,0.925108
14,-0.169482,0.134517,0.947276
15,-0.24424,0.486815,0.915178
16,-0.295018,0.330515,0.944305
17,-0.192829,0.426288,0.933121
18,-0.196588,0.47899,0.921223
19,-0.206705,0.50106,0.895885
20,-0.284323,0.21185,0.915864
21,-0.112901,0.153931,1.01153
22,-0.149409,0.26713,0.956679
23,-0.274597,0.158519,0.901952
24,-0.249735,0.0864059,0.867337
25,-0.373674,0.482936,1.22499
26,-0.130849,0.203831,1.20103
27,-0.231656,0.0905299,0.891613
28,-0.25746,0.456655,0.933208
29,-0.182287,0.386205,0.961164
30,-0.227187,0.147667,0.948576
31,-0.173384,0.246296,0.969104
32,-0.225293,0.420271,0.864222
33,-0.193692,0.328952,0.943869
35,-0.205108,0.337059,0.967404
36,-0.11424,0.172741,0.949795
37,-0.134499,0.274431,0.525644
38,-0.302013,0.419396,0.937951
40,0.0580235,0.551054,0.0836162
41,-0.292691,0.273677,0.871171
42,2.6562,1.8145,-5.82654
45,-1.4896,-0.587876,4.06132
48,-0.390518,0.243606,1.15794
52,-0.288322,0.0243175,1.01214
58,0.0657757,0.492334,0.201026
59,-0.174078,0.11906,0.968739
61,-0.267703,0.30761,0.947203
62,-0.54118,0.348534,1.82893
64,-0.892772,0.399272,3.09107
66,-0.177137,0.452329,0.797044
67,-0.217344,0.344522,1.22236
68,-0.101628,0.28389,0.977942
70,-0.148163,0.30442,0.98056
71,-0.142981,0.128498,0.980069
73,-0.271923,0.186688,1.15923
74,-0.26496,0.0823382,0.8901
75,-0.270523,0.381931,0.874079
77,-0.152289,0.354001,0.96067
80,-0.124675,0.208705,0.97512
81,-0.216934,-0.13439,0.791734
82,-0.22449,0.191378,0.927564
83,-0.274909,0.484261,0.901761
