track_id,X,Y,Z
0,0.0159183,-0.148174,1.1225
1,-0.156895,-0.249254,1.02493
2,-0.0178983,-0.251152,1.11185
3,0.242533,-0.134221,1.16516
4,0.136286,-0.159199,1.16969
5,-0.181424,-0.201032,1.00942
6,0.112386,-0.299384,1.13825
7,0.00279309,-0.111957,0.662051
8,-0.0970018,-0.103826,1.09743
9,0.050315,-0.441148,1.58757
10,0.124963,-2.29735,11.181
11,-0.101374,-0.282491,1.07258
12,0.069339,-0.131686,0.733354
13,0.229694,-0.288028,1.15348
14,-0.0217838,-0.152982,0.856893
15,0.0387295,-0.131257,1.14738
16,-0.0275768,-0.115389,1.12222
17,-0.146849,-0.193131,1.03995
18,0.0810755,-0.149114,1.15481
19,0.27147,-0.236715,1.14789
20,0.0956975,-0.222067,0.994931
21,-0.114543,-0.222696,1.06393
22,-0.125729,-0.148851,1.0725
23,0.0482167,-0.309094,1.12961
24,-0.0457988,-0.177995,0.825824
25,0.121332,-0.196674,1.15162
26,0.291546,-0.521551,2.98803
27,0.00654285,-0.0970711,1.15259
28,0.15947,-0.187389,1.11681
29,-0.134578,-0.0953088,1.07521
30,-0.210131,-0.164567,0.990375
31,-0.179358,-0.151149,1.01774
32,0.0629484,-0.232063,1.05221
33,0.213502,-0.235475,1.15525
34,0.196587,-0.14683,1.19322
35,-0.0482715,-0.0804666,1.12406
36,0.00267026,-0.270656,1.9472
37,-0.0596018,-0.134543,1.09587
38,0.318213,-0.237366,1.15359
39,-0.183616,-0.113657,1.02947
40,-9.16592e-05,-0.19326,1.11611
43,0.169429,-0.229205,0.945075
44,0.176443,-0.317588,1.16815
45,-0.107322,-0.168767,0.694366
46,-0.116622,-0.172933,0.810553
48,0.134971,-0.358545,1.15351
49,-0.00179835,-0.328907,1.10245
50,0.0640385,-0.355548,1.13427
51,-0.189815,-0.269986,0.985143
54,0.222486,-0.319625,1.16262
55,-0.116978,-0.232646,1.03642
57,0.644763,-0.728865,2.8185
