track_id,X,Y,Z
0,-2.05167,-0.16717,8.60144
1,-0.462328,0.209974,8.18999
2,-2.07388,-0.365245,7.94062
3,-2.0146,0.619609,8.29594
4,-1.28686,0.743085,8.36816
5,-1.70923,-0.16053,8.05676
6,-1.20817,-0.354393,8.1008
7,-0.0648278,0.105878,8.17621
8,-0.301722,-0.559345,8.08581
9,-0.807061,-0.0719215,8.15301
10,-2.36357,0.394289,8.12776
11,-0.2033,0.82252,8.27772
12,-1.1454,0.699501,9.8099
13,-0.673698,-0.399888,9.42368
14,-1.11634,0.189666,6.29054
15,-0.282362,-0.152372,8.03988
16,-2.53945,0.108412,7.87136
17,-1.53744,0.566296,8.31004
18,-0.663521,0.775704,8.2913
19,-3.1493,0.189244,7.57873
20,-1.10715,0.269778,8.27586
21,-1.93129,0.393703,8.22297
22,-0.871,-0.151329,6.45787
23,-2.40046,0.877219,10.9814
24,-1.34274,-0.0653422,6.12836
25,-2.45814,-0.39804,7.09573
26,-1.54255,-0.208715,9.38292
27,-4.10396,-0.615976,9.55826
29,-1.46301,0.401438,9.8475
31,-3.32852,-0.626344,11.4234
32,-1.60968,-0.296016,6.89993
33,-0.754262,-0.491723,6.93092
34,-3.09336,-0.240456,7.92242
36,7.79566,-0.299322,-3.05765
48,-1.33737,0.777475,8.41272
52,-1.01973,0.264673,9.14131
53,-1.93667,0.214463,8.24403
54,-0.697905,-0.386912,8.14085
