track_id,X,Y,Z
0,0.00904771,-0.0701497,0.527942
1,-0.0700661,-0.116947,0.470928
2,-0.00648734,-0.117963,0.519482
3,0.114337,-0.0613114,0.550031
4,0.0638114,-0.0735129,0.547748
5,-0.0816348,-0.0960244,0.470003
6,0.0523909,-0.138061,0.526366
7,0.111715,-0.0817658,0.543988
8,-0.0448374,-0.0496513,0.509799
9,0.0242656,-0.211543,0.759446
10,-0.093477,-0.103383,0.453492
11,-0.0452993,-0.131214,0.490897
12,0.0312725,-0.0597883,0.329264
13,-0.00281098,-0.0722899,0.28708
14,-0.00859956,-0.0711569,0.388808
15,0.0180485,-0.0607559,0.534377
16,-0.0126583,-0.0543183,0.523224
17,0.56118,-1.4836,8.66772
18,0.0378648,-0.069004,0.539886
19,0.104895,-0.102409,0.490903
20,0.0449172,-0.101322,0.45776
21,-0.0511163,-0.105649,0.497453
22,-0.0577547,-0.0704761,0.494657
23,0.0229246,-0.143191,0.521504
24,-0.0187467,-0.0814064,0.375729
25,0.055341,-0.090734,0.533197
26,-0.0266723,-0.0938512,0.513294
27,0.00321876,-0.0450307,0.538812
28,0.0734523,-0.0867456,0.517157
29,-0.0621446,-0.0447255,0.497331
30,-0.0938486,-0.102661,0.596864
31,-0.0810984,-0.0734039,0.478821
32,0.0299215,-0.107976,0.485473
33,0.0982247,-0.108119,0.535858
34,0.0916592,-0.0672019,0.559567
35,-0.0222804,-0.0371392,0.525623
36,-0.0527592,-0.0730166,0.486847
37,-0.0271618,-0.0634859,0.508847
38,0.0326286,-0.0666832,0.31932
39,-0.0844686,-0.0547009,0.47597
40,0.00158326,-0.0910217,0.521805
43,0.0769648,-0.102346,0.431237
44,0.0817234,-0.146377,0.542091
45,-0.00229643,-0.129788,0.512155
46,-0.0493973,-0.0798872,0.3743
48,0.0448788,-0.138283,0.484027
49,0.00165912,-0.154666,0.510726
50,0.0312126,-0.16633,0.52695
51,-0.0835341,-0.128758,0.460739
54,0.0997998,-0.147401,0.530147
55,-0.0506515,-0.112255,0.493434
57,0.379658,-0.421117,1.6734
59,-0.0727746,-0.176406,0.582447
60,-0.0600308,-0.0729876,0.62267
61,-0.0308552,-0.0657163,0.639329
