nube1,tamaño_nube1,nube2,tamaño_nube2,matcheos,label,rmse,radio,giros
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_0_6.ply, 31, 31, True, 3.462196943855079e-16, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_1_7.ply, 30, 22, True, 0.03844690246727094, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_2_8.ply, 31, 19, True, 0.17411251010873255, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_3_9.ply, 28, 24, True, 0.031079921636471153, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_4_10.ply, 33, 28, True, 0.09659658608476503, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_5_11.ply, 29, 21, True, 0.07900183295903344, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_6_12.ply, 30, 24, True, 0.04212215944220313, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_7_13.ply, 23, 19, True, 0.026445966179788588, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_8_14.ply, 27, 20, True, 0.033802491358587296, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_9_15.ply, 22, 17, True, 0.2557062360212939, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_10_16.ply, 21, 18, True, 0.05874025477060914, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_11_17.ply, 21, 17, True, 0.07563212081298917, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_12_18.ply, 23, 18, True, 0.03877466095426799, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_13_19.ply, 25, 18, True, 0.09595163140720293, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_14_20.ply, 26, 19, True, 0.10437407184689865, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_15_21.ply, 25, 17, True, 0.06331476087927905, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_16_22.ply, 24, 18, True, 0.12735234271227136, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_17_23.ply, 25, 15, True, 0.14920050149642716, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_18_24.ply, 27, 16, True, 0.22335568393973143, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_0_7.ply, 34, 30, True, 0.14654589742572913, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_1_8.ply, 32, 25, True, 0.2544663047580029, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_2_9.ply, 26, 19, True, 0.14315780558264668, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_3_10.ply, 29, 25, True, 0.04771668982270091, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_4_11.ply, 28, 21, True, 0.08122960237066518, 0.8, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_5_12.ply, 29, 23, True, 0.03457686943356501, 0.8, 8.0
