,nube1,tamaño_nube1,nube2,tamaño_nube2,matcheos,label,rmse,radio,giros
0,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_0_6.ply,30,30,True,3.129783815525473e-16,0.9,8.0
1,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_1_7.ply,28,23,True,0.08326346956233745,0.9,8.0
2,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_2_8.ply,30,22,True,0.23273397048201233,0.9,8.0
3,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_3_9.ply,26,23,True,0.10880586176463433,0.9,8.0
4,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_4_10.ply,30,23,True,0.04118251032769321,0.9,8.0
5,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_5_11.ply,29,21,True,0.06230297409298641,0.9,8.0
6,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_6_12.ply,30,24,True,0.09071898507402487,0.9,8.0
7,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_7_13.ply,25,19,True,0.043394518613900236,0.9,8.0
8,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_8_14.ply,30,22,True,0.08228049833269445,0.9,8.0
9,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_9_15.ply,21,17,True,0.31010417305294213,0.9,8.0
10,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_10_16.ply,23,19,True,0.08245844929508579,0.9,8.0
11,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_11_17.ply,24,20,True,0.09819573032464657,0.9,8.0
12,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_12_18.ply,22,18,True,0.06495989505879403,0.9,8.0
13,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_13_19.ply,25,19,True,0.11778998628253315,0.9,8.0
14,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_14_20.ply,26,20,True,0.22482543960648085,0.9,8.0
15,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_15_21.ply,24,19,True,0.07545154468428691,0.9,8.0
16,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_16_22.ply,24,21,True,0.13131465574520565,0.9,8.0
17,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_17_23.ply,25,18,True,0.24610641423231705,0.9,8.0
18,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_18_24.ply,27,17,True,0.5480306540890802,0.9,8.0
19,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_0_7.ply,33,28,True,0.08694884042596733,0.9,8.0
20,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_124116_mod4_0_6.ply,26,15,False,0.42404808461696186,0.9,8.0
21,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_124116_mod4_1_7.ply,31,21,False,0.1453098440810927,0.9,8.0
22,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_124116_mod4_2_8.ply,25,16,False,0.2595914283393886,0.9,8.0
23,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_124116_mod4_3_9.ply,30,17,False,0.1749422030835625,0.9,8.0
24,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_124116_mod4_4_10.ply,27,15,False,0.4317365471264553,0.9,8.0
25,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_124116_mod4_5_11.ply,30,18,False,0.16721152045462123,0.9,8.0
