nube1,tamaño_nube1,nube2,tamaño_nube2,matcheos,label,rmse,radio,giros
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_0_6.ply, 31, 31, True, 4.0313825487879936e-16, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_1_7.ply, 30, 22, True, 0.038446902467270845, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_2_8.ply, 31, 16, True, 0.1419314513630243, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_3_9.ply, 28, 24, True, 0.031079921636471112, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_4_10.ply, 33, 25, True, 0.08727345572155482, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_5_11.ply, 29, 19, True, 0.05940274476256608, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_6_12.ply, 30, 24, True, 0.0547127020880677, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_7_13.ply, 23, 19, True, 0.0264459661797886, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_8_14.ply, 27, 20, True, 0.033802491358587226, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_9_15.ply, 22, 11, True, 0.19615329295557246, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_10_16.ply, 21, 17, True, 0.03823718529838553, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_11_17.ply, 21, 15, True, 0.038590140199242694, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_12_18.ply, 23, 17, True, 0.030793154690392607, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_13_19.ply, 25, 16, True, 0.046161946486965526, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_14_20.ply, 26, 14, True, 0.0823679915515819, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_15_21.ply, 25, 14, True, 0.059284843078244776, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_16_22.ply, 24, 15, True, 0.06322359768280013, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_17_23.ply, 25, 13, True, 0.13170761703672132, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_18_24.ply, 27, 13, True, 0.15881440363523494, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_0_7.ply, 34, 25, True, 0.11136099155994858, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_1_8.ply, 32, 21, True, 0.17740528655369703, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_2_9.ply, 26, 14, True, 0.09076056767788433, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_3_10.ply, 29, 25, True, 0.049562039666483364, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_4_11.ply, 28, 21, True, 0.0651552631789167, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_5_12.ply, 29, 23, True, 0.02724467456933989, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_6_13.ply, 25, 10, True, 0.08810450062694627, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_7_14.ply, 24, 19, True, 0.02405683330805183, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_8_15.ply, 23, 18, True, 0.026737305722962266, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_101324_mod4_9_16.ply, 20, 12, True, 0.0706137864433392, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_0_6.ply, 28, 12, False, 0.06890282082404903, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_1_7.ply, 29, 17, False, 0.16613133690255705, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_2_8.ply, 26, 10, False, 0.11242956678546516, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_3_9.ply, 27, 13, False, 0.06740444755253458, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_4_10.ply, 26, 11, False, 0.18181700768234066, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_5_11.ply, 29, 14, False, 0.13066975944961032, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_6_12.ply, 32, 10, False, 0.14895459721275003, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_8_14.ply, 31, 12, False, 0.15540683622150597, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_9_15.ply, 26, 15, False, 0.07103017245005411, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_11_17.ply, 22, 9, False, 0.05338008775099052, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_12_18.ply, 20, 11, False, 0.07514775424231258, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_13_19.ply, 22, 9, False, 0.06802791054221663, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_14_20.ply, 14, 7, False, 0.06087022438585857, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_15_21.ply, 18, 8, False, 0.05287303368642592, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_16_22.ply, 13, 8, False, 0.024553106699938165, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_17_23.ply, 14, 9, False, 0.08862755107959033, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_18_24.ply, 14, 7, False, 0.06471730210471825, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_1_8.ply, 23, 12, False, 0.06792576013514812, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_2_9.ply, 27, 11, False, 0.057843034669181996, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_3_10.ply, 27, 11, False, 0.06405033402028888, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_4_11.ply, 25, 12, False, 0.07531342501895529, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_5_12.ply, 29, 12, False, 0.09966365540519043, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_7_14.ply, 29, 13, False, 0.09148911978256156, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_9_16.ply, 22, 10, False, 0.043479520831834734, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_11_18.ply, 19, 8, False, 0.05149684511852075, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_12_19.ply, 18, 9, False, 0.06027519354987759, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_13_20.ply, 17, 9, False, 0.05688105510711961, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_14_21.ply, 18, 8, False, 0.021338974296914868, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_124116_mod4_16_23.ply, 12, 8, False, 0.17176222545256012, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_131129_mod4_0_6.ply, 17, 9, False, 0.03501490803533002, 0.6, 8.0
VID_20220217_101324_mod4_0_6.ply, 31, VID_20220217_131129_mod4_1_7.ply, 16, 9, False, 0.22564055449075013, 0.6, 8.0
