,nube1,tamaño_nube1,nube2,tamaño_nube2,matcheos,label,rmse,radio,giros
0,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_0_6.ply,30,30,True,2.3558227838170797e-16,1.0,8.0
1,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_1_7.ply,28,24,True,0.13472567976018338,1.0,8.0
2,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_2_8.ply,30,26,True,0.224907622381158,1.0,8.0
3,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_3_9.ply,26,25,True,0.11143888916121253,1.0,8.0
4,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_4_10.ply,30,28,True,0.11140407545711237,1.0,8.0
5,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_5_11.ply,29,22,True,0.12478019723368385,1.0,8.0
6,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_6_12.ply,30,27,True,0.1014720149923381,1.0,8.0
7,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_7_13.ply,25,23,True,0.08071626916363533,1.0,8.0
8,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_8_14.ply,30,24,True,0.10414802995107386,1.0,8.0
9,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_9_15.ply,21,19,True,0.36242202213042507,1.0,8.0
10,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_10_16.ply,23,22,True,0.0932533038909695,1.0,8.0
11,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_11_17.ply,24,23,True,0.10499491149056915,1.0,8.0
12,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_12_18.ply,22,21,True,0.09996140465335411,1.0,8.0
13,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_13_19.ply,25,23,True,0.1138596209778935,1.0,8.0
14,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_14_20.ply,26,22,True,0.2730474224023498,1.0,8.0
15,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_15_21.ply,24,21,True,0.08905801068736928,1.0,8.0
16,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_16_22.ply,24,24,True,0.15938008081142022,1.0,8.0
17,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_17_23.ply,25,20,True,0.21042513764511697,1.0,8.0
18,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_18_24.ply,27,19,True,0.491629942982359,1.0,8.0
19,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_101324_mod4_0_7.ply,33,29,True,0.1618597966780075,1.0,8.0
20,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_124116_mod4_0_6.ply,26,18,False,0.48061408256134547,1.0,8.0
21,VID_20220217_101324_mod4_0_6.ply,30,VID_20220217_124116_mod4_1_7.ply,31,20,False,0.11991657312034316,1.0,8.0
