track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
0,0,keypoint,0,0,0,VID_20220217_102701_F0.png,798,688,0,2.47293,3.00989,-nan,-nan,-1,-nan,-nan,NULL,NULL
0,1,keypoint,0,0,0,VID_20220217_102701_F3.png,733,682,0,0,0,311.151,2660.13,2022.61,257.801,2695.25,NULL,NULL
1,0,baya,-6.6535,-9.83815,52.7849,VID_20220217_102701_F0.png,769,267,24.8808,3.35333,3.68856,769.802,268.738,1.91422,786.104,291.23,NULL,NULL
1,1,baya,-6.6535,-9.83815,52.7849,VID_20220217_102701_F3.png,739,347,0,0,0,739.841,347.913,1.24166,732.672,372.087,NULL,NULL
2,0,baya,-5.88016,-8.28807,51.4865,VID_20220217_102701_F0.png,788,304,27.3377,0,0,787.991,305.153,1.15262,805.253,327.857,NULL,NULL
2,1,baya,-5.88016,-8.28807,51.4865,VID_20220217_102701_F3.png,748,401,0,0,0,749.194,401.59,1.33205,741.573,425.629,NULL,NULL
3,0,cal_1,-11.8827,-14.5054,53.9028,VID_20220217_102701_F0.png,622,146,0,0,0,624.81,150.175,5.03261,642.868,170.745,NULL,NULL
3,1,cal_1,-11.8827,-14.5054,53.9028,VID_20220217_102701_F3.png,610,200,0,0,0,612.562,203.29,4.17043,607.708,229.002,NULL,NULL
4,0,val_2,-15.7355,-14.3443,52.9425,VID_20220217_102701_F0.png,503,143,0,0,0,506.888,147.54,5.97745,528.328,165.779,NULL,1.96926
4,1,val_2,-15.7355,-14.3443,52.9425,VID_20220217_102701_F3.png,493,194,0,0,0,497.306,197.767,5.7214,494.303,224.046,NULL,1.96926
5,0,keypoint,-14.2842,-3.4223,50.5098,VID_20220217_102701_F0.png,526,438,0,2.57339,2.69356,529.036,438.764,3.13033,558.608,445.376,NULL,NULL
5,1,keypoint,-14.2842,-3.4223,50.5098,VID_20220217_102701_F3.png,519,467,0,0,0,521.752,467.492,2.79584,518.792,491.42,NULL,NULL
6,0,baya,0,0,0,VID_20220217_102701_F0.png,739,378,24.0832,3.01249,3.36092,-nan,-nan,-1,-nan,-nan,NULL,NULL
6,1,baya,0,0,0,VID_20220217_102701_F3.png,693,434,0,0,0,311.151,2660.13,2258.64,257.801,2695.25,NULL,NULL
7,0,baya,-5.93953,-5.17703,52.0802,VID_20220217_102701_F0.png,788,393,24.7357,0,0,788.24,393.401,0.467089,810.472,411.484,NULL,NULL
7,1,baya,-5.93953,-5.17703,52.0802,VID_20220217_102701_F3.png,745,453,0,0,0,745.51,453.235,0.561728,738.167,476.267,NULL,NULL
8,0,baya,0,0,0,VID_20220217_102701_F0.png,739,295,23.4333,0,0,-nan,-nan,-1,-nan,-nan,NULL,NULL
8,1,baya,0,0,0,VID_20220217_102701_F3.png,707,371,0,0,0,311.151,2660.13,2323.1,257.801,2695.25,NULL,NULL
9,0,baya,-2.19127,-8.5938,53.1266,VID_20220217_102701_F0.png,900,303,25.1827,2.74773,3.28577,900.059,304.027,1.02865,907.202,330.169,NULL,NULL
9,1,baya,-2.19127,-8.5938,53.1266,VID_20220217_102701_F3.png,855,391,0,0,0,855.093,391.293,0.307365,845.928,414.36,NULL,NULL
10,0,baya,0,0,0,VID_20220217_102701_F0.png,946,346,26.6852,3.46974,3.87648,-nan,-nan,-1,-nan,-nan,NULL,NULL
10,1,baya,0,0,0,VID_20220217_102701_F3.png,899,414,0,0,0,311.151,2660.13,2321.78,257.801,2695.25,NULL,NULL
11,0,val_2,-13.8325,-14.4113,53.4443,VID_20220217_102701_F0.png,562,145,0,0,0,565.868,149.391,5.8517,585.77,168.739,NULL,NULL
11,1,val_2,-13.8325,-14.4113,53.4443,VID_20220217_102701_F3.png,552,197,0,0,0,554.844,200.476,4.49136,550.916,226.474,NULL,NULL
12,0,val_1,-18.5724,-14.2332,52.3342,VID_20220217_102701_F0.png,413,141,0,0,0,418.321,146.068,7.34822,441.616,162.727,1.92973,NULL
12,1,val_1,-18.5724,-14.2332,52.3342,VID_20220217_102701_F3.png,406,188,0,0,0,411.724,192.23,7.11723,410.136,218.823,1.92973,NULL
13,0,baya,-1.55684,-9.95077,54.9793,VID_20220217_102701_F0.png,919,275,24.0853,2.25747,2.5559,919.918,276.464,1.7285,924.237,302.221,NULL,NULL
13,1,baya,-1.55684,-9.95077,54.9793,VID_20220217_102701_F3.png,885,342,0,0,0,884.085,342.373,0.987888,874.875,365.187,NULL,NULL
14,0,baya,-0.496421,-8.79052,54.11,VID_20220217_102701_F0.png,950,302,25.8191,0,0,949.321,303.03,1.23389,950.921,329.476,NULL,NULL
