track_id,X,Y,Z
1,-0.288978,-0.472373,2.01598
2,-0.0261572,-0.468543,1.82212
3,0.413225,-0.208946,1.9723
4,0.225964,-0.255399,1.9587
5,-0.334686,-0.386064,1.94348
6,0.187335,-0.516785,1.94539
7,0.394514,-0.290005,1.89289
8,-0.172206,-0.163671,1.89581
9,-0.0787209,-0.560567,1.94104
10,-0.410161,-0.418558,2.03828
11,-0.174332,-0.526861,1.94915
12,0.497818,-0.287502,1.95427
13,0.377575,-0.480481,1.96629
14,0.110896,-0.316612,1.90082
15,0.0644427,-0.211139,1.91562
16,-0.0455078,-0.189189,1.8683
17,-0.253255,-0.375576,1.86069
18,0.140355,-0.232269,1.9759
19,0.452854,-0.39363,1.93583
20,0.253886,-0.453908,1.8846
21,-0.187184,-0.43837,1.81378
22,-0.218674,-0.262717,1.85846
23,0.0811931,-0.539993,1.95641
24,0.0703144,-0.432014,1.87498
25,0.204043,-0.326982,1.91077
26,-0.0960206,-0.383157,1.7849
27,0.00647253,-0.133641,1.98454
28,0.286088,-0.317763,1.86511
29,-0.252965,-0.127104,1.96969
30,-0.414203,-0.293053,1.99419
31,-0.325711,-0.283935,1.88027
32,0.154433,-0.421481,1.91208
33,0.345167,-0.401242,1.89049
34,0.312055,-0.221209,1.92227
35,-0.0881405,-0.103498,1.97681
36,-0.18836,-0.308691,1.7756
37,-0.0931305,-0.250542,1.78424
38,0.556131,-0.364114,2.05502
39,-0.352427,-0.186441,1.96571
40,0.005366,-0.361714,1.80425
41,0.304936,-0.18389,2.02799
43,0.474597,-0.454888,2.05639
44,0.276034,-0.514367,1.99141
45,-0.00835847,-0.511225,1.906
46,-0.10439,-0.457264,1.8739
48,0.214809,-0.554005,2.06915
49,0.00191725,-0.512923,2.09985
50,0.107411,-0.517562,2.14041
51,-0.380484,-0.411025,2.17783
54,0.370995,-0.43369,2.11338
55,-0.193691,-0.439459,1.92803
57,0.150786,-0.528634,2.04459
