track_id,X,Y,Z
3,-5.31656,0.788896,12.2406
4,-3.32553,0.821652,12.0324
6,-2.12787,-0.453954,11.9019
7,-3.70691,1.04201,12.3888
8,0.244327,1.8958,12.2644
9,0.675728,0.2319,11.987
10,-4.44198,0.838464,12.7496
11,-1.19419,0.255354,10.8744
12,-4.24781,0.933022,12.0958
13,-3.75258,-0.955505,12.2869
14,-3.58923,-0.316552,12.086
15,-0.900381,0.457033,11.4212
16,0.651583,-0.436291,11.754
17,-1.64956,-1.06246,11.7203
18,-1.58778,1.52497,11.074
19,-0.963533,1.24841,10.6309
20,-0.23233,0.153941,11.0592
21,-4.8122,0.211312,11.9826
22,-0.891105,-0.929315,12.681
23,-1.77781,0.72169,10.9962
24,-1.77954,-0.000585946,11.3239
25,-4.63044,-0.569477,11.9929
26,-0.863916,1.78134,11.3013
27,-2.11184,1.05772,11.5082
28,-0.0968194,1.56836,11.3091
29,-2.99643,-1.14373,12.0206
30,-3.40405,0.192318,11.68
31,-0.0933708,-0.798706,11.722
32,-4.85695,1.08449,11.9246
33,-2.58461,0.213394,11.6248
39,-0.904171,-0.872845,11.7843
41,-2.23725,-1.04264,12.4555
42,-2.61877,-1.07004,13.0168
46,-0.542023,-0.354092,11.5491
49,-0.0809934,-0.901229,12.3026
50,-4.14393,-0.192458,12.3812
51,-5.45045,0.420376,12.9267
53,0.988148,0.843586,12.7678
55,-4.54814,-0.661778,12.9386
66,6.35593,-5.11267,14.2612
71,-0.87496,0.433877,11.419
73,-0.0979172,-0.821274,11.7699
76,-3.69675,1.10743,12.3432
77,-0.845778,1.74534,11.1334
78,0.693123,0.237747,12.183
79,-4.78194,1.39129,13.3745
80,0.882629,1.63589,12.9599
81,-5.46877,0.900987,12.5226
82,-2.08582,1.06425,11.5047
83,-0.0531891,2.21255,13.2228
85,-4.4896,-0.496829,12.8523
86,-2.68058,0.844696,12.1234
89,-4.45828,1.18814,12.3995
90,-6.16144,-0.654594,13.4586
