track_id,X,Y,Z
1,-0.262781,-0.429786,1.83534
2,-0.024286,-0.425984,1.65978
3,0.374958,-0.191267,1.79363
4,0.206093,-0.232805,1.78678
5,-0.305203,-0.350937,1.77059
6,0.170494,-0.470567,1.77286
7,0.360164,-0.264333,1.72746
8,-0.157005,-0.149157,1.72689
9,-0.0717687,-0.510082,1.76864
10,-0.373436,-0.381137,1.85595
11,-0.158766,-0.480054,1.77437
12,0.454632,-0.259985,1.7842
13,0.343357,-0.437802,1.7909
14,0.101495,-0.287919,1.73322
15,0.0593103,-0.191343,1.74323
16,-0.0415524,-0.17256,1.70144
17,-0.230131,-0.341839,1.69506
18,0.126838,-0.211817,1.79746
19,0.412585,-0.357568,1.76308
20,0.231124,-0.414961,1.71431
21,-0.171136,-0.398967,1.64994
22,-0.198412,-0.239562,1.6897
23,0.0730155,-0.49317,1.77966
24,0.0637992,-0.39281,1.70745
25,0.18471,-0.297852,1.73848
26,-0.0872698,-0.349445,1.62472
27,0.00691896,-0.120893,1.81816
28,0.260565,-0.2892,1.69561
29,-0.229679,-0.115967,1.793
30,-0.377206,-0.26686,1.81721
31,-0.29694,-0.258101,1.71419
32,0.140901,-0.383761,1.74443
33,0.314671,-0.36562,1.72325
34,0.284498,-0.201361,1.75115
35,-0.0791756,-0.0952261,1.78396
36,-0.171458,-0.281761,1.61868
37,-0.0849319,-0.227766,1.62513
38,0.507822,-0.332426,1.87353
39,-0.322031,-0.170648,1.79069
40,0.00534903,-0.329715,1.64216
41,0.277737,-0.16723,1.84715
43,0.431201,-0.41394,1.87226
44,0.250457,-0.468173,1.81236
45,-0.00820305,-0.46763,1.73271
46,-0.0951003,-0.417055,1.70499
48,0.197568,-0.499212,1.8961
49,0.00240087,-0.462922,1.91989
50,0.0974059,-0.470779,1.95266
51,-0.346542,-0.369061,1.98912
54,0.327885,-0.431854,1.87645
55,-0.176216,-0.402826,1.75151
57,0.138951,-0.469243,1.87989
