track_id,X,Y,Z
1,0.237188,-0.287398,3.60769
2,-0.288077,-0.65366,4.06136
3,1.52425,-0.955886,4.04731
4,-0.00596621,-0.568212,3.76572
5,0.225908,-0.427241,3.48492
7,0.656334,-0.203464,3.08224
8,1.01053,-0.546159,3.16095
9,1.66754,-0.410269,3.89599
10,1.27245,-0.924346,3.73479
11,0.483808,-0.260428,3.31284
12,0.854697,-0.639804,3.12518
13,1.13642,-0.231165,3.42446
14,1.2066,-0.310625,3.13036
15,-0.211965,-0.0961186,3.53707
16,-0.380232,-0.00517164,3.88209
17,-0.0358091,-1.09411,3.94507
18,0.0424663,-0.241208,3.66659
19,0.354156,-0.63111,2.94779
20,1.42949,-0.548715,3.38817
21,0.928687,-0.204983,3.31508
22,-0.13767,-0.388963,3.47712
23,0.560841,-0.306468,2.92169
24,-0.0709515,0.00209814,3.74365
25,-0.309323,-0.946018,4.40251
26,0.687485,-0.429612,3.00303
27,-0.132107,-0.892698,3.73066
28,1.04557,-0.33511,3.22934
29,0.798625,-0.272169,3.04844
30,1.20603,-0.673049,3.22986
31,0.823007,-0.41377,2.84661
32,1.49772,-0.719593,3.47695
33,-0.149806,-0.854316,3.88634
34,0.0966395,-0.0981264,3.86772
35,-0.353518,-0.409455,4.3211
36,1.00788,-0.850186,3.4723
37,0.497604,-0.503997,3.23008
38,0.702465,-0.621224,3.11029
39,0.231971,-0.89013,3.52295
40,0.362668,-0.933685,3.33786
41,-0.467758,-0.353017,5.09764
42,1.1172,-0.442052,2.95633
43,0.578308,-0.932277,3.327
44,0.505701,-0.678182,2.82991
45,0.777161,-0.863445,3.299
46,0.329434,-0.279863,3.15734
47,0.306131,-0.589168,3.43888
49,0.61861,-0.162161,3.38031
52,0.478101,-0.169447,3.86155
58,-0.240336,0.04159,3.89571
59,-0.227348,-0.629066,3.7867
62,0.0778146,-0.677407,3.19685
63,0.530722,-0.848794,2.91142
66,0.806718,-0.606411,2.87725
69,-0.214659,-1.27639,4.82393
71,1.51352,-0.846088,4.00471
75,0.202167,-0.339309,3.37955
76,-0.318467,-0.303356,3.66993
77,1.28713,-0.790152,3.74447
78,-0.292408,-0.993934,4.11549
80,1.27192,-0.500358,3.26583
82,0.712222,-0.793652,2.96067
85,0.0260955,-1.06853,4.40086
89,0.122246,-1.00665,3.87008
91,-0.445988,-0.335845,5.78423
92,1.36162,-0.825463,3.46712
93,1.00915,-0.767696,3.35449
94,1.12913,-0.0462556,3.5824
96,0.351264,0.0485768,3.59155
97,0.234451,-0.81342,3.09562
98,-0.114467,-0.712351,3.55254
99,0.19471,-0.925221,3.66333
100,1.41374,-0.645246,3.68022
101,0.012596,-0.977246,3.25008
102,-0.316103,-0.266242,4.31458
