track_id,X,Y,Z
1,-1.42097,1.82464,5.24027
2,-1.47287,2.03103,5.0529
3,-1.26626,2.43082,4.82996
4,-1.28325,2.14501,4.83923
5,-1.0497,1.73049,5.12959
6,-1.33231,1.49865,5.19973
7,-0.984698,2.26391,4.85759
8,-0.726754,2.35124,5.01877
9,-0.968675,0.714454,5.75787
10,-1.23549,1.82316,4.92699
11,-1.39821,1.18034,5.31297
12,-0.997031,2.56425,4.95526
13,-0.0676945,0.205299,0.36182
14,-0.767703,2.06113,5.179
15,-0.735119,1.22507,5.6172
16,-0.233362,0.735585,1.43155
17,-0.701399,1.71562,5.23926
18,-1.02777,1.94785,4.70201
19,-0.670477,2.09227,5.18951
20,-1.46594,1.12098,5.65019
21,-0.957422,1.30065,5.12402
22,-1.13233,1.01635,5.62874
23,-1.16134,2.80926,5.11279
24,-0.588276,1.00152,6.17094
27,-1.41503,2.60918,5.10683
32,-1.44039,1.78167,5.15894
33,-0.84348,1.89715,4.91827
35,-0.798701,1.63721,5.32818
36,-0.886527,2.72058,5.20828
37,-1.12449,3.11195,5.46765
38,-0.739519,2.04544,5.46198
39,-1.47479,1.35578,6.63298
