track_id,X,Y,Z
1,-1.98146,-0.170206,7.96867
2,0.0756464,-0.0703012,4.98912
3,-0.829351,0.0163532,4.73669
4,-1.05457,0.632538,4.89377
5,-0.624379,0.0727669,4.79027
6,-0.099167,-0.332617,4.77796
7,-0.362705,0.543491,5.03344
8,-1.5383,0.549426,5.06728
9,-0.475629,0.542199,4.86575
10,-0.905629,-0.18999,5.03794
11,-0.475206,-0.122382,4.86202
12,-0.106402,-0.626184,4.75116
13,-0.553129,-0.847133,5.12055
14,-1.01471,-0.0735797,4.86589
15,-0.958135,0.218094,4.61568
16,0.328327,-0.0961723,5.03303
17,-0.821606,0.432296,4.5839
18,-0.141929,0.461319,4.86992
19,-0.440086,-1.1043,5.07759
20,0.101059,-0.765159,4.94627
21,-0.175628,-0.81437,4.93032
22,-0.417118,-0.902713,4.89254
23,-1.56882,0.150377,4.7609
24,0.171909,-0.339137,4.74434
25,-1.2881,0.618169,4.90141
26,-1.50046,-0.0699849,4.88449
27,-1.48501,0.384467,4.68591
28,-0.17615,-0.0858285,4.96868
29,-0.529328,0.323497,4.72881
30,-1.37102,0.0262261,4.69807
31,-1.08038,0.422444,4.70056
32,-0.279312,-0.37628,4.97028
33,0.299833,-0.56638,4.90816
34,-1.91227,0.138681,5.00551
35,-1.13226,0.0749633,4.7023
36,-0.495116,0.718268,4.97875
37,-0.230187,-1.17452,5.21152
38,-1.74568,0.0941876,4.87692
39,-0.682743,0.625065,4.71777
40,-1.74475,0.440566,4.78884
41,-0.71208,0.218802,4.63662
42,-0.378266,-0.629595,4.93648
43,-0.074486,-1.00959,5.06104
44,-1.2897,0.265668,4.65872
45,-1.92749,0.340741,4.87766
46,-1.28819,0.493552,4.86305
49,0.209891,0.195899,5.19934
50,-0.741735,-0.0550404,4.94923
51,-1.73158,-0.0271229,5.05943
52,-1.2484,0.00923357,5.30622
54,-1.25916,-0.0605606,4.92034
55,1.97788,-0.111657,4.83619
60,0.184962,-0.0797425,4.87558
63,-0.557418,-0.12192,5.13049
72,-0.0719,0.400066,5.68743
73,3.32325,-2.15505,6.80133
77,1.97873,-0.0563948,4.93705
79,-1.30236,0.620353,4.9364
80,-0.527005,0.318264,4.70963
81,3.52235,-1.92774,6.98112
82,-1.05101,0.625975,4.86007
83,2.98877,-1.93332,5.70192
84,0.174085,-0.346598,4.76011
86,-0.367718,-0.641059,4.92515
90,-0.0996591,-0.34329,4.72605
92,2.58609,0.442362,5.9736
94,-0.278431,-0.382839,5.0082
95,-0.0148604,0.341251,6.36219
96,0.212425,0.208464,5.27254
97,-2.56349,1.91209,11.8494
98,-1.6815,1.34895,14.3063
99,0.996589,0.287106,14.8755
100,-0.787377,2.14694,12.4018
101,-2.545,1.86722,10.2767
103,-1.11442,2.32541,12.7444
