track_id,X,Y,Z
2,0.177929,-0.173257,11.1941
3,-1.90297,0.0332199,10.8662
4,-2.42558,1.4529,11.2687
5,-1.43276,0.164828,10.9873
6,-0.2303,-0.752941,10.9742
7,-0.838996,1.25142,11.5682
8,-3.30157,1.17604,10.9086
9,-1.09782,1.2414,11.2063
10,-2.07581,-0.438966,11.558
11,-1.08983,-0.273082,11.1594
12,-0.242831,-1.43229,10.8778
13,-1.26658,-1.94086,11.7391
14,-2.32947,-0.16795,11.1726
15,-2.19738,0.500287,10.5874
16,0.752741,-0.216188,11.5499
17,-1.89017,0.994505,10.5268
18,-0.328369,1.06219,11.1845
19,-1.00538,-2.53297,11.6259
20,0.234551,-1.74474,11.3408
21,-0.399593,-1.87246,11.2816
22,-0.954003,-2.06835,11.2029
23,-3.5995,0.340482,10.9223
24,0.392926,-0.788116,10.8831
25,-2.96434,1.433,11.2742
26,-3.44701,-0.157695,11.2192
27,-3.41221,0.890684,10.7742
28,-0.407874,-0.201798,11.3874
29,-1.20656,0.738029,10.8204
30,-3.14892,0.0612138,10.7848
31,-2.47647,0.961294,10.7638
32,-0.642633,-0.863391,11.3681
33,0.684444,-1.29182,11.2373
34,-4.40005,0.323578,11.5119
35,-2.60068,0.173644,10.7912
36,-1.14309,1.65577,11.4653
37,-0.523612,-2.68911,11.9586
38,-4.01035,0.215801,11.2039
39,-1.56943,1.43352,10.8287
40,-4.01851,1.01935,11.0263
41,-1.63084,0.500355,10.6346
42,-0.865087,-1.44059,11.3201
43,-0.17095,-2.31317,11.5862
44,-2.96314,0.610248,10.6973
45,-4.43452,0.786564,11.2242
49,0.488788,0.466508,12.046
50,-1.70139,-0.138875,11.345
51,-3.98144,-0.0593033,11.6239
52,-2.80657,-0.120205,12.0168
54,-2.87244,-0.191753,11.2316
63,-1.27103,-0.308642,11.7323
73,7.93734,-4.97258,16.1054
77,4.51795,-0.0952848,11.2993
80,-1.21678,0.727444,10.8017
82,-2.40791,1.40763,11.099
84,0.399438,-0.799906,10.8459
86,-0.846134,-1.46768,11.308
90,-0.231083,-0.786413,10.8021
94,-0.634905,-0.88379,11.4198
96,0.471266,0.541324,12.3537
