track_id,X,Y,Z
1,-2.70206,1.3342,48.2175
2,-0.912765,-0.203693,3.46295
3,-0.798494,0.253309,3.3527
4,-0.544481,0.42508,3.62582
5,-0.714328,-0.112232,3.29791
6,-0.504359,-0.192386,3.31665
7,-0.0111456,0.0924628,3.40471
8,-0.127776,-0.255717,3.62835
9,-0.316289,-0.0900933,3.10365
10,-0.941773,0.122179,3.26305
11,-0.0864764,0.529694,4.30148
12,-0.0994056,0.366113,3.58297
13,0.0328363,-0.162153,3.48261
14,-1.22936,0.152249,3.50494
15,-0.132707,-0.0689412,3.21606
16,-1.09385,-0.00145111,3.34347
17,-0.603555,0.236894,3.2915
18,-0.297837,0.418197,3.80418
19,-1.51407,0.067508,3.61901
20,-0.427057,0.0987531,3.21342
21,-0.785797,0.157934,3.37868
22,-0.915088,-0.109605,3.15388
23,-0.265628,0.231573,3.15949
24,-1.39672,-0.0306758,3.48371
25,-1.48717,-0.225913,3.78927
26,-0.312658,-0.14141,3.41956
27,-1.07853,-0.30441,3.53398
29,-0.188634,0.138012,3.3388
31,-0.457797,-0.192226,3.78716
32,-1.09339,-0.198737,3.38014
33,-0.725511,-0.256187,3.50972
34,-1.33173,-0.14852,3.59841
36,-0.965325,-0.216307,3.82776
48,-0.520387,0.358367,3.44314
52,-0.183109,0.100081,3.14317
53,-0.732838,0.068208,3.17624
54,-0.294249,-0.183377,3.46193
56,-0.912333,-0.262303,3.57337
