,nube1,tamaño_nube1,nube2,tamaño_nube2,matcheos,overlap,label,rmse,radio,giros
0,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_131129_mod4_0_22.ply,54,54,54,True,4.335243412555967e-16,1.0,8.0
1,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_101324_mod4_0_23.ply,52,9,0,False,0.02651385455596442,1.0,8.0
2,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_101324_mod6_0_15.ply,52,9,0,False,0.02446955621180475,1.0,8.0
3,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_101324_mod8_0_12.ply,52,9,0,False,0.02400516984579435,1.0,8.0
4,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_124116_mod4_0_24.ply,80,12,0,False,0.03464827542349268,1.0,8.0
5,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_124116_mod6_0_16.ply,74,11,0,False,0.07542154229976615,1.0,8.0
6,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_124116_mod8_0_12.ply,73,11,0,False,0.04890374286272458,1.0,8.0
7,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_131129_mod6_0_15.ply,51,33,50,True,0.007457754076287652,1.0,8.0
8,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_131129_mod8_0_11.ply,46,26,46,True,0.00041366683877734216,1.0,8.0
9,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_134059_mod4_0_21.ply,70,11,0,False,0.03195743218820981,1.0,8.0
10,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_134059_mod6_0_14.ply,63,9,0,False,0.05170444419271475,1.0,8.0
11,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_134059_mod8_0_11.ply,60,9,0,False,0.005926276090816187,1.0,8.0
12,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_143010_mod4_0_23.ply,69,7,0,False,1.2039010369374742e-07,1.0,8.0
13,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_143010_mod6_0_15.ply,90,11,0,False,0.0010865283640267304,1.0,8.0
14,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_143010_mod8_0_11.ply,82,10,0,False,0.011001216531798875,1.0,8.0
15,VID_20220217_101324_mod4_0_23.ply,52,VID_20220217_101324_mod4_0_23.ply,52,52,52,True,1.1721967415721226e-16,1.0,8.0
16,VID_20220217_101324_mod4_0_23.ply,52,VID_20220217_101324_mod6_0_15.ply,52,52,52,True,0.0034945722821365386,1.0,8.0
17,VID_20220217_101324_mod4_0_23.ply,52,VID_20220217_101324_mod8_0_12.ply,52,52,52,True,0.010455699043731491,1.0,8.0
18,VID_20220217_101324_mod4_0_23.ply,52,VID_20220217_124116_mod4_0_24.ply,80,38,0,False,0.060175326779822444,1.0,8.0
19,VID_20220217_101324_mod4_0_23.ply,52,VID_20220217_124116_mod6_0_16.ply,74,39,0,False,0.12225628680405039,1.0,8.0
20,VID_20220217_101324_mod4_0_23.ply,52,VID_20220217_124116_mod8_0_12.ply,73,38,0,False,0.07598997860871784,1.0,8.0
21,VID_20220217_101324_mod4_0_23.ply,52,VID_20220217_131129_mod6_0_15.ply,51,27,0,False,0.03604698830627429,1.0,8.0
22,VID_20220217_101324_mod4_0_23.ply,52,VID_20220217_131129_mod8_0_11.ply,46,26,0,False,0.0013244193578851194,1.0,8.0
23,VID_20220217_101324_mod4_0_23.ply,52,VID_20220217_134059_mod4_0_21.ply,70,39,0,False,0.05325546419970236,1.0,8.0
24,VID_20220217_101324_mod4_0_23.ply,52,VID_20220217_134059_mod6_0_14.ply,63,38,0,False,0.07408828351776808,1.0,8.0
