,nube1,tamaño_nube1,nube2,tamaño_nube2,matcheos,overlap,label,rmse,radio,giros
0,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_131129_mod4_0_22.ply,54,54,54,True,5.124466960172574e-16,0.9,8.0
1,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_101324_mod4_0_23.ply,52,9,0,False,0.0265138545559643,0.9,8.0
2,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_101324_mod6_0_15.ply,52,9,0,False,0.033196770593874124,0.9,8.0
3,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_101324_mod8_0_12.ply,52,9,0,False,0.02968420636739325,0.9,8.0
4,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_124116_mod4_0_24.ply,80,10,0,False,0.039978014939968894,0.9,8.0
5,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_124116_mod6_0_16.ply,74,10,0,False,0.10824229323248213,0.9,8.0
6,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_124116_mod8_0_12.ply,73,10,0,False,0.03515933205127935,0.9,8.0
7,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_131129_mod6_0_15.ply,51,32,50,True,0.006915300543354757,0.9,8.0
8,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_131129_mod8_0_11.ply,46,26,46,True,0.0004136668387773479,0.9,8.0
9,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_134059_mod4_0_21.ply,70,9,0,False,0.025398452605932965,0.9,8.0
10,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_134059_mod6_0_14.ply,63,9,0,False,0.036926893272725476,0.9,8.0
11,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_134059_mod8_0_11.ply,60,8,0,False,0.0018248758272187448,0.9,8.0
12,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_143010_mod4_0_23.ply,69,7,0,False,5.3235922789613116e-08,0.9,8.0
13,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_143010_mod6_0_15.ply,90,10,0,False,0.000901762967652441,0.9,8.0
14,VID_20220217_131129_mod4_0_22.ply,54,VID_20220217_143010_mod8_0_11.ply,82,8,0,False,0.011710652366251904,0.9,8.0
15,VID_20220217_101324_mod4_0_23.ply,52,VID_20220217_101324_mod4_0_23.ply,52,52,52,True,8.591372000487129e-17,0.9,8.0
16,VID_20220217_101324_mod4_0_23.ply,52,VID_20220217_101324_mod6_0_15.ply,52,52,52,True,0.00349457228213653,0.9,8.0
17,VID_20220217_101324_mod4_0_23.ply,52,VID_20220217_101324_mod8_0_12.ply,52,52,52,True,0.0104556990437315,0.9,8.0
