track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
0,0,baya,-6.86981,-3.43589,47.5535,VID_20220217_104646_F0.png,741,432,25.4018,2.00338,2.11902,741.516,432.317,0.605824,770.405,445.799,NULL,NULL
0,1,baya,-6.86981,-3.43589,47.5535,VID_20220217_104646_F-1.png,563,568,0,0,0,565.251,567.716,2.26866,552.955,588.222,NULL,NULL
1,0,val_2,-15.0985,-12.7719,50.7482,VID_20220217_104646_F0.png,502,171,0,0,0,506.429,175.159,6.07512,529.537,193.399,NULL,1.91667
1,1,val_2,-15.0985,-12.7719,50.7482,VID_20220217_104646_F-1.png,387,292,0,0,0,391.747,294.594,5.40936,383.393,318.484,NULL,1.91667
2,0,baya,0,0,0,VID_20220217_104646_F0.png,788,275,22.3486,2.29683,2.51906,-nan,-nan,-1,-nan,-nan,NULL,NULL
2,1,baya,0,0,0,VID_20220217_104646_F-1.png,613,459,0,0,0,8.05298,2407.08,2039.84,-46.5817,2416.77,NULL,NULL
3,0,baya,-6.87216,-5.48667,47.6098,VID_20220217_104646_F0.png,741,370,26.5377,0,0,741.703,370.701,0.992859,766.915,389.484,NULL,NULL
3,1,baya,-6.87216,-5.48667,47.6098,VID_20220217_104646_F-1.png,566,532,0,0,0,568.195,531.976,2.19483,555.801,553.017,NULL,NULL
4,0,val_1,-19.7039,-12.4838,49.8427,VID_20220217_104646_F0.png,350,172,0,0,0,356.204,176.891,7.90021,382.236,192.281,1.86156,NULL
4,1,val_1,-19.7039,-12.4838,49.8427,VID_20220217_104646_F-1.png,249,277,0,0,0,259.025,281.019,10.8009,252.908,305.779,1.86156,NULL
5,0,keypoint,-9.7696,0.743457,46.226,VID_20220217_104646_F0.png,637,559,0,1.0914,1.20701,638.791,558.928,1.79233,671.923,556.575,NULL,NULL
5,1,keypoint,-9.7696,0.743457,46.226,VID_20220217_104646_F-1.png,477,639,0,0,0,480.018,637.813,3.24326,469.086,658.287,NULL,NULL
6,0,baya,-9.56613,-3.19134,48.4265,VID_20220217_104646_F0.png,659,441,20.8137,0,0,659.995,441.422,1.08066,690.083,450.788,NULL,NULL
6,1,baya,-9.56613,-3.19134,48.4265,VID_20220217_104646_F-1.png,504,542,0,0,0,507.334,541.951,3.33419,496.558,562.876,NULL,NULL
7,0,cal_1,-9.36165,-13.1697,51.8451,VID_20220217_104646_F0.png,683,168,0,1.43697,1.59902,686.06,171.793,4.87374,703.225,194.326,NULL,NULL
7,1,cal_1,-9.36165,-13.1697,51.8451,VID_20220217_104646_F-1.png,551,309,0,0,0,552.798,310.698,2.47338,541.929,333.342,NULL,NULL
8,0,baya,-6.22896,-8.02744,48.0222,VID_20220217_104646_F0.png,764,295,22.2468,1.53388,1.6824,764.18,296.287,1.2997,783.788,319.867,NULL,NULL
8,1,baya,-6.22896,-8.02744,48.0222,VID_20220217_104646_F-1.png,589,484,0,0,0,591.653,484.517,2.70241,578.9,506.003,NULL,NULL
9,0,baya,-7.3538,-7.23374,47.8341,VID_20220217_104646_F0.png,727,318,22.9264,1.76174,1.94341,727.277,319.127,1.16018,750.168,340.139,NULL,NULL
9,1,baya,-7.3538,-7.23374,47.8341,VID_20220217_104646_F-1.png,557,494,0,0,0,560.204,494.501,3.24297,547.983,516.091,NULL,NULL
10,0,baya,-8.14293,-4.29848,47.6449,VID_20220217_104646_F0.png,700,406,24.6033,0,0,700.899,406.567,1.06257,729.409,420.61,NULL,NULL
10,1,baya,-8.14293,-4.29848,47.6449,VID_20220217_104646_F-1.png,533,544,0,0,0,535.671,543.88,2.67406,523.965,564.918,NULL,NULL
11,0,cal_2,-7.39949,-13.3021,52.2089,VID_20220217_104646_F0.png,743,167,0,2.39975,2.68568,745.72,170.695,4.58757,760.021,194.686,NULL,NULL
11,1,cal_2,-7.39949,-13.3021,52.2089,VID_20220217_104646_F-1.png,606,315,0,0,0,606.844,316.333,1.5778,595.191,338.518,NULL,NULL
12,0,baya,-8.45562,-7.17484,49.0369,VID_20220217_104646_F0.png,698,325,26.2688,1.87233,2.18299,698.557,326.165,1.29127,722.44,345.076,NULL,NULL
12,1,baya,-8.45562,-7.17484,49.0369,VID_20220217_104646_F-1.png,540,470,0,0,0,543.4,470.673,3.46567,531.976,492.223,NULL,NULL
13,0,baya,-10.3351,-4.98237,48.2512,VID_20220217_104646_F0.png,633,387,25.3032,1.79439,1.93649,634.415,387.877,1.6646,663.09,400.776,NULL,NULL
13,1,baya,-10.3351,-4.98237,48.2512,VID_20220217_104646_F-1.png,484,509,0,0,0,487.668,509.242,3.67582,477.136,530.837,NULL,NULL
14,0,baya,-8.38859,-5.72956,47.7264,VID_20220217_104646_F0.png,693,363,24.368,0,0,693.441,363.81,0.922783,720.017,380.748,NULL,NULL
14,1,baya,-8.38859,-5.72956,47.7264,VID_20220217_104646_F-1.png,528,516,0,0,0,531.556,516.325,3.57076,519.904,537.784,NULL,NULL
15,0,val_1,-17.8899,-12.6306,50.2342,VID_20220217_104646_F0.png,411,171,0,1.77018,1.93829,416.402,175.499,7.02993,441.38,191.955,NULL,NULL
15,1,val_1,-17.8899,-12.6306,50.2342,VID_20220217_104646_F-1.png,305,282,0,0,0,312.044,285.249,7.75683,305.025,309.682,NULL,NULL
16,0,baya,-4.87875,-7.19164,48.6297,VID_20220217_104646_F0.png,809,323,23.324,2.60907,2.81603,809.315,323.914,0.966687,827.047,348.304,NULL,NULL
16,1,baya,-4.87875,-7.19164,48.6297,VID_20220217_104646_F-1.png,628,499,0,0,0,629.548,499.21,1.56257,616.397,519.985,NULL,NULL
17,0,baya,-5.35947,-5.2319,47.3613,VID_20220217_104646_F0.png,789,377,27.5,1.0643,1.2439,789.598,377.545,0.80901,812.805,398.684,NULL,NULL
17,1,baya,-5.35947,-5.2319,47.3613,VID_20220217_104646_F-1.png,602,550,0,0,0,603.466,549.789,1.48056,590.318,570.418,NULL,NULL
18,0,baya,-6.73936,-9.23155,49.5228,VID_20220217_104646_F0.png,754,267,19.801,0,0,754.386,268.697,1.74066,772.674,292.073,NULL,NULL
18,1,baya,-6.73936,-9.23155,49.5228,VID_20220217_104646_F-1.png,591,436,0,0,0,593.672,436.837,2.7998,581.431,458.427,NULL,NULL
19,0,keypoint,-14.3139,3.33032,46.7152,VID_20220217_104646_F0.png,489,639,0,3.37803,3.68795,492.773,638.055,3.88997,524.798,631.102,NULL,NULL
