track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
0,0,baya,-11.1671,-3.80065,39.0706,VID_20220217_112149_F-1.png,519,392,0,0,0,524.401,396.451,6.99854,561.617,408.271,NULL,NULL
0,1,baya,-11.1671,-3.80065,39.0706,VID_20220217_112149_F3.png,703,263,0,0,0,702.022,262.264,1.22403,737.971,241.157,NULL,NULL
1,0,baya,0,0,0,VID_20220217_112149_F-1.png,534,474,0,0,0,-nan,-nan,-1,-nan,-nan,NULL,NULL
1,1,baya,0,0,0,VID_20220217_112149_F3.png,744,316,0,0,0,194360,-169127,-1,203750,-180809,NULL,NULL
2,0,baya,0,0,0,VID_20220217_112149_F-1.png,726,503,0,0,0,-nan,-nan,-1,-nan,-nan,NULL,NULL
2,1,baya,0,0,0,VID_20220217_112149_F3.png,928,340,0,0,0,194360,-169127,-1,203750,-180809,NULL,NULL
3,0,baya,-9.14578,-2.60755,39.4333,VID_20220217_112149_F-1.png,605,440,0,0,0,607.17,441.099,2.43285,644.629,451.065,NULL,NULL
3,1,baya,-9.14578,-2.60755,39.4333,VID_20220217_112149_F3.png,794,302,0,0,0,794.185,302.767,0.788798,828.174,280.096,NULL,NULL
4,0,val_2,-21.7972,-9.61991,52.0924,VID_20220217_112149_F-1.png,314,268,0,0,0,320.704,271.191,7.42473,347.68,282.3,NULL,1.91596
4,1,val_2,-21.7972,-9.61991,52.0924,VID_20220217_112149_F3.png,314,268,0,0,0,321.051,271.616,7.92464,351.334,260.853,NULL,1.91596
5,0,baya,-11.6696,-1.95635,38.4789,VID_20220217_112149_F-1.png,494,462,0,0,0,497.59,463.005,3.72808,536.958,469.164,NULL,NULL
5,1,baya,-11.6696,-1.95635,38.4789,VID_20220217_112149_F3.png,692,326,0,0,0,692.958,326.93,1.33547,728.84,303.816,NULL,NULL
6,0,baya,0,0,0,VID_20220217_112149_F-1.png,504,499,0,0,0,-nan,-nan,-1,-nan,-nan,NULL,NULL
6,1,baya,0,0,0,VID_20220217_112149_F3.png,698,379,0,0,0,194360,-169127,-1,203750,-180809,NULL,NULL
7,0,baya,-7.20969,-1.28954,38.7388,VID_20220217_112149_F-1.png,678,490,0,0,0,677.549,488.165,1.8892,716.58,494.68,NULL,NULL
7,1,baya,-7.20969,-1.28954,38.7388,VID_20220217_112149_F3.png,885,332,0,0,0,886.563,334.395,2.86022,919.314,309.405,NULL,NULL
8,0,baya,-5.56886,0.807833,41.4644,VID_20220217_112149_F-1.png,755,561,0,0,0,757.122,563.801,3.51391,793.782,558.838,NULL,NULL
8,1,baya,-5.56886,0.807833,41.4644,VID_20220217_112149_F3.png,952,434,0,0,0,949.879,431.706,3.12434,978.131,406.086,NULL,NULL
9,0,baya,-7.69692,-2.71035,39.7355,VID_20220217_112149_F-1.png,665,438,0,0,0,665.886,438.112,0.892826,702.347,450.093,NULL,NULL
9,1,baya,-7.69692,-2.71035,39.7355,VID_20220217_112149_F3.png,851,295,0,0,0,851.532,296.461,1.55481,884.535,273.6,NULL,NULL
10,0,cal_2,-17.746,-10.0033,54.7678,VID_20220217_112149_F-1.png,462,272,0,0,0,465.717,274.088,4.26374,490.149,286.939,NULL,NULL
10,1,cal_2,-17.746,-10.0033,54.7678,VID_20220217_112149_F3.png,462,272,0,0,0,466.665,275.266,5.69448,494.686,264.785,NULL,NULL
11,0,baya,0,0,0,VID_20220217_112149_F-1.png,495,361,0,0,0,-nan,-nan,-1,-nan,-nan,NULL,NULL
11,1,baya,0,0,0,VID_20220217_112149_F3.png,663,256,0,0,0,194360,-169127,-1,203750,-180809,NULL,NULL
12,0,baya,0,0,0,VID_20220217_112149_F-1.png,575,459,0,0,0,-nan,-nan,-1,-nan,-nan,NULL,NULL
12,1,baya,0,0,0,VID_20220217_112149_F3.png,763,351,0,0,0,194360,-169127,-1,203750,-180809,NULL,NULL
13,0,baya,0,0,0,VID_20220217_112149_F-1.png,687,539,0,0,0,-nan,-nan,-1,-nan,-nan,NULL,NULL
13,1,baya,0,0,0,VID_20220217_112149_F3.png,889,407,0,0,0,194360,-169127,-1,203750,-180809,NULL,NULL
14,0,baya,0,0,0,VID_20220217_112149_F-1.png,494,412,0,0,0,-nan,-nan,-1,-nan,-nan,NULL,NULL
14,1,baya,0,0,0,VID_20220217_112149_F3.png,674,301,0,0,0,194360,-169127,-1,203750,-180809,NULL,NULL
