,track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
0,0,0,keypoint,8.15554,-1.14202,31.9506,VID_20220324_140051_F0.png,1361,484,0.0,0.0,0.0,1355.48,484.646,5.55708,1307.87,490.867,,
1,0,1,keypoint,8.15554,-1.14202,31.9506,VID_20220324_140051_F-1.png,1331,347,0.0,0.0,0.0,1325.72,349.303,5.76102,1359.7,349.398,,
2,1,0,keypoint,8.00388,0.972516,32.0699,VID_20220324_140051_F0.png,1352,580,0.0,0.0,0.0,1346.76,579.341,5.28286,1299.21,573.95,,
3,1,1,keypoint,8.00388,0.972516,32.0699,VID_20220324_140051_F-1.png,1326,415,0.0,0.0,0.0,1321.24,416.492,4.98413,1354.8,413.679,,
4,2,0,keypoint,9.37773,1.19692,30.6775,VID_20220324_140051_F0.png,1441,593,0.0,0.0,0.0,1432.94,591.798,8.14488,1383.28,585.883,,
5,2,1,keypoint,9.37773,1.19692,30.6775,VID_20220324_140051_F-1.png,1396,418,0.0,0.0,0.0,1389.19,420.006,7.10031,1422.87,416.713,,
6,3,0,keypoint,9.53104,-0.928015,30.5468,VID_20220324_140051_F0.png,1451,492,0.0,0.0,0.0,1442.66,492.333,8.34528,1392.62,496.88,,
7,3,1,keypoint,9.53104,-0.928015,30.5468,VID_20220324_140051_F-1.png,1402,349,0.0,0.0,0.0,1394.63,352.146,8.01267,1428.8,352.06,,
8,4,0,keypoint,7.93062,1.58395,32.1028,VID_20220324_140051_F0.png,1348,608,0.0,0.0,0.0,1342.86,606.595,5.32951,1295.94,597.85,,
9,4,1,keypoint,7.93062,1.58395,32.1028,VID_20220324_140051_F-1.png,1324,434,0.0,0.0,0.0,1319.36,435.825,4.98659,1352.75,432.187,,
10,5,0,keypoint,7.77948,3.72504,32.197,VID_20220324_140051_F0.png,1340,704,0.0,0.0,0.0,1334.54,701.701,5.92464,1291.51,682.476,,
11,5,1,keypoint,7.77948,3.72504,32.197,VID_20220324_140051_F-1.png,1320,502,0.0,0.0,0.0,1315.69,502.444,4.33702,1348.31,496.035,,
12,6,0,keypoint,9.15608,3.93091,30.815,VID_20220324_140051_F0.png,1428,722,0.0,0.0,0.0,1419.8,718.713,8.83391,1374.0,700.364,,
13,6,1,keypoint,9.15608,3.93091,30.815,VID_20220324_140051_F-1.png,1389,505,0.0,0.0,0.0,1382.66,505.769,6.38956,1415.28,498.59,,
14,7,0,keypoint,9.34183,1.7983,30.6963,VID_20220324_140051_F0.png,1439,621,0.0,0.0,0.0,1430.86,619.844,8.221,1381.72,611.018,,
15,7,1,keypoint,9.34183,1.7983,30.6963,VID_20220324_140051_F-1.png,1395,438,0.0,0.0,0.0,1388.33,438.992,6.7404,1421.83,434.812,,
16,8,0,keypoint,7.56867,7.0495,32.4521,VID_20220324_140051_F0.png,1328,852,0.0,0.0,0.0,1321.64,847.226,7.94936,1287.01,817.124,,
17,8,1,keypoint,7.56867,7.0495,32.4521,VID_20220324_140051_F-1.png,1312,604,0.0,0.0,0.0,1307.8,603.137,4.28852,1338.76,592.899,,
18,9,0,keypoint,7.42221,9.20613,32.6173,VID_20220324_140051_F0.png,1320,947,0.0,0.0,0.0,1312.93,940.416,9.65913,1283.38,906.207,,
19,9,1,keypoint,7.42221,9.20613,32.6173,VID_20220324_140051_F-1.png,1307,669,0.0,0.0,0.0,1302.6,666.96,4.8457,1332.32,654.567,,
20,10,0,keypoint,8.72683,9.38229,31.115,VID_20220324_140051_F0.png,1404,976,0.0,0.0,0.0,1394.21,968.064,12.6014,1360.59,934.335,,
21,10,1,keypoint,8.72683,9.38229,31.115,VID_20220324_140051_F-1.png,1376,674,0.0,0.0,0.0,1369.61,671.307,6.93722,1399.02,657.737,,
22,11,0,keypoint,8.91398,7.27154,31.0078,VID_20220324_140051_F0.png,1414,878,0.0,0.0,0.0,1404.97,871.992,10.845,1366.59,842.774,,
23,11,1,keypoint,8.91398,7.27154,31.0078,VID_20220324_140051_F-1.png,1381,609,0.0,0.0,0.0,1374.79,607.875,6.3105,1405.55,596.548,,
24,12,0,keypoint,6.55617,4.02254,35.5296,VID_20220324_140051_F0.png,1250,700,0.0,0.0,0.0,1246.84,698.148,3.65978,1209.99,677.052,,
25,12,1,keypoint,6.55617,4.02254,35.5296,VID_20220324_140051_F-1.png,1208,508,0.0,0.0,0.0,1206.23,508.461,1.83342,1237.64,502.831,,
