,subnube1,tamaño_subnube1,subnube2,tamaño_subnube2,matcheos,overlap,rmse,radio,giros,nube_completa
0,0,5,0,5,5,5,1.071162355543258e-15,0.1,4,9
0,0,5,0,5,5,5,7.848995236050536e-16,0.2,4,9
0,0,5,0,5,5,5,7.861712603392163e-16,0.3,4,9
0,0,5,0,5,5,5,7.162795268300958e-16,0.4,4,9
0,0,5,0,5,5,5,7.848995236050536e-16,0.5,4,9
0,0,5,0,5,5,5,7.848995236050536e-16,1.0,4,9
0,0,5,1,5,2,0,0.0024498883160458673,0.1,4,9
0,0,5,1,5,2,0,0.0024498883160458673,0.2,4,9
0,0,5,1,5,2,0,0.0024498883160458673,0.3,4,9
0,0,5,1,5,2,0,0.0024498883160458673,0.4,4,9
0,0,5,1,5,3,0,0.25482228094999143,0.5,4,9
0,0,5,1,5,4,0,0.48042107088240305,1.0,4,9
0,0,5,2,5,2,2,0.055264781286448794,0.1,4,9
0,0,5,2,5,2,2,0.055264781286448794,0.2,4,9
0,0,5,2,5,2,2,0.055264781286448794,0.3,4,9
0,0,5,2,5,2,2,0.055264781286448794,0.4,4,9
0,0,5,2,5,3,2,0.21510778505939046,0.5,4,9
0,0,5,2,5,4,2,0.8059347476004156,1.0,4,9
0,0,5,3,5,2,2,0.06802382170288435,0.1,4,9
0,0,5,3,5,2,2,0.06802382170288435,0.2,4,9
0,0,5,3,5,2,2,0.06802382170288435,0.3,4,9
0,0,5,3,5,3,2,0.17023157557490531,0.4,4,9
0,0,5,3,5,3,2,0.22378653543314925,0.5,4,9
0,0,5,3,5,5,2,0.6074163117471185,1.0,4,9
0,0,5,4,5,2,0,0.10667205481575165,0.1,4,9
0,0,5,4,5,2,0,0.10667205481575165,0.2,4,9
0,0,5,4,5,2,0,0.10667205481575165,0.3,4,9
0,0,5,4,5,3,0,0.09929773792684145,0.4,4,9
0,0,5,4,5,3,0,0.13996696447551357,0.5,4,9
0,0,5,4,5,4,0,0.5645865674438584,1.0,4,9
0,0,5,5,5,2,0,0.10667205481575165,0.1,4,9
0,0,5,5,5,2,0,0.10667205481575165,0.2,4,9
0,0,5,5,5,2,0,0.10667205481575165,0.3,4,9
0,0,5,5,5,2,0,0.10667205481575165,0.4,4,9
0,0,5,5,5,3,0,0.24181569758954186,0.5,4,9
0,0,5,5,5,4,0,0.49694633409852584,1.0,4,9
0,0,5,6,5,2,1,0.06802382170288435,0.1,4,9
0,0,5,6,5,2,1,0.06802382170288435,0.2,4,9
0,0,5,6,5,2,1,0.06802382170288435,0.3,4,9
0,0,5,6,5,3,1,0.09929773792684145,0.4,4,9
0,0,5,6,5,3,1,0.13996696447551357,0.5,4,9
0,0,5,6,5,5,1,0.5577056875025701,1.0,4,9
0,0,5,7,5,2,1,0.10636029652210627,0.1,4,9
0,0,5,7,5,2,1,0.10636029652210627,0.2,4,9
0,0,5,7,5,3,1,0.12383518298868076,0.3,4,9
0,0,5,7,5,3,1,0.12383518298868076,0.4,4,9
0,0,5,7,5,3,1,0.20148059088055137,0.5,4,9
0,0,5,7,5,4,1,0.5379538087637624,1.0,4,9
0,0,5,8,5,2,0,0.04599619386632037,0.1,4,9
0,0,5,8,5,2,0,0.04599619386632037,0.2,4,9
0,0,5,8,5,2,0,0.04599619386632037,0.3,4,9
0,0,5,8,5,2,0,0.04599619386632037,0.4,4,9
0,0,5,8,5,3,0,0.25482228094999143,0.5,4,9
0,0,5,8,5,4,0,0.48042107088240305,1.0,4,9
0,0,5,9,5,2,2,0.0024498883160456453,0.1,4,9
0,0,5,9,5,2,2,0.0024498883160456453,0.2,4,9
0,0,5,9,5,2,2,0.0024498883160456453,0.3,4,9
0,0,5,9,5,2,2,0.0024498883160456453,0.4,4,9
0,0,5,9,5,2,2,0.0024498883160456453,0.5,4,9
0,0,5,9,5,4,2,0.4950600882004222,1.0,4,9
0,0,5,10,5,2,1,0.04599619386632037,0.1,4,9
0,0,5,10,5,2,1,0.04599619386632037,0.2,4,9
0,0,5,10,5,2,1,0.04599619386632037,0.3,4,9
0,0,5,10,5,2,1,0.04599619386632037,0.4,4,9
0,0,5,10,5,3,1,0.20148059088055137,0.5,4,9
0,0,5,10,5,4,1,0.2936572304113275,1.0,4,9
0,0,5,11,6,4,4,6.548330186263852e-16,0.1,4,9
0,0,5,11,6,4,4,6.548330186263852e-16,0.2,4,9
0,0,5,11,6,4,4,2.8419448150672277e-16,0.3,4,9
0,0,5,11,6,4,4,6.548330186263852e-16,0.4,4,9
0,0,5,11,6,4,4,2.8419448150672277e-16,0.5,4,9
0,0,5,11,6,5,4,0.5131122327307329,1.0,4,9
0,0,5,12,6,2,2,0.0024498883160458673,0.1,4,9
0,0,5,12,6,2,2,0.0024498883160458673,0.2,4,9
0,0,5,12,6,2,2,0.0024498883160458673,0.3,4,9
0,0,5,12,6,2,2,0.0024498883160458673,0.4,4,9
0,0,5,12,6,3,2,0.25482228094999143,0.5,4,9
0,0,5,12,6,4,2,0.4935223094873067,1.0,4,9
0,0,5,13,6,5,5,4.593396565191205e-16,0.1,4,9
0,0,5,13,6,5,5,2.2127762537871876e-16,0.2,4,9
0,0,5,13,6,5,5,2.2127762537871876e-16,0.3,4,9
0,0,5,13,6,5,5,4.593396565191205e-16,0.4,4,9
0,0,5,13,6,5,5,4.593396565191205e-16,0.5,4,9
0,0,5,13,6,5,5,2.2127762537871876e-16,1.0,4,9
0,0,5,14,6,3,3,2.720769817174437e-16,0.1,4,9
0,0,5,14,6,3,3,2.720769817174437e-16,0.2,4,9
0,0,5,14,6,3,3,2.720769817174437e-16,0.3,4,9
0,0,5,14,6,3,3,0.17023157557490531,0.4,4,9
0,0,5,14,6,3,3,0.17023157557490531,0.5,4,9
0,0,5,14,6,5,3,0.43856077140894245,1.0,4,9
0,0,5,15,6,2,1,0.06802382170288435,0.1,4,9
0,0,5,15,6,2,1,0.06802382170288435,0.2,4,9
0,0,5,15,6,3,1,0.12383518298868076,0.3,4,9
0,0,5,15,6,3,1,0.17023157557490531,0.4,4,9
0,0,5,15,6,3,1,0.13996696447551357,0.5,4,9
0,0,5,15,6,4,1,0.5216797263825789,1.0,4,9
0,0,5,16,6,2,1,0.10667205481575165,0.1,4,9
0,0,5,16,6,2,1,0.10667205481575165,0.2,4,9
0,0,5,16,6,2,1,0.10667205481575165,0.3,4,9
0,0,5,16,6,3,1,0.09929773792684145,0.4,4,9
0,0,5,16,6,3,1,0.13996696447551357,0.5,4,9
0,0,5,16,6,5,1,0.5577056875025699,1.0,4,9
0,0,5,17,6,2,2,0.10636029652210627,0.1,4,9
0,0,5,17,6,2,2,0.10636029652210627,0.2,4,9
0,0,5,17,6,2,2,0.10636029652210627,0.3,4,9
0,0,5,17,6,2,2,0.10636029652210627,0.4,4,9
0,0,5,17,6,3,2,0.20148059088055173,0.5,4,9
0,0,5,17,6,4,2,0.8059347476004156,1.0,4,9
0,0,5,18,6,3,3,2.720769817174437e-16,0.1,4,9
0,0,5,18,6,3,3,2.720769817174437e-16,0.2,4,9
0,0,5,18,6,3,3,2.720769817174437e-16,0.3,4,9
0,0,5,18,6,3,3,2.720769817174437e-16,0.4,4,9
0,0,5,18,6,3,3,0.20148059088055137,0.5,4,9
0,0,5,18,6,4,3,0.4262178441044867,1.0,4,9
0,0,5,19,6,2,0,0.10667205481575165,0.1,4,9
0,0,5,19,6,2,0,0.10667205481575165,0.2,4,9
0,0,5,19,6,2,0,0.10667205481575165,0.3,4,9
0,0,5,19,6,3,0,0.10525046322185595,0.4,4,9
0,0,5,19,6,3,0,0.20148059088055173,0.5,4,9
0,0,5,19,6,4,0,0.49694633409852584,1.0,4,9
0,0,5,20,6,2,2,0.10636029652210627,0.1,4,9
0,0,5,20,6,2,2,0.10636029652210627,0.2,4,9
0,0,5,20,6,3,2,0.12383518298868076,0.3,4,9
0,0,5,20,6,3,2,0.12383518298868076,0.4,4,9
0,0,5,20,6,3,2,0.2258598130266614,0.5,4,9
0,0,5,20,6,4,2,0.8059347476004156,1.0,4,9
0,0,5,21,6,2,0,0.04599619386632037,0.1,4,9
0,0,5,21,6,2,0,0.04599619386632037,0.2,4,9
0,0,5,21,6,2,0,0.04599619386632037,0.3,4,9
0,0,5,21,6,2,0,0.04599619386632037,0.4,4,9
0,0,5,21,6,3,0,0.25482228094999143,0.5,4,9
0,0,5,21,6,4,0,0.48042107088240305,1.0,4,9
0,0,5,22,6,2,2,0.0024498883160456453,0.1,4,9
0,0,5,22,6,2,2,0.0024498883160456453,0.2,4,9
0,0,5,22,6,2,2,0.0024498883160456453,0.3,4,9
0,0,5,22,6,2,2,0.0024498883160456453,0.4,4,9
0,0,5,22,6,3,2,0.25482228094999143,0.5,4,9
0,0,5,22,6,4,2,0.4950600882004222,1.0,4,9
0,0,5,23,6,2,0,0.04599619386632037,0.1,4,9
0,0,5,23,6,2,0,0.04599619386632037,0.2,4,9
0,0,5,23,6,3,0,0.12383518298868076,0.3,4,9
0,0,5,23,6,3,0,0.12383518298868076,0.4,4,9
0,0,5,23,6,3,0,0.25482228094999193,0.5,4,9
0,0,5,23,6,5,0,0.5389963908807003,1.0,4,9
0,0,5,24,7,5,5,7.848995236050536e-16,0.1,4,9
0,0,5,24,7,5,5,7.848995236050536e-16,0.2,4,9
0,0,5,24,7,5,5,8.76098442633162e-16,0.3,4,9
0,0,5,24,7,5,5,7.848995236050536e-16,0.4,4,9
0,0,5,24,7,5,5,7.848995236050536e-16,0.5,4,9
0,0,5,24,7,5,5,7.861712603392163e-16,1.0,4,9
0,0,5,25,7,2,1,0.0024498883160458673,0.1,4,9
0,0,5,25,7,2,1,0.0024498883160458673,0.2,4,9
0,0,5,25,7,2,1,0.0024498883160458673,0.3,4,9
0,0,5,25,7,2,1,0.0024498883160458673,0.4,4,9
0,0,5,25,7,3,1,0.25482228094999143,0.5,4,9
0,0,5,25,7,4,1,0.4935223094873067,1.0,4,9
0,0,5,26,7,5,5,4.593396565191205e-16,0.1,4,9
0,0,5,26,7,5,5,4.593396565191205e-16,0.2,4,9
0,0,5,26,7,5,5,4.593396565191205e-16,0.3,4,9
0,0,5,26,7,5,5,4.593396565191205e-16,0.4,4,9
0,0,5,26,7,5,5,4.593396565191205e-16,0.5,4,9
0,0,5,26,7,5,5,2.2127762537871876e-16,1.0,4,9
0,0,5,27,7,4,4,6.548330186263852e-16,0.1,4,9
0,0,5,27,7,4,4,2.8419448150672277e-16,0.2,4,9
0,0,5,27,7,4,4,6.548330186263852e-16,0.3,4,9
0,0,5,27,7,4,4,2.8419448150672277e-16,0.4,4,9
0,0,5,27,7,4,4,2.8419448150672277e-16,0.5,4,9
0,0,5,27,7,5,4,0.6073371547477094,1.0,4,9
0,0,5,28,7,2,2,0.06802382170288435,0.1,4,9
0,0,5,28,7,2,2,0.06802382170288435,0.2,4,9
0,0,5,28,7,2,2,0.06802382170288435,0.3,4,9
0,0,5,28,7,3,2,0.09929773792684145,0.4,4,9
0,0,5,28,7,3,2,0.13996696447551357,0.5,4,9
0,0,5,28,7,5,2,0.6074163117471183,1.0,4,9
0,0,5,29,7,2,1,0.10667205481575165,0.1,4,9
0,0,5,29,7,2,1,0.10667205481575165,0.2,4,9
0,0,5,29,7,2,1,0.10667205481575165,0.3,4,9
0,0,5,29,7,3,1,0.09929773792684145,0.4,4,9
0,0,5,29,7,4,1,0.3333101909766001,0.5,4,9
0,0,5,29,7,5,1,0.6553660202229387,1.0,4,9
0,0,5,30,7,3,3,2.720769817174437e-16,0.1,4,9
0,0,5,30,7,3,3,2.720769817174437e-16,0.2,4,9
0,0,5,30,7,3,3,0.12383518298868076,0.3,4,9
0,0,5,30,7,3,3,0.12383518298868076,0.4,4,9
0,0,5,30,7,3,3,0.22585981302666103,0.5,4,9
0,0,5,30,7,4,3,0.4262178441044871,1.0,4,9
0,0,5,31,7,2,1,0.10667205481575165,0.1,4,9
0,0,5,31,7,2,1,0.10667205481575165,0.2,4,9
0,0,5,31,7,2,1,0.10667205481575165,0.3,4,9
0,0,5,31,7,3,1,0.09929773792684145,0.4,4,9
0,0,5,31,7,3,1,0.13996696447551357,0.5,4,9
0,0,5,31,7,5,1,0.5577056875025701,1.0,4,9
0,0,5,32,7,3,3,2.720769817174437e-16,0.1,4,9
0,0,5,32,7,3,3,2.720769817174437e-16,0.2,4,9
0,0,5,32,7,3,3,0.12383518298868076,0.3,4,9
0,0,5,32,7,3,3,0.12383518298868076,0.4,4,9
0,0,5,32,7,3,3,0.20148059088055137,0.5,4,9
0,0,5,32,7,4,3,0.4262178441044868,1.0,4,9
0,0,5,33,7,2,1,0.04599619386632037,0.1,4,9
0,0,5,33,7,2,1,0.04599619386632037,0.2,4,9
0,0,5,33,7,2,1,0.04599619386632037,0.3,4,9
0,0,5,33,7,2,1,0.04599619386632037,0.4,4,9
0,0,5,33,7,3,1,0.25482228094999143,0.5,4,9
0,0,5,33,7,4,1,0.4935223094873067,1.0,4,9
0,0,5,34,7,2,3,0.0024498883160456453,0.1,4,9
0,0,5,34,7,2,3,0.0024498883160456453,0.2,4,9
0,0,5,34,7,2,3,0.0024498883160456453,0.3,4,9
0,0,5,34,7,2,3,0.0024498883160456453,0.4,4,9
0,0,5,34,7,3,3,0.25482228094999143,0.5,4,9
0,0,5,34,7,4,3,0.49506008820042235,1.0,4,9
0,0,5,35,7,2,2,0.04599619386632037,0.1,4,9
0,0,5,35,7,2,2,0.04599619386632037,0.2,4,9
0,0,5,35,7,2,2,0.04599619386632037,0.3,4,9
0,0,5,35,7,2,2,0.04599619386632037,0.4,4,9
0,0,5,35,7,3,2,0.25482228094999193,0.5,4,9
0,0,5,35,7,4,2,0.42621784410448676,1.0,4,9
0,0,5,36,8,5,5,7.848995236050536e-16,0.1,4,9
0,0,5,36,8,5,5,7.848995236050536e-16,0.2,4,9
0,0,5,36,8,5,5,7.848995236050536e-16,0.3,4,9
0,0,5,36,8,5,5,7.861712603392163e-16,0.4,4,9
0,0,5,36,8,5,5,7.848995236050536e-16,0.5,4,9
0,0,5,36,8,5,5,7.848995236050536e-16,1.0,4,9
0,0,5,37,8,2,3,0.0024498883160458673,0.1,4,9
0,0,5,37,8,2,3,0.0024498883160458673,0.2,4,9
0,0,5,37,8,2,3,0.0024498883160458673,0.3,4,9
0,0,5,37,8,2,3,0.0024498883160458673,0.4,4,9
0,0,5,37,8,3,3,0.25482228094999143,0.5,4,9
0,0,5,37,8,5,3,0.5436613837522744,1.0,4,9
0,0,5,38,8,5,5,2.2127762537871876e-16,0.1,4,9
0,0,5,38,8,5,5,2.2127762537871876e-16,0.2,4,9
0,0,5,38,8,5,5,2.2127762537871876e-16,0.3,4,9
0,0,5,38,8,5,5,4.593396565191205e-16,0.4,4,9
0,0,5,38,8,5,5,2.2127762537871876e-16,0.5,4,9
0,0,5,38,8,5,5,2.2127762537871876e-16,1.0,4,9
0,0,5,39,8,3,3,2.720769817174437e-16,0.1,4,9
0,0,5,39,8,3,3,2.720769817174437e-16,0.2,4,9
0,0,5,39,8,3,3,2.720769817174437e-16,0.3,4,9
0,0,5,39,8,3,3,0.17023157557490531,0.4,4,9
0,0,5,39,8,4,3,0.33331019097660025,0.5,4,9
0,0,5,39,8,5,3,0.43856077140894234,1.0,4,9
0,0,5,40,8,2,1,0.10667205481575165,0.1,4,9
0,0,5,40,8,2,1,0.10667205481575165,0.2,4,9
0,0,5,40,8,2,1,0.10667205481575165,0.3,4,9
0,0,5,40,8,3,1,0.09929773792684145,0.4,4,9
0,0,5,40,8,3,1,0.13996696447551357,0.5,4,9
0,0,5,40,8,5,1,0.5577056875025701,1.0,4,9
0,0,5,41,8,2,2,0.10636029652210627,0.1,4,9
0,0,5,41,8,2,2,0.10636029652210627,0.2,4,9
0,0,5,41,8,3,2,0.12383518298868076,0.3,4,9
0,0,5,41,8,3,2,0.17023157557490531,0.4,4,9
0,0,5,41,8,4,2,0.3333101909766001,0.5,4,9
0,0,5,41,8,5,2,0.49908755279946343,1.0,4,9
0,0,5,42,8,3,3,2.720769817174437e-16,0.1,4,9
0,0,5,42,8,3,3,2.720769817174437e-16,0.2,4,9
0,0,5,42,8,3,3,2.720769817174437e-16,0.3,4,9
0,0,5,42,8,3,3,2.720769817174437e-16,0.4,4,9
0,0,5,42,8,3,3,0.2258598130266614,0.5,4,9
0,0,5,42,8,4,3,0.8059347476004156,1.0,4,9
0,0,5,43,8,2,2,0.06802382170288435,0.1,4,9
0,0,5,43,8,2,2,0.06802382170288435,0.2,4,9
0,0,5,43,8,2,2,0.06802382170288435,0.3,4,9
0,0,5,43,8,3,2,0.09929773792684145,0.4,4,9
0,0,5,43,8,3,2,0.1428959382465053,0.5,4,9
0,0,5,43,8,5,2,0.7902766297934469,1.0,4,9
0,0,5,44,8,2,1,0.04599619386632037,0.1,4,9
0,0,5,44,8,2,1,0.04599619386632037,0.2,4,9
0,0,5,44,8,3,1,0.12383518298868076,0.3,4,9
0,0,5,44,8,3,1,0.12383518298868076,0.4,4,9
0,0,5,44,8,3,1,0.25482228094999143,0.5,4,9
0,0,5,44,8,5,1,0.5389963908807003,1.0,4,9
0,0,5,45,8,3,3,2.5235705556691806e-16,0.1,4,9
0,0,5,45,8,3,3,2.5235705556691806e-16,0.2,4,9
0,0,5,45,8,3,3,0.12364152320575085,0.3,4,9
0,0,5,45,8,3,3,0.12364152320575085,0.4,4,9
0,0,5,45,8,3,3,0.25482228094999143,0.5,4,9
0,0,5,45,8,4,3,0.4950600882004222,1.0,4,9
0,0,5,46,8,2,2,0.04599619386632037,0.1,4,9
0,0,5,46,8,2,2,0.04599619386632037,0.2,4,9
0,0,5,46,8,3,2,0.12383518298868076,0.3,4,9
0,0,5,46,8,3,2,0.12383518298868076,0.4,4,9
0,0,5,46,8,3,2,0.25482228094999193,0.5,4,9
0,0,5,46,8,5,2,0.5389963908807002,1.0,4,9
0,0,5,47,9,5,5,7.848995236050536e-16,0.1,4,9
0,0,5,47,9,5,5,7.861712603392163e-16,0.2,4,9
0,0,5,47,9,5,5,7.848995236050536e-16,0.3,4,9
0,0,5,47,9,5,5,7.861712603392163e-16,0.4,4,9
0,0,5,47,9,5,5,7.861712603392163e-16,0.5,4,9
0,0,5,47,9,5,5,7.861712603392163e-16,1.0,4,9
0,0,5,48,9,3,3,2.720769817174437e-16,0.1,4,9
0,0,5,48,9,3,3,2.720769817174437e-16,0.2,4,9
0,0,5,48,9,3,3,2.720769817174437e-16,0.3,4,9
0,0,5,48,9,3,3,2.720769817174437e-16,0.4,4,9
0,0,5,48,9,3,3,0.25482228094999143,0.5,4,9
0,0,5,48,9,4,3,0.4935223094873063,1.0,4,9
0,0,5,49,9,5,5,2.2127762537871876e-16,0.1,4,9
0,0,5,49,9,5,5,4.593396565191205e-16,0.2,4,9
0,0,5,49,9,5,5,4.593396565191205e-16,0.3,4,9
0,0,5,49,9,5,5,4.593396565191205e-16,0.4,4,9
0,0,5,49,9,5,5,2.2127762537871876e-16,0.5,4,9
0,0,5,49,9,5,5,2.2127762537871876e-16,1.0,4,9
0,0,5,50,9,4,4,2.8419448150672277e-16,0.1,4,9
0,0,5,50,9,4,4,2.8419448150672277e-16,0.2,4,9
0,0,5,50,9,4,4,6.548330186263852e-16,0.3,4,9
0,0,5,50,9,4,4,2.8419448150672277e-16,0.4,4,9
0,0,5,50,9,4,4,0.3333101909766003,0.5,4,9
0,0,5,50,9,5,4,0.6073371547477094,1.0,4,9
0,0,5,51,9,2,2,0.06802382170288435,0.1,4,9
0,0,5,51,9,2,2,0.06802382170288435,0.2,4,9
0,0,5,51,9,2,2,0.06802382170288435,0.3,4,9
0,0,5,51,9,3,2,0.09929773792684145,0.4,4,9
0,0,5,51,9,4,2,0.33331019097660025,0.5,4,9
0,0,5,51,9,5,2,0.6553660202229384,1.0,4,9
0,0,5,52,9,3,3,2.720769817174437e-16,0.1,4,9
0,0,5,52,9,3,3,2.720769817174437e-16,0.2,4,9
0,0,5,52,9,3,3,2.720769817174437e-16,0.3,4,9
0,0,5,52,9,3,3,2.720769817174437e-16,0.4,4,9
0,0,5,52,9,3,3,0.20148059088055173,0.5,4,9
0,0,5,52,9,5,3,0.5577056875025698,1.0,4,9
0,0,5,53,9,2,2,0.04599619386632037,0.1,4,9
0,0,5,53,9,2,2,0.04599619386632037,0.2,4,9
0,0,5,53,9,3,2,0.12383518298868076,0.3,4,9
0,0,5,53,9,3,2,0.12383518298868076,0.4,4,9
0,0,5,53,9,3,2,0.25482228094999143,0.5,4,9
0,0,5,53,9,5,2,0.5389963908807002,1.0,4,9
0,0,5,54,9,5,5,4.2648410325314905e-16,0.1,4,9
0,0,5,54,9,5,5,2.0840368448877447e-16,0.2,4,9
0,0,5,54,9,5,5,4.2648410325314905e-16,0.3,4,9
0,0,5,54,9,5,5,5.077163416829175e-16,0.4,4,9
0,0,5,54,9,5,5,5.077163416829175e-16,0.5,4,9
0,0,5,54,9,5,5,4.2648410325314905e-16,1.0,4,9
0,0,5,55,9,5,5,7.861712603392163e-16,0.1,4,9
0,0,5,55,9,5,5,7.848995236050536e-16,0.2,4,9
0,0,5,55,9,5,5,7.848995236050536e-16,0.3,4,9
0,0,5,55,9,5,5,8.776033212410304e-16,0.4,4,9
0,0,5,55,9,5,5,7.861712603392163e-16,0.5,4,9
0,0,5,55,9,5,5,7.848995236050536e-16,1.0,4,9
0,0,5,56,9,2,2,0.04599619386632037,0.1,4,9
0,0,5,56,9,2,2,0.04599619386632037,0.2,4,9
0,0,5,56,9,3,2,0.12383518298868076,0.3,4,9
0,0,5,56,9,3,2,0.12383518298868076,0.4,4,9
0,0,5,56,9,3,2,0.25482228094999193,0.5,4,9
0,0,5,56,9,5,2,0.5389963908807002,1.0,4,9
0,0,5,57,10,5,5,7.861712603392163e-16,0.1,4,9
0,0,5,57,10,5,5,7.861712603392163e-16,0.2,4,9
0,0,5,57,10,5,5,7.848995236050536e-16,0.3,4,9
0,0,5,57,10,5,5,7.848995236050536e-16,0.4,4,9
0,0,5,57,10,5,5,7.848995236050536e-16,0.5,4,9
0,0,5,57,10,5,5,7.861712603392163e-16,1.0,4,9
0,0,5,58,10,4,4,1.5066038744315945e-15,0.1,4,9
0,0,5,58,10,4,4,1.5066038744315945e-15,0.2,4,9
0,0,5,58,10,4,4,1.0232534922950302e-15,0.3,4,9
0,0,5,58,10,4,4,1.0232534922950302e-15,0.4,4,9
0,0,5,58,10,4,4,1.5066038744315945e-15,0.5,4,9
0,0,5,58,10,5,4,0.6073371547477093,1.0,4,9
0,0,5,59,10,5,5,2.2127762537871876e-16,0.1,4,9
0,0,5,59,10,5,5,2.2127762537871876e-16,0.2,4,9
0,0,5,59,10,5,5,4.593396565191205e-16,0.3,4,9
0,0,5,59,10,5,5,4.593396565191205e-16,0.4,4,9
0,0,5,59,10,5,5,4.593396565191205e-16,0.5,4,9
0,0,5,59,10,5,5,2.2127762537871876e-16,1.0,4,9
0,0,5,60,10,5,5,7.861712603392163e-16,0.1,4,9
0,0,5,60,10,5,5,7.861712603392163e-16,0.2,4,9
0,0,5,60,10,5,5,7.848995236050536e-16,0.3,4,9
0,0,5,60,10,5,5,7.861712603392163e-16,0.4,4,9
0,0,5,60,10,5,5,7.848995236050536e-16,0.5,4,9
0,0,5,60,10,5,5,0.6073371547477096,1.0,4,9
0,0,5,61,10,4,4,6.548330186263852e-16,0.1,4,9
0,0,5,61,10,4,4,2.8419448150672277e-16,0.2,4,9
0,0,5,61,10,4,4,2.8419448150672277e-16,0.3,4,9
0,0,5,61,10,4,4,2.8419448150672277e-16,0.4,4,9
0,0,5,61,10,4,4,0.33331019097660025,0.5,4,9
0,0,5,61,10,5,4,0.4385607714089423,1.0,4,9
0,0,5,62,10,2,2,0.10667205481575165,0.1,4,9
0,0,5,62,10,2,2,0.10667205481575165,0.2,4,9
0,0,5,62,10,2,2,0.10667205481575165,0.3,4,9
0,0,5,62,10,3,2,0.09929773792684145,0.4,4,9
0,0,5,62,10,4,2,0.33331019097660025,0.5,4,9
0,0,5,62,10,5,2,0.5577056875025701,1.0,4,9
0,0,5,63,10,4,4,6.548330186263852e-16,0.1,4,9
0,0,5,63,10,4,4,6.548330186263852e-16,0.2,4,9
0,0,5,63,10,4,4,6.548330186263852e-16,0.3,4,9
0,0,5,63,10,4,4,6.548330186263852e-16,0.4,4,9
0,0,5,63,10,4,4,0.33331019097660025,0.5,4,9
0,0,5,63,10,5,4,0.6073371547477094,1.0,4,9
0,0,5,64,10,3,3,2.720769817174437e-16,0.1,4,9
0,0,5,64,10,3,3,2.720769817174437e-16,0.2,4,9
0,0,5,64,10,3,3,2.720769817174437e-16,0.3,4,9
0,0,5,64,10,3,3,2.720769817174437e-16,0.4,4,9
0,0,5,64,10,3,3,0.20148059088055137,0.5,4,9
0,0,5,64,10,5,3,0.5389963908807003,1.0,4,9
0,0,5,65,10,2,2,0.04599619386632037,0.1,4,9
0,0,5,65,10,2,2,0.04599619386632037,0.2,4,9
0,0,5,65,10,3,2,0.12383518298868076,0.3,4,9
0,0,5,65,10,3,2,0.12383518298868076,0.4,4,9
0,0,5,65,10,3,2,0.25482228094999143,0.5,4,9
0,0,5,65,10,5,2,0.5389963908807003,1.0,4,9
0,0,5,66,10,3,3,2.720769817174437e-16,0.1,4,9
0,0,5,66,10,3,3,2.720769817174437e-16,0.2,4,9
0,0,5,66,10,3,3,0.12383518298868076,0.3,4,9
0,0,5,66,10,3,3,0.12383518298868076,0.4,4,9
0,0,5,66,10,3,3,0.25482228094999193,0.5,4,9
0,0,5,66,10,5,3,0.5389963908807003,1.0,4,9
0,0,5,67,11,5,5,7.848995236050536e-16,0.1,4,9
0,0,5,67,11,5,5,7.861712603392163e-16,0.2,4,9
0,0,5,67,11,5,5,7.861712603392163e-16,0.3,4,9
0,0,5,67,11,5,5,7.848995236050536e-16,0.4,4,9
0,0,5,67,11,5,5,7.848995236050536e-16,0.5,4,9
0,0,5,67,11,5,5,8.776033212410304e-16,1.0,4,9
0,0,5,68,11,4,4,6.548330186263852e-16,0.1,4,9
0,0,5,68,11,4,4,2.8419448150672277e-16,0.2,4,9
0,0,5,68,11,4,4,6.548330186263852e-16,0.3,4,9
0,0,5,68,11,4,4,2.8419448150672277e-16,0.4,4,9
0,0,5,68,11,4,4,2.8419448150672277e-16,0.5,4,9
0,0,5,68,11,5,4,0.5131122327307328,1.0,4,9
0,0,5,69,11,5,5,2.2127762537871876e-16,0.1,4,9
0,0,5,69,11,5,5,4.593396565191205e-16,0.2,4,9
0,0,5,69,11,5,5,4.593396565191205e-16,0.3,4,9
0,0,5,69,11,5,5,2.2127762537871876e-16,0.4,4,9
0,0,5,69,11,5,5,4.593396565191205e-16,0.5,4,9
0,0,5,69,11,5,5,2.2127762537871876e-16,1.0,4,9
0,0,5,70,11,4,4,2.8419448150672277e-16,0.1,4,9
0,0,5,70,11,4,4,6.548330186263852e-16,0.2,4,9
0,0,5,70,11,4,4,6.548330186263852e-16,0.3,4,9
0,0,5,70,11,4,4,6.548330186263852e-16,0.4,4,9
0,0,5,70,11,4,4,0.3333101909766001,0.5,4,9
0,0,5,70,11,5,4,0.6073371547477094,1.0,4,9
0,0,5,71,11,3,3,2.720769817174437e-16,0.1,4,9
0,0,5,71,11,3,3,2.720769817174437e-16,0.2,4,9
