,racimo_id,avg_vol,avg_vol_anynan,nan_counts,no_nan_counts,val_1,val_2,val_dist
75,VID_20220217_104307,2.3896915943300088,,2,16,1.83565,1.90314,2
76,VID_20220217_105141,2.431595698169581,,9,25,1.88431,1.94861,2
77,VID_20220217_104826,2.289233023855512,,10,24,1.90626,1.91267,2
78,VID_20220217_105442,2.3379605009710427,,7,19,61.3554,1.90648,2
79,VID_20220217_105114,1.982392176222714,,4,13,1.85135,1.87975,2
80,VID_20220217_112047,3.3821734976347653,,17,30,56.7655,1.91126,2
81,VID_20220217_101459,2.5203141315023196,,11,12,1.93215,1.97228,2
82,VID_20220217_101621,2.2489483895741413,,4,29,1.91244,1.9225,2
83,VID_20220217_104034,3.092061019140602,,10,28,1.88612,1.93308,2
84,VID_20220217_112117,3.189331152063164,,6,14,1.81455,1.87904,2
85,VID_20220217_105415,2.8438251397784637,,9,24,1.89682,2.00051,2
86,VID_20220217_101930,6.130702068192217e-05,,5,24,0.0541639,0.0553189,2
87,VID_20220217_111735,2.020124136483568,,5,20,2.10662,2.04715,2
88,VID_20220217_112310,3.8930617146194035,,7,29,1.91743,1.96644,2
89,VID_20220217_111803,3.5651639549114127,,14,43,1.8155,1.87702,2
90,VID_20220217_111542,2.880490095930839,,7,11,1.84389,1.86783,2
91,VID_20220217_111836,2.695012321937989,,9,19,1.87997,1.92685,2
92,VID_20220217_102337,2.42257032077888,,3,19,1.90256,1.94708,2
93,VID_20220217_102733,2.7525665411018645,,7,23,1.93138,1.97085,2
94,VID_20220217_102525,1.7712299786820471,,4,15,1.77999,1.87156,2
95,VID_20220217_111639,2.062518048551071,,5,19,1.91486,1.96804,2
96,VID_20220217_111509,3.0802920370226015,,5,11,1.95087,1.98336,2
97,VID_20220217_104935,2.601646370436952,,2,10,1.80686,1.85828,2
98,VID_20220217_104242,3.143550724810758,,5,15,1.85823,1.94042,2
