track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
0,0,baya,0,0,0,VID_20220217_105956_F0.png,711,227,19.774,4.51812,4.70297,-nan,-nan,-1,-nan,-nan,NULL,NULL
0,1,baya,0,0,0,VID_20220217_105956_F3.png,668,463,0,0,0,512.663,2538.11,2080.92,470.244,2552.39,NULL,NULL
1,0,baya,-3.04637,-7.64431,56.9969,VID_20220217_105956_F0.png,882,343,26.4008,1.28913,1.54855,881.317,343.647,0.940724,891.293,367.007,NULL,NULL
1,1,baya,-3.04637,-7.64431,56.9969,VID_20220217_105956_F3.png,798,566,0,0,0,799.02,566.088,1.02375,791.052,585.673,NULL,NULL
2,0,baya,-9.50003,-9.18166,56.8768,VID_20220217_105956_F0.png,706,303,18.7673,1.85505,2.70528,706.859,304.5,1.72883,726.278,322.013,NULL,NULL
2,1,baya,-9.50003,-9.18166,56.8768,VID_20220217_105956_F3.png,655,519,0,0,0,656.539,519.084,1.5416,650.853,539.936,NULL,NULL
3,0,baya,-15.4911,-9.69435,55.9069,VID_20220217_105956_F0.png,535,285,23.3122,1.47184,2.31258,537.811,287.342,3.65876,561.1,300.942,NULL,NULL
3,1,baya,-15.4911,-9.69435,55.9069,VID_20220217_105956_F3.png,508,500,0,0,0,511.541,500.242,3.5494,508.131,522.069,NULL,NULL
4,0,baya,-12.5288,-13.2255,57.4987,VID_20220217_105956_F0.png,626,203,21.1549,0,0,628.727,206.202,4.20562,647.098,224.298,NULL,NULL
4,1,baya,-12.5288,-13.2255,57.4987,VID_20220217_105956_F3.png,592,433,0,0,0,593.721,433.647,1.83907,588.951,455.631,NULL,NULL
5,0,val_2,-21.1054,-14.9794,58.3172,VID_20220217_105956_F0.png,402,163,0,2.92722,3.12627,407.528,167.723,7.27034,429.006,181.948,NULL,1.89783
5,1,val_2,-21.1054,-14.9794,58.3172,VID_20220217_105956_F3.png,384,350,0,0,0,389.198,351.927,5.54332,387.66,374.853,NULL,1.89783
6,0,baya,-4.01743,-6.93253,56.0228,VID_20220217_105956_F0.png,853,358,23.6358,2.25453,2.63281,853.266,358.515,0.579511,867.013,380.651,NULL,NULL
6,1,baya,-4.01743,-6.93253,56.0228,VID_20220217_105956_F3.png,772,587,0,0,0,772.099,586.874,0.160499,764.385,606.638,NULL,NULL
7,0,baya,-9.96276,-7.20306,55.5637,VID_20220217_105956_F0.png,687,349,23.1482,2.03261,2.1492,688.005,350.071,1.46869,710.407,365.185,NULL,NULL
7,1,baya,-9.96276,-7.20306,55.5637,VID_20220217_105956_F3.png,635,566,0,0,0,636.599,565.828,1.60836,631.109,586.585,NULL,NULL
8,0,baya,-5.11845,-3.87201,56.2001,VID_20220217_105956_F0.png,823,437,21.3591,2.02997,2.26207,823.522,437.128,0.537289,845.318,452.514,NULL,NULL
8,1,baya,-5.11845,-3.87201,56.2001,VID_20220217_105956_F3.png,741,621,0,0,0,740.95,620.667,0.337207,733.867,639.95,NULL,NULL
9,0,baya,-7.91815,-8.50704,57.312,VID_20220217_105956_F0.png,751,322,21.0553,0,0,751.203,323.129,1.14656,769.462,341.434,NULL,NULL
9,1,baya,-7.91815,-8.50704,57.312,VID_20220217_105956_F3.png,692,529,0,0,0,693.412,529.067,1.4138,687.218,549.482,NULL,NULL
10,0,keypoint,-17.8814,1.44327,54.8674,VID_20220217_105956_F0.png,459,574,0,0.932672,1.41709,462.832,573.579,3.85507,490.736,571.477,NULL,NULL
10,1,keypoint,-17.8814,1.44327,54.8674,VID_20220217_105956_F3.png,450,661,0,0,0,454.006,659.697,4.21231,452.5,679.592,NULL,NULL
11,0,baya,-14.3752,-10.99,56.4107,VID_20220217_105956_F0.png,569,254,18.5149,2.95506,3.0371,571.996,256.641,3.99412,593.627,272.073,NULL,NULL
11,1,baya,-14.3752,-10.99,56.4107,VID_20220217_105956_F3.png,539,477,0,0,0,541.562,477.404,2.59415,537.622,499.309,NULL,NULL
12,0,baya,-4.98662,-5.54544,56.1516,VID_20220217_105956_F0.png,827,394,23.68,1.75365,2.21377,827.007,394.327,0.327502,845.298,413.308,NULL,NULL
12,1,baya,-4.98662,-5.54544,56.1516,VID_20220217_105956_F3.png,747,600,0,0,0,747.584,599.843,0.604457,740.339,619.449,NULL,NULL
13,0,baya,-8.68554,-9.76749,58.0013,VID_20220217_105956_F0.png,732,293,20.6235,0,0,733.402,294.509,2.06026,751,312.976,NULL,NULL
13,1,baya,-8.68554,-9.76749,58.0013,VID_20220217_105956_F3.png,681,497,0,0,0,681.448,497.101,0.459471,675.527,517.744,NULL,NULL
14,0,baya,0,0,0,VID_20220217_105956_F0.png,944,371,0,1.62905,2.16876,-nan,-nan,-1,-nan,-nan,NULL,NULL
14,1,baya,0,0,0,VID_20220217_105956_F3.png,224,512,608.632,0.108791,10532.6,512.663,2538.11,2046.57,470.244,2552.39,NULL,NULL
15,0,cal_2,-11.4391,-15.3178,59.6352,VID_20220217_105956_F0.png,666,164,0,1.36817,2.01935,668.782,167.725,4.64933,684.193,186.982,NULL,NULL
15,1,cal_2,-11.4391,-15.3178,59.6352,VID_20220217_105956_F3.png,633,372,0,0,0,634.056,373.01,1.46094,628.892,394.867,NULL,NULL
16,0,baya,-12.1939,-5.24104,56.4441,VID_20220217_105956_F0.png,629,402,21.63,0,0,631.587,402.791,2.70482,656.588,412.818,NULL,NULL
16,1,baya,-12.1939,-5.24104,56.4441,VID_20220217_105956_F3.png,588,571,0,0,0,588.79,570.688,0.849487,584.419,591.111,NULL,NULL
17,0,baya,0,0,0,VID_20220217_105956_F0.png,699,399,23.8137,1.7313,2.12017,-nan,-nan,-1,-nan,-nan,NULL,NULL
17,1,baya,0,0,0,VID_20220217_105956_F3.png,637,596,0,0,0,512.663,2538.11,1946.09,470.244,2552.39,NULL,NULL
18,0,baya,-10.4859,-13.2613,57.6235,VID_20220217_105956_F0.png,682,203,20.0524,1.79526,2.0571,683.906,206.024,3.57452,700.439,225.535,NULL,NULL
18,1,baya,-10.4859,-13.2613,57.6235,VID_20220217_105956_F3.png,642,440,0,0,0,643.343,440.494,1.43141,637.799,462.224,NULL,NULL
19,0,val_1,-22.0529,-14.936,58.1853,VID_20220217_105956_F0.png,375,163,0,1.47166,2.1294,381.257,167.957,7.98232,403.114,181.771,1.89737,NULL
19,1,val_1,-22.0529,-14.936,58.1853,VID_20220217_105956_F3.png,359,348,0,0,0,364.497,350.021,5.85659,363.331,373.023,1.89737,NULL
20,0,baya,0,0,0,VID_20220217_105956_F0.png,765,353,19.0373,0,0,-nan,-nan,-1,-nan,-nan,NULL,NULL
20,1,baya,0,0,0,VID_20220217_105956_F3.png,696,577,0,0,0,512.663,2538.11,1969.66,470.244,2552.39,NULL,NULL
21,0,baya,-12.9161,-5.58188,54.8446,VID_20220217_105956_F0.png,600,389,22.0912,0,0,601.683,390.002,1.9585,627.391,400.369,NULL,NULL
21,1,baya,-12.9161,-5.58188,54.8446,VID_20220217_105956_F3.png,561,588,0,0,0,563.766,587.588,2.79616,559.552,608.492,NULL,NULL
22,0,baya,-6.265,-8.61451,56.6787,VID_20220217_105956_F0.png,793,317,20.457,0,0,793.632,318.034,1.21128,809.571,338.485,NULL,NULL
22,1,baya,-6.265,-8.61451,56.6787,VID_20220217_105956_F3.png,728,544,0,0,0,728.323,543.95,0.327233,721.423,564.286,NULL,NULL
23,0,baya,-13.5906,-12.5551,56.634,VID_20220217_105956_F0.png,593,215,20.9914,0,0,594.819,218.133,3.62279,614.74,235.306,NULL,NULL
23,1,baya,-13.5906,-12.5551,56.634,VID_20220217_105956_F3.png,559,452,0,0,0,562.493,452.601,3.54444,558.127,474.744,NULL,NULL
24,0,baya,0,0,0,VID_20220217_105956_F0.png,591,325,18.2036,0,0,-nan,-nan,-1,-nan,-nan,NULL,NULL
24,1,baya,0,0,0,VID_20220217_105956_F3.png,555,525,0,0,0,512.663,2538.11,2013.56,470.244,2552.39,NULL,NULL
25,0,keypoint,-4.95282,0.34051,53.74,VID_20220217_105956_F0.png,821,545,0,2.70401,3.06888,821.852,544.958,0.853137,850.367,543.129,NULL,NULL
25,1,keypoint,-4.95282,0.34051,53.74,VID_20220217_105956_F3.png,726,713,0,0,0,725.807,711.946,1.07136,718.568,730.799,NULL,NULL
26,0,keypoint,-2.07733,-2.58153,56.1948,VID_20220217_105956_F0.png,907,470,0,2.5665,2.70078,906.632,470.033,0.3692,923.768,489.904,NULL,NULL
26,1,keypoint,-2.07733,-2.58153,56.1948,VID_20220217_105956_F3.png,802,649,0,0,0,802.665,648.802,0.693677,794.529,667.35,NULL,NULL
