,track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
82,41,0,val_1,8.15918,1.78164,35.7139,VID_20220324_172826_F10.png,1319,613,0.0,0.0,0.0,1317.37,613.095,1.63022,1278.19,605.108,,
83,41,1,val_1,8.15918,1.78164,35.7139,VID_20220324_172826_F-1.png,1264,652,0.0,0.0,0.0,1262.8,651.394,1.34544,1208.53,660.557,,
84,42,0,keypoint,10.0824,1.89634,36.072,VID_20220324_172826_F10.png,1393,617,0.0,0.0,0.0,1390.49,616.685,2.52479,1351.47,609.833,,
85,42,1,keypoint,10.0824,1.89634,36.072,VID_20220324_172826_F-1.png,1370,653,0.0,0.0,0.0,1367.73,652.495,2.32626,1310.97,661.82,,
86,43,0,keypoint,10.201,-0.17893,36.0522,VID_20220324_172826_F10.png,1398,540,0.0,0.0,0.0,1395.43,539.757,2.58503,1355.7,540.408,,
87,43,1,keypoint,10.201,-0.17893,36.0522,VID_20220324_172826_F-1.png,1361,541,0.0,0.0,0.0,1358.92,541.303,2.09888,1302.38,553.026,,
88,44,0,cal_1,8.67804,-8.41464,35.7956,VID_20220324_172826_F10.png,1340,230,0.0,0.0,0.0,1337.39,232.081,3.33917,1308.66,258.083,,
89,44,1,cal_1,8.67804,-8.41464,35.7956,VID_20220324_172826_F-1.png,1223,118,0.0,0.0,0.0,1221.09,120.645,3.26515,1169.32,140.902,,
90,45,0,cal_2,8.56913,-6.31775,35.8302,VID_20220324_172826_F10.png,1335,309,0.0,0.0,0.0,1332.7,310.634,2.82163,1300.52,332.779,,
91,45,1,cal_2,8.56913,-6.31775,35.8302,VID_20220324_172826_F-1.png,1233,230,0.0,0.0,0.0,1231.37,231.54,2.23985,1178.99,249.598,,
92,46,0,keypoint,10.5319,-6.21274,35.9422,VID_20220324_172826_F10.png,1413,314,0.0,0.0,0.0,1409.86,315.275,3.39342,1375.53,334.176,,
93,46,1,keypoint,10.5319,-6.21274,35.9422,VID_20220324_172826_F-1.png,1333,209,0.0,0.0,0.0,1330.43,211.39,3.50985,1275.02,229.936,,
94,47,0,keypoint,10.6379,-8.30651,35.9063,VID_20220324_172826_F10.png,1418,235,0.0,0.0,0.0,1414.5,237.077,4.06959,1383.06,259.995,,
95,47,1,keypoint,10.6379,-8.30651,35.9063,VID_20220324_172826_F-1.png,1323,91,0.0,0.0,0.0,1319.95,94.5558,4.68722,1265.12,115.371,,
96,48,0,keypoint,-8.54333,-9.08224,33.6853,VID_20220324_172826_F10.png,626,184,0.0,0.0,0.0,626.838,185.892,2.06907,655.974,214.803,,
97,48,1,keypoint,-8.54333,-9.08224,33.6853,VID_20220324_172826_F-1.png,616,278,0.0,0.0,0.0,616.71,278.552,0.89982,582.615,297.082,,
98,49,0,keypoint,-8.73587,-6.98838,33.6986,VID_20220324_172826_F10.png,618,268,0.0,0.0,0.0,618.797,269.112,1.36783,651.989,293.897,,
99,49,1,keypoint,-8.73587,-6.98838,33.6986,VID_20220324_172826_F-1.png,623,356,0.0,0.0,0.0,623.671,356.486,0.828564,588.687,373.125,,
100,50,0,keypoint,-8.12656,-7.00073,35.5471,VID_20220324_172826_F10.png,662,282,0.0,0.0,0.0,662.66,283.067,1.25461,693.189,307.617,,
101,50,1,keypoint,-8.12656,-7.00073,35.5471,VID_20220324_172826_F-1.png,698,352,0.0,0.0,0.0,698.446,352.353,0.568825,663.99,368.086,,
102,51,0,keypoint,-7.92664,-9.09797,35.5487,VID_20220324_172826_F10.png,670,203,0.0,0.0,0.0,670.73,204.197,1.40186,697.199,232.556,,
103,51,1,keypoint,-7.92664,-9.09797,35.5487,VID_20220324_172826_F-1.png,692,275,0.0,0.0,0.0,692.626,276.052,1.22385,658.972,293.569,,
104,52,0,keypoint,11.1316,2.57934,36.2502,VID_20220324_172826_F10.png,1433,642,0.0,0.0,0.0,1429.98,641.531,3.05407,1391.49,633.205,,
105,52,1,keypoint,11.1316,2.57934,36.2502,VID_20220324_172826_F-1.png,1436,688,0.0,0.0,0.0,1432.88,687.204,3.21527,1374.54,695.919,,
106,53,0,keypoint,10.9252,4.62421,35.8292,VID_20220324_172826_F10.png,1430,720,0.0,0.0,0.0,1426.9,718.959,3.27029,1390.08,704.413,,
107,53,1,keypoint,10.9252,4.62421,35.8292,VID_20220324_172826_F-1.png,1427,805,0.0,0.0,0.0,1423.76,803.517,3.56684,1364.77,809.892,,
108,54,0,keypoint,12.8842,4.77654,35.5863,VID_20220324_172826_F10.png,1513,727,0.0,0.0,0.0,1508.73,725.86,4.41663,1470.99,712.8,,
109,54,1,keypoint,12.8842,4.77654,35.5863,VID_20220324_172826_F-1.png,1536,825,0.0,0.0,0.0,1530.86,822.864,5.5702,1467.75,829.479,,
