track_id,X,Y,Z
1,-0.0249995,0.411134,1.17044
4,-0.0655598,0.11668,1.10403
6,0.034444,0.355942,1.13031
9,0.00766337,0.031219,1.13785
11,0.229135,-0.128092,1.17064
12,0.0217621,-0.0590972,1.16086
15,0.000993717,0.271466,1.11673
16,-0.0437197,0.0608624,1.10857
18,0.082069,0.246274,1.13789
19,0.0520443,0.304112,1.15326
20,-0.04051,-0.0726987,1.18469
23,-0.0345366,-0.135154,1.18472
25,-0.0514289,0.361598,1.13792
26,0.276308,-0.0420606,1.17243
30,0.0456643,-0.142407,1.13199
32,0.0100285,0.145124,1.10186
38,-0.0645608,0.18022,1.11972
42,-0.0851886,0.0918962,1.16368
47,-0.0733009,0.164115,1.17664
54,-0.0819566,0.277769,1.20827
59,0.125635,-0.173171,1.21466
62,0.0442516,0.195504,1.12827
66,0.0884802,0.181415,1.16378
71,0.188063,-0.150532,1.13473
73,0.115108,-0.0419082,1.13167
74,-0.0435102,-0.231711,1.23773
75,-0.0566346,0.119303,1.11131
77,0.134519,0.0794019,1.22446
80,0.209991,-0.0766025,1.14451
83,-0.0678226,0.297382,1.13481
