track_id,X,Y,Z
10,-0.326499,0.338099,3.27552
13,-0.446246,-0.125997,3.41686
15,0.414072,0.27139,3.34649
20,-0.836151,-0.0746157,3.25251
31,0.0390336,-0.0119978,3.32883
33,-0.114936,-0.0974621,3.26703
34,-1.10118,-0.0765404,3.38502
35,0.27424,-0.158934,3.46787
42,-1.28764,-0.0918029,3.52523
43,-1.44468,0.0545951,3.50173
44,-0.728642,0.234113,3.29719
45,-1.31397,0.00553431,3.4044
47,0.166448,-0.145581,3.30603
51,-0.680588,-0.0907492,3.28063
84,-0.152405,0.0551404,3.17615
86,0.416283,-0.196259,3.51687
94,-0.334882,0.348798,3.28974
95,-0.23113,0.179245,3.23582
97,-0.9942,0.0661685,3.33123
98,-0.614348,0.331853,3.36675
100,-0.560095,0.193968,3.24328
102,0.150916,-0.297864,3.44502
105,-1.40354,0.180302,3.58148
106,0.329423,0.375579,3.52997
107,-1.23601,0.163226,3.38998
