track_id,X,Y,Z
3,0.368863,1.75256,6.60711
5,0.469262,-0.308596,6.75743
6,0.853666,0.276213,6.49837
8,0.357421,0.99751,6.35145
9,-0.693398,-0.360506,6.71015
12,0.60201,0.798389,6.77434
18,-0.418562,1.08092,6.38613
21,1.20126,0.185277,6.41095
22,0.978581,-0.0923,6.26511
28,0.92683,-1.06603,7.06365
31,0.317701,-0.0954413,6.1109
32,-0.60434,-0.657908,6.85798
33,1.34478,-0.285051,6.32685
57,0.943032,0.525705,6.72164
59,-0.459738,0.210464,6.58235
69,1.42039,0.103607,6.74215
76,1.22313,-0.545667,6.97483
81,1.38562,-0.825291,7.00939
83,0.927922,-0.878251,6.5633
