track_id,X,Y,Z
10,-0.121647,0.124984,1.22046
13,-0.166433,-0.0468694,1.27195
15,0.154703,0.101042,1.24714
20,-0.311113,-0.027811,1.21013
31,0.0140425,-0.00431092,1.24476
33,-0.0425129,-0.0363328,1.21544
34,-0.409841,-0.0278448,1.26
35,0.102374,-0.0592457,1.29308
42,-0.479373,-0.0343708,1.31279
43,-0.538329,0.019975,1.30414
44,-0.27159,0.0874146,1.22796
45,-0.489171,0.00225958,1.26793
47,0.0621902,-0.0537332,1.23067
51,-0.253794,-0.0331408,1.22139
84,-0.0563791,0.0214654,1.18162
86,0.156092,-0.0729074,1.31052
94,-0.124454,0.128485,1.22635
95,-0.0861891,0.0679965,1.20462
97,-0.370173,0.0245216,1.2408
98,-0.229283,0.123984,1.25505
100,-0.20938,0.0721222,1.2114
102,0.0570907,-0.110737,1.28429
105,-0.523648,0.0667124,1.33397
106,0.12379,0.139869,1.31497
107,-0.459583,0.061575,1.25932
