track_id,X,Y,Z
1,-0.0319386,0.52079,1.48296
4,-0.0811719,0.148591,1.40334
6,0.0441877,0.450777,1.4317
9,0.00955541,0.0383863,1.44273
11,0.289246,-0.160949,1.47516
12,0.0274626,-0.0745773,1.46904
15,0.0011941,0.343752,1.41478
16,-0.0560479,0.0769637,1.4047
18,0.104259,0.311769,1.43998
19,0.0645702,0.385581,1.46135
20,-0.0518716,-0.0917402,1.49954
23,-0.0444192,-0.17078,1.49833
25,-0.0656108,0.457936,1.44138
26,0.35058,-0.0537043,1.48173
30,0.0569306,-0.179336,1.43193
32,0.0127721,0.183803,1.39648
38,-0.0823709,0.228128,1.41819
42,-0.105633,0.117638,1.47594
47,-0.0943377,0.207245,1.49228
55,-0.105018,0.430282,1.53122
56,-0.109177,0.260819,1.50827
59,0.162538,-0.219681,1.5386
62,0.0553027,0.248315,1.43058
66,0.114509,0.228569,1.46988
71,0.237198,-0.191084,1.43393
73,0.146064,-0.052681,1.43176
74,-0.0541578,-0.29276,1.55839
75,-0.0743957,0.15132,1.40789
77,0.170946,0.0993264,1.54708
80,0.26409,-0.0982281,1.45098
