track_id,X,Y,Z
3,0.380485,1.82206,6.85701
5,0.51338,-0.323019,7.22996
6,0.910077,0.274327,6.92548
8,0.358763,1.03326,6.56887
9,-0.720573,-0.372058,6.97068
12,0.60553,0.810067,6.91053
18,-0.432566,1.12583,6.63004
21,1.25561,0.189009,6.69214
22,1.02705,-0.0949093,6.53843
28,0.961083,-1.10707,7.34738
31,0.333802,-0.0954414,6.35256
32,-0.62787,-0.68075,7.11824
33,1.40035,-0.295208,6.58289
57,0.978216,0.550566,6.99616
59,-0.479282,0.216312,6.86195
69,1.47642,0.101114,6.97289
76,1.27707,-0.569158,7.24133
81,1.43907,-0.855619,7.28345
83,0.967097,-0.91045,6.81781
