track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
0,0,baya,-1.72361,-7.08977,50.5065,VID_20220217_102300_F0.png,911,334,26.6177,3.1878,3.41405,910.995,334.682,0.681599,918.179,362.257,NULL,NULL
0,1,baya,-1.72361,-7.08977,50.5065,VID_20220217_102300_F-1.png,834,462,0,0,0,834.061,462.073,0.094942,823.332,482.509,NULL,NULL
1,0,keypoint,-10.822,0.0390487,48.383,VID_20220217_102300_F0.png,618,537,0,0,0,619.854,537.033,1.85455,651.6,536.926,NULL,NULL
1,1,keypoint,-10.822,0.0390487,48.383,VID_20220217_102300_F-1.png,603,577,0,0,0,604.325,576.594,1.3861,598.007,597.486,NULL,NULL
2,0,keypoint,-3.15362,1.95014,50.7427,VID_20220217_102300_F0.png,868,591,0,0,0,867.952,590.96,0.062175,893.697,576.105,NULL,NULL
2,1,keypoint,-3.15362,1.95014,50.7427,VID_20220217_102300_F-1.png,789,613,0,0,0,789.257,612.868,0.288505,778.957,631.471,NULL,NULL
3,0,val_2,-14.3239,-14.2619,51.8503,VID_20220217_102300_F0.png,535,137,0,0,0,539.089,141.639,6.18373,560.081,161.143,NULL,1.86583
3,1,val_2,-14.3239,-14.2619,51.8503,VID_20220217_102300_F-1.png,545,243,0,0,0,547.843,245.789,3.98275,543.315,268.918,NULL,1.86583
4,0,baya,-5.89849,-6.08748,49.2348,VID_20220217_102300_F0.png,779,358,25.5225,2.36389,2.54365,779.396,358.662,0.771713,801.105,379.569,NULL,NULL
4,1,baya,-5.89849,-6.08748,49.2348,VID_20220217_102300_F-1.png,725,477,0,0,0,725.605,477.194,0.635222,716.717,498.44,NULL,NULL
5,0,baya,-10.2369,-5.87269,49.2564,VID_20220217_102300_F0.png,643,364,26.3638,2.29921,2.65784,644.191,364.99,1.54874,671.24,379.47,NULL,NULL
5,1,baya,-10.2369,-5.87269,49.2564,VID_20220217_102300_F-1.png,622,461,0,0,0,624.089,461.543,2.15812,617.504,483.329,NULL,NULL
6,0,baya,-2.23884,-5.33423,50.3712,VID_20220217_102300_F0.png,896,384,26.0415,3.19067,3.10678,895.143,384.094,0.862471,906.944,410.331,NULL,NULL
6,1,baya,-2.23884,-5.33423,50.3712,VID_20220217_102300_F-1.png,817,494,0,0,0,818.132,494.441,1.21453,807.584,514.59,NULL,NULL
7,0,baya,-1.71223,-10.2358,53.5068,VID_20220217_102300_F0.png,914,260,25.6291,3.03025,3.64663,914.261,261.689,1.70929,918.997,288.109,NULL,NULL
7,1,baya,-1.71223,-10.2358,53.5068,VID_20220217_102300_F-1.png,858,368,0,0,0,857.807,368.317,0.370951,847.623,388.737,NULL,NULL
8,0,keypoint,-6.4465,3.65009,48.4665,VID_20220217_102300_F0.png,758,644,0,0,0,759.112,643.82,1.1266,786.69,629.249,NULL,NULL
8,1,keypoint,-6.4465,3.65009,48.4665,VID_20220217_102300_F-1.png,701,656,0,0,0,700.936,655.115,0.887805,691.967,674.521,NULL,NULL
9,0,baya,0,0,0,VID_20220217_102300_F0.png,731,347,24.0285,2.51348,2.78265,-nan,-nan,-1,-nan,-nan,NULL,NULL
9,1,baya,0,0,0,VID_20220217_102300_F-1.png,692,460,0,0,0,155.951,2244.42,1863.2,105.746,2274.96,NULL,NULL
10,0,baya,-3.07044,-8.70277,50.3514,VID_20220217_102300_F0.png,870,287,25.041,0,0,869.748,288.146,1.17374,879.897,314.99,NULL,NULL
10,1,baya,-3.07044,-8.70277,50.3514,VID_20220217_102300_F-1.png,803,426,0,0,0,803.722,426.404,0.827381,793.627,447.499,NULL,NULL
11,0,val_1,-17.0809,-14.2006,51.2779,VID_20220217_102300_F0.png,447,134,0,3.44976,3.9088,451.769,138.951,6.87444,474.803,156.82,1.84678,NULL
