track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
0,0,keypoint,-18.283,1.53293,58.2647,VID_20220217_111254_F0.png,478,574,0,0,0,481.432,573.586,3.45652,507.702,571.531,NULL,NULL
0,1,keypoint,-18.283,1.53293,58.2647,VID_20220217_111254_F3.png,491,557,0,0,0,494.41,556.764,3.4177,492.529,577.047,NULL,NULL
1,0,baya,-14.5622,-9.46915,59.0246,VID_20220217_111254_F0.png,582,304,22.5364,2.04253,2.88534,584.463,305.939,3.13483,606.28,319.176,NULL,NULL
1,1,baya,-14.5622,-9.46915,59.0246,VID_20220217_111254_F3.png,569,395,0,0,0,571.531,396.046,2.73847,567.478,418.476,NULL,NULL
2,0,val_1,-22.2796,-14.7124,60.6739,VID_20220217_111254_F0.png,394,184,0,0,0,399.394,188.329,6.91686,420.519,201.347,1.83907,NULL
2,1,val_1,-22.2796,-14.7124,60.6739,VID_20220217_111254_F3.png,382,236,0,0,0,387.811,239.531,6.7998,386.497,263.277,1.83907,NULL
3,0,baya,-7.7247,-10.3685,61.7847,VID_20220217_111254_F0.png,771,294,18.0602,1.56106,1.82922,771.374,295.347,1.39757,786.227,313.949,NULL,NULL
3,1,baya,-7.7247,-10.3685,61.7847,VID_20220217_111254_F3.png,751,373,0,0,0,751.985,373.71,1.21427,745.409,395.124,NULL,NULL
4,0,cal_1,-13.844,-15.1792,62.4618,VID_20220217_111254_F0.png,620,184,0,0,0,622.977,187.566,4.64522,639.548,204.52,NULL,NULL
4,1,cal_1,-13.844,-15.1792,62.4618,VID_20220217_111254_F3.png,610,246,0,0,0,612.13,248.575,3.34154,607.579,271.581,NULL,NULL
5,0,baya,-5.7012,-10.5649,62.6553,VID_20220217_111254_F0.png,824,293,21.22,2.84803,3.18238,823.648,294.196,1.24701,835.29,314.328,NULL,NULL
5,1,baya,-5.7012,-10.5649,62.6553,VID_20220217_111254_F3.png,803,367,0,0,0,804.116,367.699,1.31668,796.881,388.754,NULL,NULL
6,0,baya,-9.15814,-9.30285,59.9219,VID_20220217_111254_F0.png,727,312,22.1603,2.33705,2.99668,728.661,313.359,2.14604,746.643,330.405,NULL,NULL
6,1,baya,-9.15814,-9.30285,59.9219,VID_20220217_111254_F3.png,706,411,0,0,0,706.131,411.409,0.429754,699.997,433.129,NULL,NULL
7,0,baya,-13.9468,-7.9874,58.0064,VID_20220217_111254_F0.png,592,337,22.7985,2.11572,2.80677,594.107,338.515,2.59468,617.085,350.795,NULL,NULL
7,1,baya,-13.9468,-7.9874,58.0064,VID_20220217_111254_F3.png,577,438,0,0,0,579.419,438.676,2.51132,575.168,460.937,NULL,NULL
8,0,baya,-13.1666,-11.1363,59.4278,VID_20220217_111254_F0.png,621,265,20.7183,1.6583,2.34455,623.105,267.291,3.11127,642.839,282.866,NULL,NULL
8,1,baya,-13.1666,-11.1363,59.4278,VID_20220217_111254_F3.png,605,367,0,0,0,607.234,368.207,2.53921,602.533,390.867,NULL,NULL
9,0,baya,0,0,0,VID_20220217_111254_F0.png,641,293,0,2.19824,2.45113,-nan,-nan,-1,-nan,-nan,NULL,NULL
9,1,baya,0,0,0,VID_20220217_111254_F3.png,64,-771,1302.06,0.207187,66506,345.242,2746.14,3528.37,298.437,2768.34,NULL,NULL
10,0,baya,-5.19832,-8.52977,60.496,VID_20220217_111254_F0.png,831,333,20.2111,0,0,831.428,333.787,0.89601,844.641,354.019,NULL,NULL
10,1,baya,-5.19832,-8.52977,60.496,VID_20220217_111254_F3.png,801,434,0,0,0,801.035,434.158,0.162089,793.5,455.127,NULL,NULL
11,0,keypoint,-2.19715,-2.2379,60.6562,VID_20220217_111254_F0.png,908,483,0,0,0,907.775,482.996,0.225508,925.515,499.857,NULL,NULL
11,1,keypoint,-2.19715,-2.2379,60.6562,VID_20220217_111254_F3.png,856,539,0,0,0,856.221,539.051,0.226845,847.939,558.17,NULL,NULL
12,0,val_2,-21.3586,-14.7648,60.8782,VID_20220217_111254_F0.png,419,184,0,0,0,424.525,188.261,6.9772,445.279,201.649,NULL,1.867
12,1,val_2,-21.3586,-14.7648,60.8782,VID_20220217_111254_F3.png,408,237,0,0,0,412.746,240.382,5.82799,411.068,264.064,NULL,1.867
13,0,keypoint,-13.697,-1.393,57.5484,VID_20220217_111254_F0.png,596,501,0,1.46108,2.07009,597.835,501.183,1.84417,624.388,503.703,NULL,NULL
13,1,keypoint,-13.697,-1.393,57.5484,VID_20220217_111254_F3.png,584,547,0,0,0,585.971,546.887,1.97453,581.985,567.684,NULL,NULL
14,0,baya,-10.9456,-11.5351,61.7387,VID_20220217_111254_F0.png,689,266,18.9889,2.17316,2.97884,691.099,268.085,2.95785,708.223,284.925,NULL,NULL
14,1,baya,-10.9456,-11.5351,61.7387,VID_20220217_111254_F3.png,676,338,0,0,0,676.822,339.142,1.40657,671.37,361.157,NULL,NULL
15,0,baya,0,0,0,VID_20220217_111254_F0.png,694,367,0,1.11552,1.40996,-nan,-nan,-1,-nan,-nan,NULL,NULL
15,1,baya,0,0,0,VID_20220217_111254_F3.png,93,-319,995.889,0.139665,29757.6,345.242,2746.14,3075.5,298.437,2768.34,NULL,NULL
16,0,keypoint,0,0,0,VID_20220217_111254_F0.png,834,554,0,0,0,-nan,-nan,-1,-nan,-nan,NULL,NULL
16,1,keypoint,0,0,0,VID_20220217_111254_F3.png,780,604,0,0,0,345.242,2746.14,2185.81,298.437,2768.34,NULL,NULL
17,0,baya,-12.4277,-12.2377,60.6021,VID_20220217_111254_F0.png,647,244,21.8916,2.59236,2.82626,648.427,246.445,2.83151,666.487,263.04,NULL,NULL
17,1,baya,-12.4277,-12.2377,60.6021,VID_20220217_111254_F3.png,631,334,0,0,0,633.547,335.51,2.96103,628.548,358.105,NULL,NULL
18,0,baya,-13.3014,-2.26267,60.5566,VID_20220217_111254_F0.png,624,482,17.6119,0,0,626.031,482.323,2.05609,651.036,486.292,NULL,NULL
18,1,baya,-13.3014,-2.26267,60.5566,VID_20220217_111254_F3.png,614,492,0,0,0,614.989,492.149,1.00058,610.901,512.478,NULL,NULL
19,0,baya,0,0,0,VID_20220217_111254_F0.png,905,312,22.3233,2.51507,2.87973,-nan,-nan,-1,-nan,-nan,NULL,NULL
19,1,baya,0,0,0,VID_20220217_111254_F3.png,878,404,0,0,0,345.242,2746.14,2401.97,298.437,2768.34,NULL,NULL
20,0,baya,0,0,0,VID_20220217_111254_F0.png,869,379,20.4944,2.53627,3.07009,-nan,-nan,-1,-nan,-nan,NULL,NULL
20,1,baya,0,0,0,VID_20220217_111254_F3.png,847,458,0,0,0,345.242,2746.14,2342.51,298.437,2768.34,NULL,NULL
21,0,cal_2,-11.8949,-15.2895,62.8963,VID_20220217_111254_F0.png,670,184,0,0,0,672.928,187.458,4.53096,687.923,205.444,NULL,NULL
21,1,cal_2,-11.8949,-15.2895,62.8963,VID_20220217_111254_F3.png,662,248,0,0,0,663.085,250.29,2.53391,657.826,273.07,NULL,NULL
22,0,baya,-3.30151,-9.36271,61.2715,VID_20220217_111254_F0.png,881,316,20.6848,3.10901,3.42479,880.648,316.861,0.929578,888.985,338.922,NULL,NULL
22,1,baya,-3.30151,-9.36271,61.2715,VID_20220217_111254_F3.png,850,418,0,0,0,850.56,418.28,0.625632,842.379,439.053,NULL,NULL
23,0,baya,0,0,0,VID_20220217_111254_F0.png,887,283,17.5171,2.63253,3.15229,-nan,-nan,-1,-nan,-nan,NULL,NULL
23,1,baya,0,0,0,VID_20220217_111254_F3.png,871,359,0,0,0,345.242,2746.14,2444.35,298.437,2768.34,NULL,NULL
24,0,val_1,-24.0848,-14.6143,60.3365,VID_20220217_111254_F0.png,344,184,0,1.68752e-07,4.70836e-43,350.286,188.715,7.85748,372.049,201.038,NULL,NULL
24,1,val_1,-24.0848,-14.6143,60.3365,VID_20220217_111254_F3.png,332,233,0,0,0,339.333,236.912,8.31116,338.735,260.755,NULL,NULL
25,0,baya,-8.16235,-6.30044,59.3033,VID_20220217_111254_F0.png,751,383,22.3009,0,0,752.003,383.603,1.1704,772.506,398.371,NULL,NULL
25,1,baya,-8.16235,-6.30044,59.3033,VID_20220217_111254_F3.png,723,473,0,0,0,723.046,473.098,0.108753,716.645,494.127,NULL,NULL
26,0,baya,0,0,0,VID_20220217_111254_F0.png,655,336,0,6.86636e-44,1.58347e-43,-nan,-nan,-1,-nan,-nan,NULL,NULL
26,1,baya,0,0,0,VID_20220217_111254_F3.png,21,10,752.285,0.0837016,12826.7,345.242,2746.14,2755.28,298.437,2768.34,NULL,NULL
27,0,baya,0,0,0,VID_20220217_111254_F0.png,727,281,0,0,0,-nan,-nan,-1,-nan,-nan,NULL,NULL
27,1,baya,0,0,0,VID_20220217_111254_F3.png,28,644,713.843,0.155149,10959.1,345.242,2746.14,2125.94,298.437,2768.34,NULL,NULL
28,0,baya,0,0,0,VID_20220217_111254_F0.png,861,283,0,1.41439e+19,-3.45734e+14,-nan,-nan,-1,-nan,-nan,NULL,NULL
28,1,baya,0,0,0,VID_20220217_111254_F3.png,237,-273,887.931,0.104175,21091.3,345.242,2746.14,3021.08,298.437,2768.34,NULL,NULL
29,0,baya,-11.1915,-9.04998,58.5844,VID_20220217_111254_F0.png,669,313,23.0269,1.03719e-08,3.0851e-41,669.99,314.466,1.76865,690.377,329.849,NULL,NULL
29,1,baya,-11.1915,-9.04998,58.5844,VID_20220217_111254_F3.png,647,425,0,0,0,648.952,425.662,2.06079,643.538,447.827,NULL,NULL
30,0,val_2,-19.5449,-14.8381,61.315,VID_20220217_111254_F0.png,469,185,0,1.05617e-05,-1.13937e+14,473.798,189.024,6.26249,493.751,203.159,NULL,NULL
30,1,val_2,-19.5449,-14.8381,61.315,VID_20220217_111254_F3.png,458,239,0,0,0,461.964,242.168,5.07452,459.577,265.691,NULL,NULL
31,0,baya,-7.23221,-9.28758,60.556,VID_20220217_111254_F0.png,780,315,22.7438,2.5785e-09,3.0851e-41,779.969,316.051,1.05147,795.553,334.726,NULL,NULL
