,subnube1,tamaño_subnube1,subnube2,tamaño_subnube2,matcheos,rmse,radio,giros
0,0,5,0,5,2,0.007490732232171338,0.1,4
1,0,5,0,5,2,0.007490732232171338,0.2,4
2,0,5,0,5,2,0.007490732232171338,0.3,4
3,0,5,0,5,2,0.007490732232171338,0.4,4
4,0,5,0,5,2,0.007490732232171338,0.5,4
5,0,5,0,5,4,0.5866405693555726,1.0,4
6,0,5,1,5,2,0.08286197099456782,0.1,4
7,0,5,1,5,2,0.08286197099456782,0.2,4
8,0,5,1,5,2,0.08286197099456782,0.3,4
9,0,5,1,5,2,0.08286197099456782,0.4,4
10,0,5,1,5,3,0.10362269281605996,0.5,4
11,0,5,1,5,4,0.6204410900834906,1.0,4
12,0,5,2,6,2,0.07512300735107746,0.1,4
13,0,5,2,6,2,0.07512300735107746,0.2,4
14,0,5,2,6,2,0.07512300735107746,0.3,4
15,0,5,2,6,2,0.07512300735107746,0.4,4
16,0,5,2,6,3,0.10362269281605994,0.5,4
17,0,5,2,6,4,0.5839516546528581,1.0,4
18,0,5,3,5,2,0.014515671917268214,0.1,4
19,0,5,3,5,2,0.014515671917268214,0.2,4
20,0,5,3,5,2,0.014515671917268214,0.3,4
21,0,5,3,5,2,0.014515671917268214,0.4,4
22,0,5,3,5,2,0.014515671917268214,0.5,4
23,0,5,3,5,4,0.6158731543041281,1.0,4
24,0,5,4,5,2,0.07512300735107746,0.1,4
25,0,5,4,5,2,0.07512300735107746,0.2,4
26,0,5,4,5,2,0.07512300735107746,0.3,4
27,0,5,4,5,2,0.07512300735107746,0.4,4
28,0,5,4,5,2,0.07512300735107746,0.5,4
29,0,5,4,5,4,0.7588788819474472,1.0,4
30,0,5,5,5,2,0.08286197099456782,0.1,4
31,0,5,5,5,2,0.08286197099456782,0.2,4
32,0,5,5,5,3,0.23928477324604053,0.3,4
33,0,5,5,5,3,0.23928477324604053,0.4,4
34,0,5,5,5,3,0.10362269281605907,0.5,4
35,0,5,5,5,4,0.39222297717967414,1.0,4
36,0,5,6,5,2,0.014515671917268214,0.1,4
37,0,5,6,5,2,0.014515671917268214,0.2,4
38,0,5,6,5,2,0.014515671917268214,0.3,4
39,0,5,6,5,2,0.014515671917268214,0.4,4
40,0,5,6,5,2,0.014515671917268214,0.5,4
41,0,5,6,5,4,0.6158731543041281,1.0,4
42,0,5,7,5,2,0.07512300735107746,0.1,4
43,0,5,7,5,2,0.07512300735107746,0.2,4
44,0,5,7,5,2,0.07512300735107746,0.3,4
45,0,5,7,5,2,0.07512300735107746,0.4,4
46,0,5,7,5,3,0.10362269281605996,0.5,4
47,0,5,7,5,4,0.5839516546528581,1.0,4
48,0,5,8,6,2,0.007490732232171338,0.1,4
49,0,5,8,6,2,0.007490732232171338,0.2,4
50,0,5,8,6,2,0.007490732232171338,0.3,4
51,0,5,8,6,2,0.007490732232171338,0.4,4
52,0,5,8,6,2,0.007490732232171338,0.5,4
53,0,5,8,6,4,0.5866405693555725,1.0,4
54,0,5,9,6,2,0.08286197099456782,0.1,4
55,0,5,9,6,2,0.08286197099456782,0.2,4
56,0,5,9,6,2,0.08286197099456782,0.3,4
57,0,5,9,6,2,0.08286197099456782,0.4,4
58,0,5,9,6,3,0.10362269281605994,0.5,4
59,0,5,9,6,4,0.6204410900834907,1.0,4
60,0,5,10,6,2,0.014515671917268214,0.1,4
61,0,5,10,6,2,0.014515671917268214,0.2,4
62,0,5,10,6,2,0.014515671917268214,0.3,4
63,0,5,10,6,2,0.014515671917268214,0.4,4
64,0,5,10,6,3,0.2768821504684405,0.5,4
65,0,5,10,6,4,0.6158731543041281,1.0,4
66,1,5,0,5,2,0.11163043854027999,0.1,4
67,1,5,0,5,3,0.0722225252249625,0.2,4
68,1,5,0,5,3,0.07222252522496232,0.3,4
69,1,5,0,5,3,0.07222252522496236,0.4,4
70,1,5,0,5,3,0.07222252522496236,0.5,4
71,1,5,0,5,4,0.5634630387905285,1.0,4
72,1,5,1,5,2,0.0362591997778835,0.1,4
73,1,5,1,5,2,0.0362591997778835,0.2,4
74,1,5,1,5,2,0.0362591997778835,0.3,4
75,1,5,1,5,2,0.0362591997778835,0.4,4
76,1,5,1,5,3,0.22748465653595312,0.5,4
77,1,5,1,5,4,0.5515913617450069,1.0,4
78,1,5,2,6,2,0.0362591997778835,0.1,4
79,1,5,2,6,2,0.16569048998663438,0.2,4
80,1,5,2,6,2,0.16569048998663438,0.3,4
81,1,5,2,6,2,0.16569048998663438,0.4,4
82,1,5,2,6,3,0.28510742228647123,0.5,4
83,1,5,2,6,5,0.5608996545068732,1.0,4
84,1,5,3,5,2,0.10460549885518311,0.1,4
85,1,5,3,5,3,0.07222252522496232,0.2,4
86,1,5,3,5,3,0.07222252522496232,0.3,4
87,1,5,3,5,3,0.22937932848756207,0.4,4
88,1,5,3,5,4,0.3261829020596773,0.5,4
89,1,5,3,5,4,0.5634630387905287,1.0,4
90,1,5,4,5,0,inf,0.1,4
91,1,5,4,5,2,0.16569048998663438,0.2,4
92,1,5,4,5,2,0.16569048998663438,0.3,4
93,1,5,4,5,2,0.16569048998663438,0.4,4
94,1,5,4,5,2,0.16569048998663438,0.5,4
95,1,5,4,5,4,0.6760952811910461,1.0,4
96,1,5,5,5,2,0.0362591997778835,0.1,4
97,1,5,5,5,2,0.0362591997778835,0.2,4
98,1,5,5,5,2,0.0362591997778835,0.3,4
99,1,5,5,5,2,0.0362591997778835,0.4,4
100,1,5,5,5,3,0.22748465653595312,0.5,4
101,1,5,5,5,5,0.560899654506871,1.0,4
102,1,5,6,5,2,0.10460549885518311,0.1,4
103,1,5,6,5,3,0.07222252522496243,0.2,4
104,1,5,6,5,3,0.07222252522496236,0.3,4
105,1,5,6,5,3,0.22937932848756204,0.4,4
106,1,5,6,5,4,0.32618290205967715,0.5,4
107,1,5,6,5,4,0.5634630387905287,1.0,4
108,1,5,7,5,2,0.0362591997778835,0.1,4
109,1,5,7,5,2,0.16569048998663438,0.2,4
110,1,5,7,5,2,0.16569048998663438,0.3,4
111,1,5,7,5,3,0.2293793284875621,0.4,4
112,1,5,7,5,3,0.2851074222864712,0.5,4
113,1,5,7,5,4,0.6095450834128987,1.0,4
114,1,5,8,6,2,0.11163043854027999,0.1,4
115,1,5,8,6,3,0.07222252522496232,0.2,4
116,1,5,8,6,3,0.0722225252249625,0.3,4
117,1,5,8,6,3,0.07222252522496232,0.4,4
118,1,5,8,6,4,0.32618290205967776,0.5,4
119,1,5,8,6,4,0.6127977541922273,1.0,4
120,1,5,9,6,2,0.0362591997778835,0.1,4
121,1,5,9,6,2,0.0362591997778835,0.2,4
122,1,5,9,6,2,0.0362591997778835,0.3,4
123,1,5,9,6,3,0.22937932848756204,0.4,4
124,1,5,9,6,3,0.22748465653595318,0.5,4
125,1,5,9,6,5,0.5608996545068715,1.0,4
126,1,5,10,6,2,0.10460549885518311,0.1,4
127,1,5,10,6,3,0.07222252522496232,0.2,4
128,1,5,10,6,3,0.07222252522496232,0.3,4
129,1,5,10,6,3,0.07222252522496232,0.4,4
130,1,5,10,6,3,0.06675053372211884,0.5,4
131,1,5,10,6,4,0.5634630387905286,1.0,4
132,2,5,0,5,3,0.07222252522496243,0.1,4
133,2,5,0,5,3,0.07222252522496243,0.2,4
134,2,5,0,5,3,0.07222252522496235,0.3,4
135,2,5,0,5,3,0.07222252522496236,0.4,4
136,2,5,0,5,3,0.07222252522496232,0.5,4
137,2,5,0,5,3,0.3914854108573121,1.0,4
138,2,5,1,5,2,0.0030290993736483696,0.1,4
139,2,5,1,5,2,0.0030290993736483696,0.2,4
140,2,5,1,5,2,0.0030290993736483696,0.3,4
141,2,5,1,5,2,0.0030290993736483696,0.4,4
142,2,5,1,5,3,0.28510742228647123,0.5,4
143,2,5,1,5,4,0.615456827038479,1.0,4
144,2,5,2,6,2,0.05887681238033704,0.1,4
145,2,5,2,6,2,0.15495587897199703,0.2,4
