track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
0,0,baya,-5.32484,-6.66164,50.4782,VID_20220217_104715_F0.png,801,346,22.7543,1.82678,1.98128,801.385,346.725,0.820449,820.383,368.904,NULL,NULL
0,1,baya,-5.32484,-6.66164,50.4782,VID_20220217_104715_F-1.png,722,456,0,0,0,722.579,456.249,0.630442,712.683,476.638,NULL,NULL
1,0,baya,-9.98541,-7.24619,50.2971,VID_20220217_104715_F0.png,657,328,23.2045,1.61982,1.96782,658.475,329.386,2.02449,683.192,346.123,NULL,NULL
1,1,baya,-9.98541,-7.24619,50.2971,VID_20220217_104715_F-1.png,610,424,0,0,0,611.96,424.708,2.08341,604.33,446.211,NULL,NULL
2,0,val_2,-18.5007,-13.2031,51.6702,VID_20220217_104715_F0.png,408,165,0,0,0,413.448,169.635,7.15274,437.645,185.748,NULL,1.87256
2,1,val_2,-18.5007,-13.2031,51.6702,VID_20220217_104715_F-1.png,407,247,0,0,0,412.149,250.246,6.0866,408.57,274.044,NULL,1.87256
3,0,baya,-3.63951,-7.57402,50.9531,VID_20220217_104715_F0.png,854,322,25.5,2.81293,2.99454,853.699,322.823,0.876224,866.755,348.177,NULL,NULL
3,1,baya,-3.63951,-7.57402,50.9531,VID_20220217_104715_F-1.png,766,443,0,0,0,766.943,443.362,1.01028,756.301,463.512,NULL,NULL
4,0,val_1,-21.2215,-13.0485,51.2002,VID_20220217_104715_F0.png,319,165,0,0,0,326.774,170.599,9.58096,352.33,185.262,1.83652,NULL
4,1,val_1,-21.2215,-13.0485,51.2002,VID_20220217_104715_F-1.png,331,240,0,0,0,338.019,243.784,7.97344,335.863,267.873,1.83652,NULL
5,0,keypoint,-16.0448,2.7584,48.0773,VID_20220217_104715_F0.png,447,619,0,0,0,450.81,618.11,3.91234,482.296,613.059,NULL,NULL
5,1,keypoint,-16.0448,2.7584,48.0773,VID_20220217_104715_F-1.png,452,579,0,0,0,456.19,578.54,4.21484,452.608,599.198,NULL,NULL
6,0,baya,-6.55271,-5.60703,49.8305,VID_20220217_104715_F0.png,761,374,25.9114,2.52297,2.70698,761.43,374.6,0.738696,784.851,393.301,NULL,NULL
