,track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
0,0,0,keypoint,-10.3972,-1.41743,35.9322,VID_20220324_170214_F0.png,516,479,0.0,0.0,0.0,518.967,479.337,2.98565,561.322,484.725,,
1,0,1,keypoint,-10.3972,-1.41743,35.9322,VID_20220324_170214_F-1.png,565,546,0.0,0.0,0.0,567.241,545.985,2.24096,534.685,547.867,,
2,1,0,keypoint,-10.4049,0.695985,35.7991,VID_20220324_170214_F0.png,514,564,0.0,0.0,0.0,516.982,563.742,2.99335,559.792,561.07,,
3,1,1,keypoint,-10.4049,0.695985,35.7991,VID_20220324_170214_F-1.png,562,611,0.0,0.0,0.0,564.377,610.365,2.45983,531.582,610.001,,
4,2,0,keypoint,-8.98908,0.788522,37.1693,VID_20220324_170214_F0.png,590,567,0.0,0.0,0.0,591.947,566.283,2.07492,633.113,562.913,,
5,2,1,keypoint,-8.98908,0.788522,37.1693,VID_20220324_170214_F-1.png,628,611,0.0,0.0,0.0,629.49,611.14,1.49605,596.74,610.77,,
6,3,0,keypoint,-8.96566,-1.31737,37.2685,VID_20220324_170214_F0.png,592,485,0.0,0.0,0.0,593.902,485.213,1.91346,634.678,490.803,,
7,3,1,keypoint,-8.96566,-1.31737,37.2685,VID_20220324_170214_F-1.png,630,547,0.0,0.0,0.0,631.389,547.008,1.38906,598.844,548.734,,
8,4,0,keypoint,-10.2904,-4.10515,35.9808,VID_20220324_170214_F0.png,521,371,0.0,0.0,0.0,524.125,372.349,3.4034,563.775,387.109,,
9,4,1,keypoint,-10.2904,-4.10515,35.9808,VID_20220324_170214_F-1.png,567,464,0.0,0.0,0.0,569.265,464.533,2.32706,537.156,469.214,,
10,5,0,keypoint,-10.3842,-2.01291,35.9691,VID_20220324_170214_F0.png,517,455,0.0,0.0,0.0,519.974,455.667,3.04818,561.897,463.25,,
11,5,1,keypoint,-10.3842,-2.01291,35.9691,VID_20220324_170214_F-1.png,566,528,0.0,0.0,0.0,568.224,527.944,2.22476,535.762,530.451,,
12,6,0,keypoint,-8.91072,-1.9073,37.2419,VID_20220324_170214_F0.png,594,462,0.0,0.0,0.0,595.903,462.472,1.96078,636.233,470.528,,
13,6,1,keypoint,-8.91072,-1.9073,37.2419,VID_20220324_170214_F-1.png,630,529,0.0,0.0,0.0,631.386,528.969,1.38628,598.875,531.285,,
14,7,0,keypoint,-8.82311,-4.00461,37.3005,VID_20220324_170214_F0.png,598,381,0.0,0.0,0.0,600.089,381.998,2.31478,637.586,397.879,,
15,7,1,keypoint,-8.82311,-4.00461,37.3005,VID_20220324_170214_F-1.png,632,465,0.0,0.0,0.0,633.426,465.462,1.49866,601.259,469.816,,
16,8,0,keypoint,-9.89014,-9.49571,35.9354,VID_20220324_170214_F0.png,537,153,0.0,0.0,0.0,540.678,157.139,5.53757,571.511,184.763,,
17,8,1,keypoint,-9.89014,-9.49571,35.9354,VID_20220324_170214_F-1.png,570,299,0.0,0.0,0.0,572.758,301.24,3.55324,542.113,311.108,,
18,9,0,keypoint,-10.1964,-7.42281,36.0928,VID_20220324_170214_F0.png,526,238,0.0,0.0,0.0,529.488,241.108,4.67219,563.894,264.48,,
19,9,1,keypoint,-10.1964,-7.42281,36.0928,VID_20220324_170214_F-1.png,570,364,0.0,0.0,0.0,572.491,365.182,2.75714,541.316,373.1,,
20,10,0,keypoint,-8.80665,-7.32302,37.4836,VID_20220324_170214_F0.png,600,253,0.0,0.0,0.0,602.537,255.861,3.82389,634.045,280.309,,
21,10,1,keypoint,-8.80665,-7.32302,37.4836,VID_20220324_170214_F-1.png,635,366,0.0,0.0,0.0,636.675,366.693,1.8128,605.419,374.082,,
22,11,0,keypoint,-8.49481,-9.39944,37.315,VID_20220324_170214_F0.png,611,171,0.0,0.0,0.0,613.743,174.84,4.71895,641.343,203.337,,
23,11,1,keypoint,-8.49481,-9.39944,37.315,VID_20220324_170214_F-1.png,635,301,0.0,0.0,0.0,636.965,302.7,2.59832,606.16,311.949,,
24,12,0,cal_1,-8.30266,-3.89426,38.7859,VID_20220324_170214_F0.png,633,391,0.0,0.0,0.0,634.613,391.969,1.88182,670.467,407.661,,
25,12,1,cal_1,-8.30266,-3.89426,38.7859,VID_20220324_170214_F-1.png,682,470,0.0,0.0,0.0,682.876,470.141,0.8872,651.165,474.135,,
26,13,0,cal_2,-8.3846,-1.79587,38.7926,VID_20220324_170214_F0.png,630,469,0.0,0.0,0.0,631.426,469.524,1.51917,670.143,477.262,,
27,13,1,cal_2,-8.3846,-1.79587,38.7926,VID_20220324_170214_F-1.png,682,533,0.0,0.0,0.0,682.824,532.761,0.858007,650.833,534.823,,
28,14,0,keypoint,-7.56153,-1.73248,40.5369,VID_20220324_170214_F0.png,676,474,0.0,0.0,0.0,676.898,474.62,1.09163,713.832,482.517,,
29,14,1,keypoint,-7.56153,-1.73248,40.5369,VID_20220324_170214_F-1.png,743,535,0.0,0.0,0.0,743.347,534.534,0.581339,711.831,536.406,,
30,15,0,keypoint,-7.51611,-3.8303,40.6061,VID_20220324_170214_F0.png,678,400,0.0,0.0,0.0,679.104,400.677,1.29533,712.807,416.704,,
31,15,1,keypoint,-7.51611,-3.8303,40.6061,VID_20220324_170214_F-1.png,744,473,0.0,0.0,0.0,744.382,473.14,0.407021,713.167,476.805,,
32,16,0,keypoint,-5.41937,4.2261,41.6406,VID_20220324_170214_F0.png,763,682,0.0,0.0,0.0,763.51,681.34,0.833643,792.598,660.174,,
33,16,1,keypoint,-5.41937,4.2261,41.6406,VID_20220324_170214_F-1.png,820,710,0.0,0.0,0.0,820.292,709.505,0.574468,788.166,706.465,,
34,17,0,keypoint,-5.12016,6.12261,40.8122,VID_20220324_170214_F0.png,770,752,0.0,0.0,0.0,770.713,750.897,1.31325,794.857,723.957,,
35,17,1,keypoint,-5.12016,6.12261,40.8122,VID_20220324_170214_F-1.png,808,771,0.0,0.0,0.0,808.544,769.611,1.49177,775.969,764.949,,
36,18,0,keypoint,-3.30408,6.14607,41.5634,VID_20220324_170214_F0.png,841,749,0.0,0.0,0.0,841.309,747.82,1.22025,858.808,717.446,,
37,18,1,keypoint,-3.30408,6.14607,41.5634,VID_20220324_170214_F-1.png,868,771,0.0,0.0,0.0,868.196,770.063,0.956898,835.109,765.636,,
38,19,0,keypoint,-3.58668,4.24875,42.2996,VID_20220324_170214_F0.png,833,680,0.0,0.0,0.0,833.172,679.842,0.233836,856.596,653.95,,
39,19,1,keypoint,-3.58668,4.24875,42.2996,VID_20220324_170214_F-1.png,877,710,0.0,0.0,0.0,877.119,709.243,0.766619,844.466,706.378,,
40,20,0,keypoint,-5.5271,1.61561,41.9999,VID_20220324_170214_F0.png,761,591,0.0,0.0,0.0,761.28,591.011,0.279876,796.382,581.436,,
41,20,1,keypoint,-5.5271,1.61561,41.9999,VID_20220324_170214_F-1.png,824,631,0.0,0.0,0.0,824.12,630.677,0.344624,792.207,629.784,,
42,21,0,keypoint,-5.46751,3.69847,41.7876,VID_20220324_170214_F0.png,762,663,0.0,0.0,0.0,762.443,662.732,0.518164,792.889,643.514,,
43,21,1,keypoint,-5.46751,3.69847,41.7876,VID_20220324_170214_F-1.png,822,694,0.0,0.0,0.0,822.263,693.326,0.723177,790.216,690.724,,
44,22,0,keypoint,-3.66211,3.71056,42.5253,VID_20220324_170214_F0.png,831,661,0.0,0.0,0.0,831.139,660.938,0.152457,856.511,636.95,,
45,22,1,keypoint,-3.66211,3.71056,42.5253,VID_20220324_170214_F-1.png,880,693,0.0,0.0,0.0,880.091,692.38,0.626733,847.579,689.95,,
46,23,0,keypoint,-3.71229,1.65142,42.7487,VID_20220324_170214_F0.png,830,591,0.0,0.0,0.0,830.028,591.246,0.247292,862.857,577.618,,
47,23,1,keypoint,-3.71229,1.65142,42.7487,VID_20220324_170214_F-1.png,882,630,0.0,0.0,0.0,882.029,629.573,0.428445,849.671,628.774,,
48,24,0,val_1,10.0538,-1.50883,41.6601,VID_20220324_170214_F0.png,1339,483,0.0,0.0,0.0,1334.09,483.966,5.00312,1297.63,489.072,2.0971,
49,24,1,val_1,10.0538,-1.50883,41.6601,VID_20220324_170214_F-1.png,1245,492,0.0,0.0,0.0,1242.49,491.972,2.51187,1201.86,494.569,2.0971,
50,25,0,val_1,10.0444,0.571521,41.3958,VID_20220324_170214_F0.png,1341,556,0.0,0.0,0.0,1336.11,555.665,4.90234,1299.06,553.698,,
51,25,1,val_1,10.0444,0.571521,41.3958,VID_20220324_170214_F-1.png,1243,571,0.0,0.0,0.0,1240.53,570.76,2.47865,1199.44,571.721,,
52,26,0,keypoint,11.7585,0.458127,40.5536,VID_20220324_170214_F0.png,1416,552,0.0,0.0,0.0,1408.77,552.068,7.22859,1370.92,550.692,,
53,26,1,keypoint,11.7585,0.458127,40.5536,VID_20220324_170214_F-1.png,1288,562,0.0,0.0,0.0,1284.52,561.41,3.5263,1241.4,562.633,,
54,27,0,keypoint,11.7627,-1.61126,40.7498,VID_20220324_170214_F0.png,1414,478,0.0,0.0,0.0,1406.78,479.204,7.31523,1369.44,483.978,,
55,27,1,keypoint,11.7627,-1.61126,40.7498,VID_20220324_170214_F-1.png,1288,479,0.0,0.0,0.0,1284.47,479.144,3.52955,1241.81,482.054,,
56,28,0,keypoint,12.5227,3.64253,39.9229,VID_20220324_170214_F0.png,1454,669,0.0,0.0,0.0,1445.21,666.648,9.10287,1408.26,656.621,,
57,28,1,keypoint,12.5227,3.64253,39.9229,VID_20220324_170214_F-1.png,1312,693,0.0,0.0,0.0,1307.36,691.218,4.97489,1262.7,689.81,,
58,29,0,keypoint,12.4938,5.67472,39.3929,VID_20220324_170214_F0.png,1460,746,0.0,0.0,0.0,1450.56,742.348,10.1176,1415.06,727.301,,
59,29,1,keypoint,12.4938,5.67472,39.3929,VID_20220324_170214_F-1.png,1304,782,0.0,0.0,0.0,1298.89,778.723,6.07067,1253.64,775.52,,
60,30,0,keypoint,14.4735,5.71559,39.4611,VID_20220324_170214_F0.png,1539,748,0.0,0.0,0.0,1526.78,743.475,13.0306,1490.58,730.135,,
61,30,1,keypoint,14.4735,5.71559,39.4611,VID_20220324_170214_F-1.png,1391,787,0.0,0.0,0.0,1383.42,783.322,8.42919,1336.39,780.193,,
62,31,0,keypoint,14.4936,3.67999,39.9656,VID_20220324_170214_F0.png,1532,670,0.0,0.0,0.0,1520.44,667.852,11.7576,1483.19,659.026,,
