,subnube1,tamaño_subnube1,subnube2,tamaño_subnube2,matcheos,overlap,rmse,radio,giros,nube_completa
0,0,5,0,5,5,5,1.1205001656168852e-15,0.1,4,21
0,0,5,0,5,5,5,1.0696899354502915e-15,0.2,4,21
0,0,5,0,5,5,5,1.1735296173519032e-15,0.3,4,21
0,0,5,0,5,5,5,1.1735296173519032e-15,0.4,4,21
0,0,5,0,5,5,5,1.1735296173519032e-15,0.5,4,21
0,0,5,0,5,5,5,1.1735296173519032e-15,1.0,4,21
0,0,5,1,5,3,3,3.2710641143966475e-16,0.1,4,21
0,0,5,1,5,3,3,3.2710641143966475e-16,0.2,4,21
0,0,5,1,5,3,3,3.2710641143966475e-16,0.3,4,21
0,0,5,1,5,3,3,0.09805971311586245,0.4,4,21
0,0,5,1,5,4,3,0.2132164950293033,0.5,4,21
0,0,5,1,5,5,3,0.5275236652632781,1.0,4,21
0,0,5,2,5,3,3,3.141334676941331e-16,0.1,4,21
0,0,5,2,5,3,3,3.141334676941331e-16,0.2,4,21
0,0,5,2,5,3,3,3.141334676941331e-16,0.3,4,21
0,0,5,2,5,3,3,3.141334676941331e-16,0.4,4,21
0,0,5,2,5,3,3,3.141334676941331e-16,0.5,4,21
0,0,5,2,5,4,3,0.5025798170548067,1.0,4,21
0,0,5,3,5,3,3,2.682601081360715e-16,0.1,4,21
0,0,5,3,5,3,3,2.682601081360715e-16,0.2,4,21
0,0,5,3,5,3,3,2.682601081360715e-16,0.3,4,21
0,0,5,3,5,3,3,2.682601081360715e-16,0.4,4,21
0,0,5,3,5,3,3,2.682601081360715e-16,0.5,4,21
0,0,5,3,5,4,3,0.5025798170548068,1.0,4,21
0,0,5,4,6,4,4,6.903897311712553e-16,0.1,4,21
0,0,5,4,6,4,4,6.903897311712553e-16,0.2,4,21
0,0,5,4,6,4,4,6.903897311712553e-16,0.3,4,21
0,0,5,4,6,4,4,6.903897311712553e-16,0.4,4,21
0,0,5,4,6,4,4,6.903897311712553e-16,0.5,4,21
0,0,5,4,6,5,4,0.7822246529298653,1.0,4,21
0,0,5,5,6,5,5,8.588754595931817e-16,0.1,4,21
0,0,5,5,6,5,5,8.588754595931817e-16,0.2,4,21
0,0,5,5,6,5,5,4.0008555798440933e-16,0.3,4,21
0,0,5,5,6,5,5,4.0008555798440933e-16,0.4,4,21
0,0,5,5,6,5,5,4.0008555798440933e-16,0.5,4,21
0,0,5,5,6,5,5,0.5912971786811736,1.0,4,21
0,0,5,6,6,3,3,3.2710641143966475e-16,0.1,4,21
0,0,5,6,6,3,3,3.2710641143966475e-16,0.2,4,21
0,0,5,6,6,3,3,3.2710641143966475e-16,0.3,4,21
0,0,5,6,6,3,3,0.09805971311586245,0.4,4,21
0,0,5,6,6,4,3,0.21321649502930318,0.5,4,21
0,0,5,6,6,5,3,0.5275236652632781,1.0,4,21
0,0,5,7,6,4,4,6.791989843446335e-16,0.1,4,21
0,0,5,7,6,4,4,6.791989843446335e-16,0.2,4,21
0,0,5,7,6,4,4,6.791989843446335e-16,0.3,4,21
0,0,5,7,6,4,4,6.791989843446335e-16,0.4,4,21
0,0,5,7,6,4,4,6.791989843446335e-16,0.5,4,21
0,0,5,7,6,5,4,0.7822246529298652,1.0,4,21
0,0,5,8,6,4,4,5.789723870880782e-16,0.1,4,21
0,0,5,8,6,4,4,5.789723870880782e-16,0.2,4,21
0,0,5,8,6,4,4,7.32333238741728e-16,0.3,4,21
0,0,5,8,6,4,4,0.11058324854284766,0.4,4,21
0,0,5,8,6,4,4,0.11058324854284741,0.5,4,21
0,0,5,8,6,5,4,0.52960829210559,1.0,4,21
0,0,5,9,7,5,5,1.1735296173519032e-15,0.1,4,21
0,0,5,9,7,5,5,1.1735296173519032e-15,0.2,4,21
0,0,5,9,7,5,5,1.2098296702358172e-15,0.3,4,21
0,0,5,9,7,5,5,1.1735296173519032e-15,0.4,4,21
0,0,5,9,7,5,5,1.1735296173519032e-15,0.5,4,21
0,0,5,9,7,5,5,1.2098296702358172e-15,1.0,4,21
0,0,5,10,7,4,4,4.389933585551343e-16,0.1,4,21
0,0,5,10,7,4,4,4.389933585551343e-16,0.2,4,21
0,0,5,10,7,4,4,4.389933585551343e-16,0.3,4,21
0,0,5,10,7,4,4,4.389933585551343e-16,0.4,4,21
0,0,5,10,7,4,4,4.389933585551343e-16,0.5,4,21
0,0,5,10,7,5,4,0.5912971786811737,1.0,4,21
0,0,5,11,7,5,5,4.3832454679319775e-16,0.1,4,21
0,0,5,11,7,5,5,9.035915369252595e-16,0.2,4,21
0,0,5,11,7,5,5,4.3832454679319775e-16,0.3,4,21
0,0,5,11,7,5,5,9.035915369252595e-16,0.4,4,21
0,0,5,11,7,5,5,4.3832454679319775e-16,0.5,4,21
0,0,5,11,7,5,5,4.3832454679319775e-16,1.0,4,21
0,0,5,12,8,5,5,1.1735296173519032e-15,0.1,4,21
0,0,5,12,8,5,5,1.1735296173519032e-15,0.2,4,21
0,0,5,12,8,5,5,1.1735296173519032e-15,0.3,4,21
0,0,5,12,8,5,5,1.1735296173519032e-15,0.4,4,21
0,0,5,12,8,5,5,1.0696899354502915e-15,0.5,4,21
0,0,5,12,8,5,5,1.2098296702358172e-15,1.0,4,21
0,0,5,13,8,5,5,1.2928505962347174e-15,0.1,4,21
0,0,5,13,8,5,5,1.2098296702358172e-15,0.2,4,21
0,0,5,13,8,5,5,1.2928505962347174e-15,0.3,4,21
