,subnube1,tamaño_subnube1,subnube2,tamaño_subnube2,matcheos,overlap,rmse,radio,giros,nube_completa
0,0,5,0,5,5,5,1.1336225770183854e-15,0.1,4,17
0,0,5,0,5,5,5,7.902540640538326e-16,0.2,4,17
0,0,5,0,5,5,5,5.343197758855076e-16,0.3,4,17
0,0,5,0,5,5,5,5.343197758855076e-16,0.4,4,17
0,0,5,0,5,5,5,7.902540640538326e-16,0.5,4,17
0,0,5,0,5,5,5,5.343197758855076e-16,1.0,4,17
0,0,5,1,5,2,0,0.13309890641540423,0.1,4,17
0,0,5,1,5,2,0,0.13309890641540423,0.2,4,17
0,0,5,1,5,2,0,0.13309890641540423,0.3,4,17
0,0,5,1,5,2,0,0.13309890641540423,0.4,4,17
0,0,5,1,5,2,0,0.13309890641540423,0.5,4,17
0,0,5,1,5,4,0,0.7233659684123909,1.0,4,17
0,0,5,2,5,2,1,0.07592286455834824,0.1,4,17
0,0,5,2,5,2,1,0.07592286455834824,0.2,4,17
0,0,5,2,5,2,1,0.07592286455834824,0.3,4,17
0,0,5,2,5,2,1,0.07592286455834824,0.4,4,17
0,0,5,2,5,2,1,0.07592286455834824,0.5,4,17
0,0,5,2,5,3,1,0.4785455222104646,1.0,4,17
0,0,5,3,5,2,2,0.06703906752431643,0.1,4,17
0,0,5,3,5,2,2,0.06703906752431643,0.2,4,17
0,0,5,3,5,3,2,0.17409413819238245,0.3,4,17
0,0,5,3,5,3,2,0.19964239960617308,0.4,4,17
0,0,5,3,5,3,2,0.31634348277652946,0.5,4,17
0,0,5,3,5,5,2,0.7531205675705129,1.0,4,17
0,0,5,4,5,3,3,1.869213178704481e-16,0.1,4,17
0,0,5,4,5,3,3,1.869213178704481e-16,0.2,4,17
0,0,5,4,5,3,3,1.869213178704481e-16,0.3,4,17
0,0,5,4,5,3,3,1.869213178704481e-16,0.4,4,17
0,0,5,4,5,3,3,1.869213178704481e-16,0.5,4,17
0,0,5,4,5,4,3,0.35963907314769183,1.0,4,17
0,0,5,5,5,2,1,0.039854458264638626,0.1,4,17
0,0,5,5,5,2,1,0.039854458264638626,0.2,4,17
0,0,5,5,5,2,1,0.039854458264638626,0.3,4,17
0,0,5,5,5,2,1,0.039854458264638626,0.4,4,17
0,0,5,5,5,2,1,0.039854458264638626,0.5,4,17
0,0,5,5,5,4,1,0.9265034335310853,1.0,4,17
0,0,5,6,5,2,2,0.06703906752431643,0.1,4,17
0,0,5,6,5,2,2,0.06703906752431643,0.2,4,17
0,0,5,6,5,2,2,0.06703906752431643,0.3,4,17
0,0,5,6,5,3,2,0.19491698337608143,0.4,4,17
0,0,5,6,5,3,2,0.31634348277652946,0.5,4,17
0,0,5,6,5,5,2,0.8123480172908232,1.0,4,17
0,0,5,7,5,2,2,0.06730886153442389,0.1,4,17
0,0,5,7,5,2,2,0.06730886153442389,0.2,4,17
0,0,5,7,5,2,2,0.06730886153442389,0.3,4,17
0,0,5,7,5,3,2,0.23457305739021794,0.4,4,17
0,0,5,7,5,3,2,0.23457305739021794,0.5,4,17
0,0,5,7,5,4,2,0.8307812275559996,1.0,4,17
0,0,5,8,5,2,0,0.13309890641540423,0.1,4,17
0,0,5,8,5,2,0,0.13309890641540423,0.2,4,17
0,0,5,8,5,2,0,0.13309890641540423,0.3,4,17
0,0,5,8,5,2,0,0.13309890641540423,0.4,4,17
0,0,5,8,5,2,0,0.13309890641540423,0.5,4,17
0,0,5,8,5,3,0,0.41752511759741695,1.0,4,17
0,0,5,9,5,2,2,0.07592286455834824,0.1,4,17
0,0,5,9,5,2,2,0.07592286455834824,0.2,4,17
0,0,5,9,5,2,2,0.07592286455834824,0.3,4,17
0,0,5,9,5,3,2,0.19050017171825506,0.4,4,17
0,0,5,9,5,3,2,0.19050017171825506,0.5,4,17
0,0,5,9,5,4,2,0.63047273101825,1.0,4,17
0,0,5,10,5,2,0,0.06853355809417438,0.1,4,17
0,0,5,10,5,2,0,0.06853355809417438,0.2,4,17
0,0,5,10,5,2,0,0.06853355809417438,0.3,4,17
0,0,5,10,5,2,0,0.06853355809417438,0.4,4,17
0,0,5,10,5,3,0,0.2883098562243678,0.5,4,17
0,0,5,10,5,4,0,0.8343646790330765,1.0,4,17
0,0,5,11,6,4,4,2.440777908739709e-16,0.1,4,17
0,0,5,11,6,4,4,2.440777908739709e-16,0.2,4,17
0,0,5,11,6,4,4,2.440777908739709e-16,0.3,4,17
0,0,5,11,6,4,4,2.440777908739709e-16,0.4,4,17
0,0,5,11,6,4,4,2.440777908739709e-16,0.5,4,17
0,0,5,11,6,4,4,2.440777908739709e-16,1.0,4,17
0,0,5,12,6,2,1,0.13309890641540423,0.1,4,17
0,0,5,12,6,2,1,0.13309890641540423,0.2,4,17
0,0,5,12,6,3,1,0.15850666182909812,0.3,4,17
0,0,5,12,6,3,1,0.15850666182909812,0.4,4,17
0,0,5,12,6,3,1,0.266119954383461,0.5,4,17
0,0,5,12,6,5,1,0.8882031275275614,1.0,4,17
0,0,5,13,6,2,0,0.13309890641540423,0.1,4,17
0,0,5,13,6,2,0,0.13309890641540423,0.2,4,17
0,0,5,13,6,2,0,0.13309890641540423,0.3,4,17
0,0,5,13,6,2,0,0.13309890641540423,0.4,4,17
0,0,5,13,6,3,0,0.266119954383461,0.5,4,17
0,0,5,13,6,4,0,0.7233659684123911,1.0,4,17
0,0,5,14,6,2,2,0.07592286455834824,0.1,4,17
0,0,5,14,6,2,2,0.07592286455834824,0.2,4,17
0,0,5,14,6,2,2,0.07592286455834824,0.3,4,17
0,0,5,14,6,4,2,0.2556211973763114,0.4,4,17
0,0,5,14,6,4,2,0.2556211973763111,0.5,4,17
0,0,5,14,6,5,2,0.3849679342606192,1.0,4,17
0,0,5,15,6,2,2,0.06703906752431643,0.1,4,17
0,0,5,15,6,2,2,0.06703906752431643,0.2,4,17
0,0,5,15,6,2,2,0.06703906752431643,0.3,4,17
0,0,5,15,6,2,2,0.06703906752431643,0.4,4,17
0,0,5,15,6,2,2,0.06703906752431643,0.5,4,17
0,0,5,15,6,4,2,0.5300248350001391,1.0,4,17
0,0,5,16,6,5,5,6.549775892296747e-16,0.1,4,17
0,0,5,16,6,5,5,6.549775892296747e-16,0.2,4,17
0,0,5,16,6,5,5,6.549775892296747e-16,0.3,4,17
0,0,5,16,6,5,5,6.549775892296747e-16,0.4,4,17
0,0,5,16,6,5,5,6.549775892296747e-16,0.5,4,17
0,0,5,16,6,5,5,0.6419467853602978,1.0,4,17
0,0,5,17,6,2,0,0.039854458264638626,0.1,4,17
0,0,5,17,6,2,0,0.039854458264638626,0.2,4,17
0,0,5,17,6,2,0,0.039854458264638626,0.3,4,17
0,0,5,17,6,2,0,0.039854458264638626,0.4,4,17
0,0,5,17,6,2,0,0.039854458264638626,0.5,4,17
0,0,5,17,6,4,0,0.8343646790330767,1.0,4,17
0,0,5,18,6,3,3,3.7575012157714744e-16,0.1,4,17
0,0,5,18,6,3,3,3.7575012157714744e-16,0.2,4,17
0,0,5,18,6,3,3,0.11452084991443578,0.3,4,17
0,0,5,18,6,3,3,0.11452084991443578,0.4,4,17
0,0,5,18,6,3,3,0.11452084991443578,0.5,4,17
0,0,5,18,6,4,3,0.9524792419094847,1.0,4,17
0,0,5,19,6,2,1,0.13309890641540423,0.1,4,17
0,0,5,19,6,2,1,0.13309890641540423,0.2,4,17
0,0,5,19,6,2,1,0.13309890641540423,0.3,4,17
0,0,5,19,6,2,1,0.13309890641540423,0.4,4,17
0,0,5,19,6,2,1,0.13309890641540423,0.5,4,17
0,0,5,19,6,5,1,0.7198065161862723,1.0,4,17
0,0,5,20,6,2,1,0.07592286455834824,0.1,4,17
0,0,5,20,6,2,1,0.07592286455834824,0.2,4,17
0,0,5,20,6,2,1,0.07592286455834824,0.3,4,17
0,0,5,20,6,2,1,0.07592286455834824,0.4,4,17
0,0,5,20,6,2,1,0.07592286455834824,0.5,4,17
0,0,5,20,6,4,1,0.6232693445391794,1.0,4,17
0,0,5,21,6,2,4,0.04186446010213274,0.1,4,17
0,0,5,21,6,3,4,0.06950684496560065,0.2,4,17
0,0,5,21,6,4,4,0.21186248400330032,0.3,4,17
0,0,5,21,6,4,4,0.21186248400330032,0.4,4,17
0,0,5,21,6,4,4,0.21186248400330032,0.5,4,17
0,0,5,21,6,5,4,0.8780904241181116,1.0,4,17
0,0,5,22,7,5,5,7.902540640538326e-16,0.1,4,17
0,0,5,22,7,5,5,5.343197758855076e-16,0.2,4,17
0,0,5,22,7,5,5,5.343197758855076e-16,0.3,4,17
0,0,5,22,7,5,5,7.902540640538326e-16,0.4,4,17
0,0,5,22,7,5,5,5.343197758855076e-16,0.5,4,17
0,0,5,22,7,5,5,5.343197758855076e-16,1.0,4,17
0,0,5,23,7,2,0,0.13309890641540423,0.1,4,17
0,0,5,23,7,2,0,0.13309890641540423,0.2,4,17
0,0,5,23,7,2,0,0.13309890641540423,0.3,4,17
0,0,5,23,7,2,0,0.13309890641540423,0.4,4,17
0,0,5,23,7,3,0,0.266119954383461,0.5,4,17
0,0,5,23,7,5,0,0.7308583373809475,1.0,4,17
0,0,5,24,7,2,1,0.13309890641540423,0.1,4,17
0,0,5,24,7,2,1,0.13309890641540423,0.2,4,17
0,0,5,24,7,2,1,0.13309890641540423,0.3,4,17
0,0,5,24,7,2,1,0.13309890641540423,0.4,4,17
0,0,5,24,7,2,1,0.13309890641540423,0.5,4,17
0,0,5,24,7,5,1,0.7198065161862723,1.0,4,17
0,0,5,25,7,2,2,0.07592286455834824,0.1,4,17
0,0,5,25,7,2,2,0.07592286455834824,0.2,4,17
0,0,5,25,7,2,2,0.07592286455834824,0.3,4,17
0,0,5,25,7,4,2,0.2556211973763115,0.4,4,17
0,0,5,25,7,4,2,0.2556211973763111,0.5,4,17
0,0,5,25,7,5,2,0.5974184861661878,1.0,4,17
0,0,5,26,7,2,3,0.06703906752431643,0.1,4,17
0,0,5,26,7,2,3,0.06703906752431643,0.2,4,17
0,0,5,26,7,2,3,0.06703906752431643,0.3,4,17
0,0,5,26,7,3,3,0.19964239960617308,0.4,4,17
0,0,5,26,7,3,3,0.31634348277652946,0.5,4,17
0,0,5,26,7,5,3,0.8780904241181116,1.0,4,17
0,0,5,27,7,4,4,1.3387386069062147e-15,0.1,4,17
0,0,5,27,7,4,4,1.3387386069062147e-15,0.2,4,17
0,0,5,27,7,4,4,1.3387386069062147e-15,0.3,4,17
0,0,5,27,7,4,4,1.4007267006582176e-15,0.4,4,17
0,0,5,27,7,4,4,1.3387386069062147e-15,0.5,4,17
0,0,5,27,7,5,4,0.6887955412624249,1.0,4,17
0,0,5,28,7,2,1,0.039854458264638626,0.1,4,17
0,0,5,28,7,2,1,0.039854458264638626,0.2,4,17
0,0,5,28,7,2,1,0.039854458264638626,0.3,4,17
0,0,5,28,7,2,1,0.039854458264638626,0.4,4,17
0,0,5,28,7,2,1,0.039854458264638626,0.5,4,17
0,0,5,28,7,4,1,0.8070656241630738,1.0,4,17
0,0,5,29,7,3,3,3.881142315081117e-16,0.1,4,17
0,0,5,29,7,3,3,3.881142315081117e-16,0.2,4,17
0,0,5,29,7,3,3,3.881142315081117e-16,0.3,4,17
