track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
0,0,baya,-6.20268,-7.10771,53.5891,VID_20220217_111836_F0.png,785,345,27.3697,3.67639,4.08895,785.629,345.775,0.998038,804.475,365.926,NULL,NULL
0,1,baya,-6.20268,-7.10771,53.5891,VID_20220217_111836_F-1.png,699,528,0,0,0,699.517,527.988,0.517227,690.281,551.625,NULL,NULL
1,0,baya,-2.70265,-8.63619,57.8325,VID_20220217_111836_F0.png,892,321,23.1711,3.09295,3.35644,891.632,321.842,0.919149,899.565,345.495,NULL,NULL
1,1,baya,-2.70265,-8.63619,57.8325,VID_20220217_111836_F-1.png,816,446,0,0,0,816.552,446.205,0.588972,806.501,468.63,NULL,NULL
2,0,baya,0,0,0,VID_20220217_111836_F0.png,594,386,23.1884,0,0,-nan,-nan,-1,-nan,-nan,NULL,NULL
2,1,baya,0,0,0,VID_20220217_111836_F-1.png,513,498,0,0,0,384.518,2872.1,2377.57,331.848,2885.74,NULL,NULL
3,0,val_1,-23.3304,-14.5345,56.2787,VID_20220217_111836_F0.png,319,160,0,2.59128,3.14549,326.668,165.716,9.56389,349.833,179.183,1.87997,NULL
3,1,val_1,-23.3304,-14.5345,56.2787,VID_20220217_111836_F-1.png,218,231,0,0,0,230.624,236.693,13.8486,228.707,264.586,1.87997,NULL
4,0,baya,-6.52751,-8.85109,54.7644,VID_20220217_111836_F0.png,779,303,24.4025,0,0,780.335,304.227,1.81303,796.981,325.291,NULL,NULL
4,1,baya,-6.52751,-8.85109,54.7644,VID_20220217_111836_F-1.png,702,476,0,0,0,702.006,476.106,0.106177,692.911,500.065,NULL,NULL
5,0,val_2,-18.6716,-14.7629,57.1268,VID_20220217_111836_F0.png,456,161,0,0,0,461.383,165.482,7.00517,482.475,181.043,NULL,1.92685
5,1,val_2,-18.6716,-14.7629,57.1268,VID_20220217_111836_F-1.png,375,245,0,0,0,380.017,248.418,6.07123,375.925,275.627,NULL,1.92685
